"","GSM1647628","GSM1647629","GSM1647630","GSM1647631","GSM1647632","GSM1647633","GSM1647634","GSM1647635","GSM1647636","GSM1647637","GSM1647638","GSM1647639","GSM1647640","GSM1647641","GSM1647642","GSM1647643","GSM1647644","GSM1647645","GSM1647646","GSM1647647","GSM1647648","GSM1647649","GSM1647650","GSM1647651","GSM1647652","GSM1647653","GSM1647654","GSM1647655","GSM1647656","GSM1647657","GSM1647658","GSM1647659","GSM1647660","GSM1647661","GSM1647662","GSM1647663","GSM1647664","GSM1647665","GSM1647666","GSM1647667","GSM1647668","GSM1647669","GSM1647670","GSM1647671","GSM1647672","GSM1647673","GSM1647674","GSM1647675","GSM1647676","GSM1647677","GSM1647678","GSM1647679","GSM1647680","GSM1647681","GSM1647682","GSM1647683","GSM1647684","GSM1647685","GSM1647686","GSM1647687","GSM1647688","GSM1647689","GSM1647690","GSM1647691","GSM1647692","GSM1647693","GSM1647694","GSM1647695","GSM1647696","GSM1647697","GSM1647698","GSM1647699","GSM1647700","GSM1647701","GSM1647702","GSM1647703","GSM1647704","GSM1647705","GSM1647706","GSM1647707","GSM1647708","GSM1647709","GSM1647710","GSM1647711","GSM1647712","GSM1647713","GSM1647714","GSM1647715","GSM1647716","GSM1647717","GSM1647718","GSM1647719","GSM1647720","GSM1647721","GSM1647722","GSM1647723","GSM1647724","GSM1647725","GSM1647726","GSM1647727","GSM1647728","GSM1647729","GSM1647730","GSM1647731","GSM1647732","genes"
"C9orf16",8.793618272,8.977174356,8.848835019,8.80026282,8.636321,8.48212651,8.877560655,8.412007023,8.727757314,8.694927455,8.725676675,8.582026181,8.472008769,9.035155697,8.955021303,8.502494548,8.728916777,8.834958079,8.846149618,8.37945369,8.906967443,8.675035808,8.813876467,8.951497744,8.660143843,8.834353318,8.741286226,8.457012793,8.717660097,8.291124659,8.577906717,8.75531383,8.468915603,8.596633218,8.705261229,8.694922883,8.886288128,8.607088664,8.632961364,8.549861461,8.059469812,8.983735554,8.774017749,8.509878864,8.86494842,8.83950323,8.725617011,8.960899215,8.693922985,8.656940544,8.581281693,8.635547661,8.642397061,8.699500386,8.619777604,8.522971424,8.477244731,8.326461422,8.586398166,8.739100108,8.609149579,8.56995073,8.556179347,8.805778446,8.752571998,8.467848873,8.89972308,8.723351607,8.715259492,8.145912935,8.702822445,8.508088865,8.411905913,8.799559612,8.619694521,8.987908559,8.591157162,8.792713171,8.666124135,8.331741071,8.141277325,8.49069271,8.622483711,8.642363717,8.518725103,8.50007328,8.407529241,8.194588812,8.513809793,8.933942439,8.436825862,8.555407353,8.434156614,8.930444004,9.053445083,8.891518349,8.64900661,8.480647984,8.418403278,8.317875422,8.613577991,8.623216032,8.323424613,9.119154836,8.67041177,"C9orf16"
"KIF26B",8.720459316,8.380753512,7.487979748,8.613947786,8.440795959,8.904186115,8.741142793,8.609717886,8.040388335,8.718945341,9.103042355,8.632703531,8.671897543,9.005678342,8.389875129,7.968340975,8.549429472,8.042162015,9.018719688,8.941383138,8.475048065,8.769839693,8.324364833,8.94381052,8.854990978,8.637290873,8.735382985,8.675845341,8.738017464,8.743690062,8.354013358,8.382910166,8.95865853,9.203428842,8.876621003,8.132187175,8.69964193,8.869815224,8.473665175,8.577356627,9.07417875,8.750649301,8.79954575,9.486896122,9.071744399,9.087297004,9.065123301,7.884211528,7.930997596,8.699938052,8.976814425,8.650287189,8.267230807,8.636838066,8.857261487,8.8841287,8.668991636,8.561625793,8.873719575,8.326477944,7.721728248,8.886233088,8.38075887,8.652372714,8.436199051,8.116917984,8.603869207,8.295152313,8.618112029,8.504778172,8.377016803,8.266996356,8.789629767,8.512051338,8.536818445,8.280957234,8.912332485,8.26064812,9.111679953,8.038622227,8.657122676,8.235982795,8.116085507,8.23699642,8.118823745,8.688471452,8.561053517,8.530923054,8.928680186,8.475330344,8.509185294,8.8006549,8.566588415,8.626414497,8.497319502,8.461017701,8.771304117,9.580065765,9.069045118,8.740369581,8.284093801,8.820025437,8.75030648,9.045864106,8.98177461,"KIF26B"
"TRIM36",8.568746603,8.142456728,8.590011393,8.294174289,8.514201327,8.357926022,8.406578203,8.185538873,8.358091342,8.42364526,8.448769899,8.428541214,8.183849299,8.705108417,8.452794409,8.190391057,8.457301157,8.82291524,8.377750025,8.373002729,8.545324488,8.653248623,8.768159966,8.581663132,8.538247949,8.286504253,8.221023915,8.156466413,8.510137894,8.852883464,8.040109801,8.670804898,8.524768541,8.282860068,8.771063403,8.380519419,8.489052541,8.439216841,8.652404498,8.533855193,8.514957087,8.431630568,8.45718704,9.098693265,8.428731727,8.609043903,8.852144221,8.386887951,8.577672776,7.811532561,8.329281715,8.49028929,8.78740796,8.67545613,8.698989412,8.515089504,8.431713654,8.425059068,8.340522328,8.662218777,8.997355102,8.002761998,8.618171366,8.636473765,8.466248652,8.60578211,8.323873535,8.458521704,8.100326605,8.008146947,7.982410117,8.453989185,8.798643506,8.632085289,7.920317803,8.854296566,8.387393599,8.480272645,8.359704762,8.524635108,8.284263165,7.990327082,8.531296757,8.650440922,8.612743338,8.509080364,8.58965673,8.531576937,8.128488218,8.245998942,8.561738536,8.502493553,8.47551638,8.987765271,8.604867995,8.609692823,8.393895673,8.352616402,8.207587029,8.629311995,9.021776566,7.969652983,8.270253899,8.531546793,8.462202033,"TRIM36"
"INSIG1",8.26466969,8.323249242,8.256358338,8.020076268,8.580396211,8.045679325,7.845622821,8.547748487,8.104042743,8.641072664,8.250830291,8.087821382,7.692101943,8.263729381,8.104577158,8.406941284,8.25567608,8.060972014,8.392304083,8.786577004,8.604697585,8.429720762,8.951786292,8.263842173,9.022266596,8.799050026,8.384952697,8.511045586,8.287265056,8.804975799,8.324187725,8.637466881,8.651943857,8.705452371,8.16924855,8.358554849,8.257918422,8.344441324,8.641653009,8.766175625,7.99067651,8.005860697,8.179978145,8.422437069,8.34124509,8.093885055,8.353395173,8.487115586,8.373659825,7.945773154,7.979270736,8.605955306,8.628251539,8.34211941,8.603397555,8.363618497,8.53238947,8.023863321,8.700644571,8.15703029,8.600984228,7.871768501,8.489169376,8.082090503,8.440203723,8.556828984,8.522142356,8.672017529,8.505516248,8.818794667,8.74106885,8.494601129,8.178338355,8.589169035,8.527869555,8.283281894,8.240680992,8.061739824,8.331263958,8.631208854,8.504450492,8.043874211,8.44419589,8.39810594,8.151262514,8.324326515,8.535246638,8.754609716,8.325526958,8.407351287,8.480252836,8.023030891,8.641411095,8.330205431,8.676826864,8.236198807,8.446563843,8.256429733,8.534407078,8.48863579,8.146059076,8.363667442,8.304245134,8.563122625,7.960238911,"INSIG1"
"TBC1D8B",8.069287374,8.255807801,8.611795575,7.951303804,8.321019437,7.823369098,7.933895994,8.075251759,8.284741465,7.900713483,7.923671195,7.851694029,7.903519533,8.371997284,7.897977351,8.068309454,8.137254573,8.764906548,8.134092267,8.084601762,8.445571946,8.144368409,8.709302954,8.331882697,8.418258332,8.376710733,8.144393092,8.092072532,8.078611541,8.279236403,8.270617717,8.395011861,8.302213763,8.216508126,8.166132626,8.450685635,8.353930434,8.188970574,8.368815798,8.337059418,7.681351482,8.138204745,8.287287647,8.150057624,8.332832499,8.216062105,8.252331819,8.58365213,8.583573921,7.989055767,7.832543392,8.479769608,8.332772323,7.977701513,8.160604669,8.019740328,8.216324315,7.889335862,8.061337715,8.173670128,8.524418042,7.873330854,8.003116935,8.173272818,8.042128649,7.923983312,8.091805843,8.722825173,8.250641912,8.028838926,8.548207322,8.305710159,8.015111731,8.370954613,8.144911516,8.537894915,8.272358125,7.929599357,8.195567835,8.345807151,8.185309366,7.839833403,8.10186018,8.171504259,7.943046162,8.087349027,8.477241448,8.169019445,8.25359581,8.513088772,7.991577536,8.029726704,8.491728513,8.48954627,8.149959651,8.355101406,8.485372704,8.426604647,8.224008239,8.234136378,8.110921927,8.402021061,8.071070805,8.634872099,8.179694554,"TBC1D8B"
"FCF1",8.227023877,8.274413202,7.521758759,8.062045624,8.81846272,7.919740875,7.3646724,8.584674573,7.948788993,7.955205088,8.062193565,8.07426336,7.847860115,8.616662573,7.632172587,7.735544962,8.074299075,7.691366518,8.17098789,8.429968596,8.992045418,8.258262658,8.855998934,8.516358771,8.411900801,8.770670177,8.468199058,8.098081881,8.332759512,8.29189581,8.417132469,8.519547139,8.465601024,8.583695154,8.548779817,7.893611355,8.251599493,8.459516897,8.821324891,8.365616509,7.601890517,7.3692869,7.92736404,7.884673051,8.296402781,8.363763471,8.366645788,8.41741446,7.008876232,7.876533361,7.990103588,8.822585867,8.359109836,8.369914806,8.118688802,8.436339899,8.435250362,7.63446628,8.426300801,7.184815317,7.011492963,7.785386432,7.786687635,8.273414912,7.798333175,7.046627809,8.153058558,7.943476958,8.271332453,8.170889735,7.908855085,7.649295644,8.197366022,8.723865598,8.111046424,8.184584031,7.825428815,8.513724688,7.731680781,8.476555374,7.618450437,7.879850661,8.129519799,8.167340599,7.628248777,8.506827594,7.864914996,7.728600885,8.394032758,8.866053186,7.690943534,7.09590538,7.984499351,8.856099868,8.319737112,7.940785413,8.694970375,8.651316673,8.08188887,8.377342777,8.487591169,7.962777256,8.210464926,8.662558561,8.701046696,"FCF1"
"TRAPPC9",8.247119638,7.959598112,7.965228267,7.863299055,8.064652933,7.969848061,8.080388251,7.733568344,8.110265224,8.611508971,8.075342075,7.93324382,7.890513129,8.274783921,7.895876546,8.067025439,7.98399332,8.134779803,8.143869193,8.360234941,8.306000145,8.283821408,8.457640294,8.412055637,8.561597712,8.161347971,8.260889583,8.138434311,7.783730758,8.513489606,8.090241015,8.095642949,8.104503209,8.047085039,7.937273504,8.076691492,7.805483881,8.068620862,7.97930213,8.301116709,7.960535671,7.968472575,7.863203188,8.176682565,8.288569659,8.119088306,8.547274143,8.297004873,8.364523153,8.240060753,7.989744047,8.147151831,8.203895934,7.936233532,8.223072033,7.989157114,8.089249835,7.960175009,7.946470527,8.06185787,8.300082584,7.703797895,7.853237271,8.113663106,8.028225858,7.952199585,7.795647297,8.268835599,7.929100791,8.954476037,8.170123032,8.217367131,8.191555106,8.120787504,7.929619771,8.457377477,8.440335156,8.058954157,8.103770048,8.679470255,7.962665002,7.880128457,8.065876985,8.212270871,8.144466013,7.997492329,8.277496733,8.060456243,7.707046009,8.114146804,8.097686105,7.764716722,8.25937969,8.335135322,8.217804309,8.089953926,8.341028114,8.189559465,8.2104966,8.217395295,8.423340874,8.232106495,8.527042926,8.223856875,8.050292854,"TRAPPC9"
"YTHDF3",7.89414371,8.145731705,8.309314916,8.35804678,8.301832714,7.636722591,8.210086682,8.32152164,7.818219756,7.837452539,7.918443489,8.405242868,8.020273736,8.171291057,8.198475377,7.751598867,7.994141496,8.772236709,7.939963023,7.93383866,8.146303333,8.015184208,8.033376633,7.921163448,7.683774547,7.907766458,8.18832098,7.799197894,8.365938157,8.020028549,8.070733716,8.031886887,8.272282289,8.329212685,8.303947362,8.053845255,7.841709319,8.245224316,8.409472654,7.806311103,8.291371608,8.121150116,8.094285372,8.230002528,7.813673277,8.160534816,8.150602978,8.245997576,8.597007627,8.02389341,8.216775596,8.16865204,7.938671956,8.320008239,7.902850936,8.228336341,8.41639002,8.135198281,8.376560941,8.342940413,8.424202399,8.020991426,8.290765568,7.968461794,8.065770239,8.077653383,7.757611564,8.000441086,8.454572192,8.129739727,8.207669267,8.325908003,8.123438716,8.147483783,8.35419829,8.552020323,8.496812789,7.960703347,7.810419774,7.714954292,8.230589357,7.805589927,8.186188398,7.863849566,8.272464305,8.310150054,8.093516703,7.711470188,8.285746524,7.804917121,7.847365444,7.995592823,8.21769837,8.1989704,7.829836275,8.38001923,8.69665251,8.447713805,8.432310697,8.124716941,8.483370529,8.402663304,7.846943636,8.40224693,8.048314406,"YTHDF3"
"FER1L4",8.022493673,8.424155948,8.398860969,8.071225162,8.271068556,8.316205525,7.532093303,7.800728295,6.991476746,8.300507283,8.555843144,8.039993977,7.836361492,8.835151129,8.051585141,7.581035791,8.062034183,7.014102093,8.214626093,7.684500422,8.252419718,8.035632803,8.622131064,8.664570038,7.815657969,8.173624874,8.106715886,8.208808924,7.630790097,8.495669669,7.926218642,8.219138742,8.448027793,7.86338457,8.394617632,8.044546741,8.051742466,8.181750917,8.558517894,7.0221087,8.258755608,7.657358558,8.107073721,8.813683151,8.726311733,8.578430675,8.57659326,8.345463941,8.273483574,8.260642741,7.641345582,8.382284623,8.467897984,8.275812673,8.80728372,8.402599598,8.171005135,8.095067814,7.847219539,8.311049152,8.998090235,7.53822733,7.527787779,7.677043844,7.040165213,7.970807704,8.155602551,8.180945419,8.061534315,7.568278313,7.84933129,7.526617607,8.557181287,8.433010867,7.197655623,8.377319942,8.662398305,8.203828811,7.984371101,8.021589722,8.729700697,7.335781476,7.81051572,7.428693694,8.264072071,8.078626903,8.11193512,8.190477611,7.899235753,8.826104572,8.362890618,8.012311834,8.027915925,8.501745362,8.23641908,8.596860528,8.495053647,7.118957066,8.398337449,8.606989694,7.738818606,8.124086593,8.05699357,8.256027123,8.31572914,"FER1L4"
"ACTR2",7.628276949,8.162428095,8.376600793,7.863128949,8.188002466,7.285092488,8.10432781,7.776753876,8.265350074,7.558585594,7.803773911,7.322111159,7.474772868,7.674090396,8.172857149,7.498607209,7.77294125,8.209116439,7.707705146,7.213357587,8.023448162,7.847203216,8.05176695,8.042456125,8.203682559,7.904444305,7.613449107,7.467240126,8.27577881,8.354027768,7.901059289,8.314606091,7.941349815,7.250705371,7.84778173,7.758786406,8.016900691,7.674452466,8.508078548,7.928312617,7.673176082,7.397779401,7.661786572,7.185358599,7.532570454,7.404785878,7.589201856,8.014517303,8.726914016,7.332249272,8.06090796,8.30892261,8.359514429,8.131120796,8.150392381,7.778424339,8.032336357,7.599521324,8.134523841,8.041369582,8.873944443,7.556165277,7.752180306,7.387893384,7.252619698,7.985959936,7.722702452,7.988017376,7.907295346,8.231324612,7.748833879,8.04125081,8.132598665,8.562910008,7.888891348,7.656040839,7.845496686,7.8967266,7.62692542,7.6783681,8.111227346,7.454802079,7.772185702,7.899556955,8.372889266,8.073126154,8.31210546,8.044208045,8.095372334,7.446266504,8.506237304,7.487374431,8.124816651,8.629668035,7.727510125,7.899548942,7.53769714,7.859934076,7.721669692,7.615641601,7.759659757,8.304913075,7.898155998,8.370095329,7.763342065,"ACTR2"
"FAM66D",7.967484697,7.937111461,8.044102565,7.759524452,7.86804964,7.712869649,8.03500033,7.839741544,7.894817809,8.040272318,7.825525954,7.793407568,7.546132908,7.823774239,7.858730678,8.117199205,8.015427023,7.486095324,7.692022032,7.928224806,7.86768384,7.717108875,7.721085575,7.750404168,7.934286967,7.570301001,7.879229117,7.849770366,7.747142001,8.245755573,7.75319648,7.872120397,7.69871105,8.096628593,8.104963385,7.753173524,7.836205955,8.078222564,7.759371297,7.761780696,7.953437315,8.091419204,7.596840281,7.736481935,7.655697928,7.850057453,8.022556425,7.863056745,7.899963901,8.00776625,7.933964517,7.90871218,8.120877223,7.728191082,7.810563424,8.010398003,7.963067689,7.860505883,7.963443811,7.731543349,8.207982823,7.84928416,8.107911759,7.615758022,7.935748842,7.742809449,7.777865978,7.974228315,7.924966092,7.95707043,7.951772635,8.064933024,7.667941071,7.768428601,8.188331112,7.68013163,7.795512897,7.969899009,7.997018573,7.613395387,7.869042768,8.058580382,8.104698225,7.91539522,7.918796718,8.001253775,7.618217609,7.681645529,8.017273023,7.815130385,8.026549599,7.678193032,7.751251054,7.783662406,7.868708612,7.866218089,7.684689044,7.920825204,7.606905383,7.90264634,8.037977534,7.955219442,7.878239394,7.859935131,7.57046166,"FAM66D"
"SSH3",8.041024786,7.979416556,7.341294728,7.4250862,7.669653951,8.052913589,7.334433819,7.69523836,7.862623144,7.942479843,8.287760135,7.978085505,7.99683553,8.091117146,7.334086796,7.338872195,7.554254138,7.906035283,8.218384491,8.719599337,8.247287628,8.128369121,8.307712585,8.117731709,8.418179016,8.279332861,8.317195249,8.178733702,7.692674634,7.887410587,7.922569691,7.676490651,7.765877509,8.231489733,7.925493613,7.438792013,7.599427623,7.897218524,8.016222078,7.969849185,7.072468938,7.403944211,7.657301534,8.202550821,8.295365529,8.225288997,8.616214135,7.459445096,7.444123301,8.007524572,7.527171755,8.22596094,7.710634671,7.602202977,7.865416044,7.955046016,7.654630493,7.341763644,7.733619387,7.196908273,7.791513993,7.939776793,7.833037221,7.830580835,7.262830272,7.680829481,7.371162705,8.108396642,7.840873036,8.703384118,7.975492954,8.161723871,7.649529253,7.942504972,7.512992316,7.650101756,8.059579928,7.829662228,7.734285074,8.072877461,7.797136055,8.624814428,7.322835057,7.590539168,7.522195335,7.655100999,7.992461996,7.563724827,7.838761955,8.164611884,7.465831216,7.3086256,7.595140423,8.054245926,7.597288929,7.575666047,7.849801579,8.389681438,8.510818829,7.514581235,7.602631589,7.882580464,7.826831507,7.995818234,7.74505177,"SSH3"
"HDDC2",7.279730012,8.222228115,7.881429503,7.951930861,8.42809124,7.643435161,8.456762846,8.468036835,7.937221427,7.419226403,7.491763324,7.474723536,7.553165929,7.644319345,8.225993213,7.899396133,7.904236131,7.780009454,7.327708644,7.428096131,8.122599027,7.695141393,7.510246278,7.505451796,7.652550416,7.521980839,7.486656829,6.578926985,8.123429675,7.951570043,8.083577878,7.866920057,8.377708029,7.34560783,7.811454903,7.850882067,7.80301534,8.068255096,8.076654388,8.211300131,7.963985536,8.022396761,8.237707824,7.475341006,7.283424672,7.565104264,7.332739568,8.39729737,7.656303577,7.9013562,8.09120285,7.755668205,7.677046229,8.198593275,7.302352268,7.506120903,8.301168122,7.953566638,8.389825923,8.169864024,7.966759588,7.747348706,7.787771439,7.861077449,7.616824325,7.759954946,7.570241417,8.450087136,8.350376802,8.303359301,7.782013062,8.257411802,7.648481246,8.058244057,7.975623251,8.469022556,7.22582987,8.089604346,7.60846924,7.905701448,7.761391427,7.425420195,7.605635815,7.589422335,7.664033688,8.211052711,7.736026807,7.156128566,7.620607388,7.791412735,7.397617014,7.634887775,7.93346543,7.947540707,7.648458341,7.678628069,8.148690445,8.170899868,7.805987124,7.807484947,7.987187052,8.424280584,7.378554003,7.95638576,7.4064207,"HDDC2"
"PKD2L1",7.306752722,8.310863338,7.560230446,7.23430377,8.089154896,7.375062771,7.952389981,7.952248733,7.165884292,8.072822844,7.390235525,7.225024162,7.455438715,7.776064669,7.359134227,7.703376798,7.233550582,7.810817646,7.135949891,7.378701611,8.14899398,8.034687801,8.663474616,7.752016056,8.63462044,8.533277077,7.878966087,8.139827928,8.000752937,8.034989369,8.143292585,8.120984727,8.335098896,8.346219028,7.734457616,8.313297629,7.631480439,7.859240588,8.226088318,8.654052373,7.745499738,8.09471627,7.66770375,7.669550508,7.842483448,7.278319309,7.123289575,8.067975499,7.773643715,6.818024781,7.944658911,8.212074769,7.487400742,7.901034377,7.838063388,7.90746239,8.196219344,7.163795428,8.187058189,7.302185841,8.188206524,7.32381039,7.263383855,7.070823647,7.133326394,7.912988955,7.910840318,7.867424622,7.327328493,7.823529541,8.457474738,8.117501423,7.728950083,8.241663693,7.424518597,8.263020666,8.525471218,7.335976596,8.542175569,7.194323328,7.453407745,7.344011655,7.512287498,7.430601446,8.025865188,8.009538387,8.023147287,7.567630453,8.006851109,8.692427652,8.049019143,7.270109918,7.688281344,8.146137231,8.176820845,7.738754439,8.046241532,8.213357959,7.589529393,7.759060033,7.152224694,8.280676806,8.032592519,8.090386915,7.664316401,"PKD2L1"
"KLHL21",7.285368148,8.251685699,8.275127013,7.542823614,8.225606759,7.046170804,7.929231517,8.22919112,7.918732467,7.100736464,7.220727585,7.236493365,7.379476798,7.471927147,7.52208273,7.868528086,7.955719765,7.949024894,7.398880481,7.935243106,8.101493677,7.442392603,8.217645712,7.301453503,7.600688094,7.614279744,7.349517951,7.205445424,7.922638738,7.995049806,8.525360461,8.08016505,8.300913872,7.735588924,7.707788877,8.130874713,7.863766022,7.449490239,7.989880713,8.565154612,7.799720113,7.864802115,8.048927651,7.197571813,7.122683871,7.433271298,7.600549519,8.487332867,8.336433381,7.564695938,7.609825587,7.997257027,7.818923098,7.981816105,7.264495202,7.543553238,8.071071277,7.956542416,8.138810092,8.065875924,8.398036768,7.508865762,7.854126546,7.084347428,7.768649414,7.874202282,7.295697727,8.064498238,8.540867708,8.260657278,8.378005639,8.209057958,7.624100968,7.71161941,7.855937372,7.933294818,7.738498896,7.375271682,7.788943748,7.861404039,7.758339602,8.186505005,7.93422786,7.698623373,7.677555068,8.082557448,7.532997102,7.968245399,8.132717856,8.268641755,7.669947484,7.488427771,7.99208338,7.849213273,7.918497001,7.800610838,8.162246329,7.884557344,8.250767136,7.595434125,7.890148235,7.571415908,7.793178033,7.910389684,7.604663268,"KLHL21"
"RNFT2",7.935221302,7.672312452,7.099350783,7.682632807,7.851811017,8.118154676,7.289896925,7.855908884,7.556538959,7.962337398,8.052342039,8.161573546,7.863530838,8.204951349,7.661290605,7.530858747,7.664870156,7.24524981,8.028232099,7.985635146,7.919200454,8.25696686,7.660362976,7.864504859,7.997850543,8.309525609,8.211419521,7.841176313,7.777774759,7.725754161,7.626448254,7.544300795,7.843412912,8.315775211,8.314962787,7.613130713,7.901605268,8.196550997,7.862420658,7.620714947,7.844025753,7.712131593,7.623387065,8.103885587,7.767659597,8.361947882,8.22506293,7.198105593,7.187979259,7.842447314,7.714389063,7.686948593,7.768936965,7.652266899,7.981217021,7.935297305,7.959317287,7.726240563,7.925459448,7.50042778,7.209122619,7.836366457,7.700795707,7.82243718,7.694705759,7.71640088,7.966716581,7.953137447,8.418067749,7.372741735,7.650731005,8.097343091,7.700817738,7.700843546,7.577879522,7.225300821,7.701564985,7.39408191,7.262629793,8.346826541,7.823607443,7.470293269,7.807753766,7.658832148,7.708919055,7.886579693,7.330750447,7.295911555,7.879475101,8.140402321,7.807508487,7.454251508,7.758918223,8.109178114,7.72632984,7.809253364,7.646494808,7.984874717,8.046193487,8.212521998,7.946025059,7.467826989,7.2562394,7.68133428,7.857634355,"RNFT2"
