gene_symbol,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
ZCCHC14,5.031545175,4.780157842,3.028383499,4.396769162,5.220028072,5.08306441,4.974832137,3.810381405,4.595640906,4.581037846,4.121031984,5.364176687,2.900994291,4.62975877,5.24527127,5.047826271
LPIN1,9.872537914,10.23851222,9.725081611,10.05035204,10.05722009,9.371791888,9.248646309,9.418561033,9.590869573,10.2403024,10.09500135,10.43459696,10.18768611,10.33499948,10.57587955,10.16833365
SEPT8,3.551306827,2.211180446,3.560519322,4.832545751,5.337190144,6.976581307,3.280078853,2.681743846,5.048994657,1.519189617,3.527182963,2.40503115,4.543285527,4.649178561,1.653958841,1.643246667
CEP68,9.342214707,9.539659014,9.335104467,9.489817862,8.944108799,8.394295478,8.796539354,8.379776894,8.938062265,8.852195521,9.579178262,9.032078797,9.007781365,9.428081658,9.090146832,8.961510469
PASK,4.876060123,4.809630524,2.865119075,5.223553838,3.485735943,4.365601561,3.967177832,4.618103543,4.754454629,4.80805034,2.077783054,3.283504012,1.897987722,4.717276114,4.839894101,5.07057824
RGL1,6.664553949,7.260797246,7.118120891,7.227278994,7.074751602,8.067262249,8.65729701,8.834907111,8.352431919,8.026656225,7.688012463,7.432149334,7.409373963,7.487711431,7.894169011,7.453509348
FLNC,5.065520614,6.293243559,6.378020815,5.565307755,5.711896823,6.76880627,4.752973326,5.718583562,4.576467718,3.711208542,6.046170164,6.788385553,5.545671894,5.597998887,5.969235696,5.572656272
RFTN1,10.54792597,10.89575703,10.43867751,10.81278699,10.52677308,9.934986728,9.60437346,10.23854805,10.52110964,10.85179588,10.83273182,11.02717341,10.9148261,10.84412512,10.73760227,10.74644714
LARP4B,1.208873052,1.831334102,1.848357535,1.634412049,4.302669993,4.377130692,1.42092968,1.189166698,3.059713484,3.242300674,2.488201346,5.288720298,0.653555357,4.811620019,3.209635836,1.342810721
PHLDB1,3.067950143,3.058136364,2.754280374,2.895042758,2.498100207,3.7382274,3.505827429,3.448108044,3.403090443,2.242761018,3.184669087,2.613640087,3.231168177,3.740506668,2.235025452,2.773105967
KANK1,6.660095754,7.461111053,6.613145586,7.295713842,7.210651864,8.383591983,6.594914253,6.919566529,6.921876632,6.560814289,6.837590091,6.32373394,7.16284446,7.063265637,7.418434538,7.129179964
FLOT2,10.07775037,9.833130443,10.24331682,10.38634753,9.441024846,9.136232409,10.87162037,10.51704927,9.586866053,6.458764218,9.042264026,10.19421513,4.73878945,9.446793831,9.289942792,8.543337345
UBXN4,8.973579708,8.539023067,9.152586534,8.862643556,8.223326007,8.955838768,8.937897539,8.731179847,8.260482073,7.398128011,8.152345693,8.329769435,7.032078797,8.548833465,8.339943508,7.622125051
CYFIP1,9.505023512,9.956393583,9.447519276,9.573346121,9.469796456,10.10906014,9.70999878,10.05906049,10.44088993,10.48475242,10.18741394,10.36457243,10.14105977,9.757964973,9.884402553,9.518344325
ATG4B,9.372734494,9.398036064,9.437038349,9.463138104,9.468015071,9.286095656,9.142941791,8.786112769,9.038743442,9.097587096,9.402413085,9.452119724,9.369390142,9.333488586,9.070590583,9.00296687
GANAB,10.44203116,10.70849765,10.67907538,10.60622938,9.938300496,11.03480584,10.28205749,10.2019891,10.56714802,9.114726196,10.37168954,10.85342653,8.615438368,10.83783289,9.88636419,9.813046833
FBXL7,2.75620563,4.904305857,5.215282539,2.215718973,4.798081629,6.720511051,5.555291611,3.324825002,3.75311243,5.304120381,1.894678094,4.799911024,4.934483477,2.28479838,3.641927461,5.494706808
MDN1,8.874132996,8.979236539,8.51471011,8.751637781,8.243930843,8.96234947,8.497209166,7.981846946,8.105699028,8.493451198,8.778228292,8.65385182,8.863873424,8.816225289,8.852354721,8.600630293
FAM120A,3.54944739,4.559926147,4.594357451,1.314574725,2.112513321,4.389952213,4.274492772,3.904638234,1.34200282,4.161331452,3.443460783,2.995140764,0.877555804,1.580357772,3.326220933,1.079927605
FAF2,6.570910668,7.441508379,6.70683442,7.134077156,7.96569772,6.960384282,7.338058881,6.38884735,7.099431976,6.724854875,7.157458102,8.203034712,6.817930181,7.201643662,7.997800468,7.146940279
PSME4,8.406859757,8.449557248,8.410056968,8.481307015,7.4185526,7.808346434,8.448764701,7.684271734,8.450864823,8.192490093,8.435186851,7.813479797,7.522840428,8.232545644,7.670266757,6.959120982
GSE1,9.370948899,9.849167369,9.48050749,9.509096046,9.470412812,9.658161488,9.470246035,9.329006956,9.700356483,9.269175781,9.207966038,10.15402061,9.159757834,9.84918301,10.12168892,9.695567607
ATP11B,9.257215746,8.726984441,8.886071486,9.193759425,9.376464041,8.692224919,8.961652265,9.194715001,8.938694521,8.435095152,8.65724341,8.771763456,8.798520403,9.330531511,9.00337736,9.023992704
FAM168A,6.861719691,6.430494368,6.57650551,6.130558208,7.032045727,6.555428133,7.065238396,6.975664575,6.692706158,6.582354277,6.841545479,7.346877131,6.89452677,7.617100087,7.303187112,7.044459695
ACSBG1,5.805313095,4.797998656,5.829948475,5.535807248,5.761011284,3.844345477,3.653254963,4.698446313,5.636059031,4.486624282,3.481905965,5.999684376,4.590566092,2.647402013,3.445064522,5.122018306
SYT11,8.308666671,8.099968417,7.787608768,7.958691903,7.936001835,7.714643921,7.480127762,6.945701333,7.924159284,8.091001587,8.533648998,8.401954654,8.515841736,8.007358109,8.523522752,8.160728628
MLC1,6.907383432,7.364721246,7.632668101,7.116978088,6.886976845,6.379972652,6.680282156,7.052665857,7.185777365,6.572430418,7.780132901,7.529368082,6.349804021,7.079911396,7.652285708,7.176512274
FLT1,2.633719488,1.617872061,5.53201143,4.430807118,2.148810486,4.610050372,5.905071654,4.248185657,3.106942898,3.512315393,2.445938537,5.197940071,4.371293996,4.458920027,3.4673447,5.168144579
JMJD6,6.112597973,5.588630695,4.042451732,6.274377221,4.814581184,5.704946642,5.168774394,5.53831777,6.153614855,6.425919138,6.158916623,6.005328121,5.786779301,5.790855428,5.950109095,6.164221107
RRS1,8.734232029,9.064147244,9.248624964,9.350764634,9.160274831,8.586892317,8.879515861,8.346141377,9.18324085,8.968260708,9.508101775,9.021435309,9.406349587,9.300805548,8.678941627,9.352372327
SULF1,1.814008927,4.433940907,2.96712433,1.797249602,5.101192018,5.521597299,5.01343546,4.029028761,2.474796834,1.745865483,3.864701212,4.359577393,2.342458032,4.48477618,4.790850216,1.81492361
XPO6,12.96915985,12.86049924,13.13683575,12.76813469,12.61918372,13.19576743,13.44548049,13.34745528,13.01291605,12.76108993,12.42286371,12.50590333,12.4943156,12.5434258,12.47869632,12.45454349
PRRC2C,9.045393823,9.686516285,9.490614251,9.411046963,9.091792379,8.455290228,9.266973892,8.287107475,9.085422,8.649608274,9.121448041,10.06545653,8.433819091,8.939843635,9.29681299,8.55521414
TBC1D1,3.055908841,3.400469619,4.618579317,3.116680811,1.089959089,4.456628758,1.762901548,3.437787021,0.875347583,0.460931242,0.988731943,4.320968384,3.533687928,4.562095857,2.154456833,4.937523305
ZFR2,4.866680531,5.304919845,4.909758706,2.866383806,3.135756477,5.95695341,5.285368926,3.214634633,3.928796672,3.691522999,4.938596319,5.909849892,3.71365183,5.176741636,3.235391617,6.073016847
NBEAL2,10.27746177,10.340451,9.664111239,9.965841991,9.806353061,9.592914815,10.68317008,9.64254996,9.773091391,9.134195265,9.741714718,10.48031562,8.770432647,9.88871129,9.98879828,9.202880489
FBXO28,8.818709985,8.8560364,8.743891911,8.838655586,8.589381494,8.816286099,8.228919676,8.256864417,8.20619876,8.856789658,8.529403223,8.228227064,9.012498839,8.602416793,8.748773166,8.709969497
FLT3,5.615760568,6.86887193,5.338955611,4.684470923,6.381655421,5.402278769,5.977941579,3.930377802,5.597459663,4.972821296,6.599438311,6.327971133,6.292551709,5.501025067,5.643284769,4.765449879
DTX4,8.50778275,8.738443599,8.44384697,8.180247337,7.790804613,7.883125905,7.580642984,7.164343814,7.706012449,8.077990648,8.129401519,7.978270005,8.372233879,8.214008204,8.048252536,8.019212632
RHOBTB2,5.763650587,3.768946502,4.084557555,6.11797757,3.422179168,4.960196596,2.707520374,3.508745554,2.910742254,5.290026222,3.403813062,5.724142729,4.863854225,2.351987262,2.127342731,3.134127277
RRP12,3.586008076,4.00367419,6.071041828,2.195092427,5.125403138,4.339728883,5.283199503,3.78845603,5.028295085,5.318099878,4.190077502,5.044083688,4.486900972,5.625361093,3.107979057,4.121860871
SYNE2,10.28922353,10.26784007,9.8354899,10.04901808,9.957879784,9.52565,9.640253976,9.963979788,9.999647737,9.69069819,10.01031829,10.39975856,9.300736923,10.32934788,10.25222783,9.879597033
NUP210,10.02808563,10.06832149,9.840312158,9.810902549,9.840290125,9.277054876,9.242600124,9.026741974,9.261662442,8.969798044,9.860939526,10.09675468,8.947964155,10.06080399,9.977580454,9.806773541
PLCL2,2.844941974,5.025476244,6.392350055,5.592519827,5.860577995,5.632204224,5.63109846,5.560898336,5.214439583,5.843983844,5.745242711,6.271597486,4.133875835,4.245716218,5.278166932,5.396395854
ARHGEF9,7.143475054,7.725038994,7.414017108,7.572495601,6.750164304,7.053600119,7.053610979,6.371766192,6.566911026,6.853995647,7.620146497,7.776702793,7.552292526,7.048890064,7.038962873,7.366348445
FLT3LG,9.086324679,8.669427222,8.965417794,9.244397137,8.976629992,7.283162454,8.01728725,7.889370107,7.157538945,8.381015092,8.553333622,8.722244002,8.109893322,9.442618024,8.88471696,9.051608652
VPS13A,4.762162752,4.936195052,4.424310761,4.186651095,5.918188232,3.328218937,3.54243141,4.036019717,5.742841611,5.757756679,4.632623028,5.328592357,5.270222431,5.049778863,5.679967015,4.496820231
SEL1L3,8.827720598,8.635859572,8.76007454,8.953122616,8.675911176,7.928151178,8.341149624,8.113148299,8.169689542,7.805634255,8.289857514,8.366309099,7.902350994,8.828282492,8.729338634,8.479234604
TBC1D12,6.36600741,6.532123673,6.740320465,6.082632343,6.338417283,6.799657224,5.746667484,6.120737614,6.039993753,6.299275801,6.366900925,6.380940657,6.412234484,6.644981053,6.632647746,6.147080751
EXOC6B,1.569116759,4.345836327,5.042657469,3.749738054,3.734590407,3.585948006,4.100994462,4.353344466,2.43921354,2.728403813,3.339336953,2.67549078,3.823209267,4.287228476,4.270543893,5.260691883
DNAJC9,5.839974699,6.375265378,6.160700396,6.117508045,6.202106188,7.117248287,5.823813037,5.659545002,5.576497952,5.984694154,5.104353435,5.636407112,6.527958606,6.342972461,6.363616155,6.804247207
SIK2,1.842282953,2.510979636,3.130291726,0.658627376,2.33187716,3.590278643,3.137587132,2.669394198,0.271282236,1.209334826,2.924441986,1.49349363,2.353935812,3.554159049,1.854366749,1.058212576
PLCB1,5.797990877,4.082855842,3.964888381,3.658771311,5.543285527,5.270353267,5.413807303,5.647231031,4.923515276,3.64955798,4.848542823,5.046202911,5.223808659,5.619098964,2.402110921,4.641858117
ARC,2.429891757,2.618257453,1.437515397,2.421212525,2.86175889,2.347889554,2.865871318,3.253114916,5.444176722,4.03414527,2.197909414,3.130761228,3.43412111,5.687262293,1.702608788,4.724552052
PHLPP1,1.548066655,0.494579456,0.827867791,3.661168118,1.120272305,2.344112652,4.450063094,-0.352223165,-0.209616625,4.414460306,3.282591035,2.340100761,1.858756857,1.103061156,1.536873511,-0.488643292
FLT4,4.15269452,5.32586848,4.603032826,5.36149467,2.754278236,4.660346804,2.121386806,3.804208479,3.053233004,3.256201516,4.14860877,4.039594649,2.347574954,4.668652433,2.763054575,2.076606979
PACS2,8.43395676,8.713431196,8.577202209,8.403046119,8.353464448,8.309849201,7.88826227,8.062267451,8.181887707,8.466835092,8.565140169,8.152700603,8.738727311,8.645997003,8.132700215,8.465280694
COBL,0.497729871,2.268506257,1.076579617,1.246018857,1.878748879,4.590422375,1.752992587,0.865134915,0.187539735,0.929041056,1.510931546,1.782207245,0.980113066,2.151027502,2.313713128,1.161352416
ANKRD28,8.388473708,8.309403592,8.30775182,8.2913457,8.475328123,8.758822825,7.940859736,7.92060296,7.885964757,7.941041736,8.309144348,8.112403015,8.51784258,8.168215798,7.884750534,8.368213964
PDS5A,5.115282995,5.270764389,5.096312461,3.637389988,5.706420039,5.246343476,4.315769086,5.428155794,5.196555901,4.528990065,5.369309433,5.672880709,4.70456215,5.65256967,4.702120034,5.829052915
ASTN2,5.172759515,5.298295397,4.989915564,5.806530289,5.882503664,5.949329486,4.651040207,4.088989593,2.068223661,5.086720086,6.163154522,5.305642267,4.963580473,4.749276812,3.358030478,5.599392188
RPRD2,9.331550718,9.256784236,9.075168917,9.271098806,8.971083658,8.999957733,8.985332493,8.750160953,9.042302335,9.252523521,8.89985536,9.327296641,9.745161685,9.40302481,9.215467476,9.320922366
ATP11A,7.316878854,7.311375959,7.516842505,7.763292053,6.846744023,7.370818159,7.749675044,7.432383216,7.02987247,5.797150494,6.619295618,7.414059404,5.856042004,6.926402747,6.934315982,5.454518098
KIAA1024,0.999733077,4.206229046,3.267636169,3.983504415,2.233799116,3.983878308,0.337939394,3.584842271,3.315589415,2.039320913,1.610487469,3.580073107,0.654362213,4.462013043,3.188720574,3.817664184
OTUD3,8.014411089,7.481105157,6.976902025,7.663543873,7.749111856,7.646623508,7.093982647,6.88062431,7.261192291,7.709373357,7.723579039,7.136991112,7.836454379,7.792705714,7.994862534,7.554205105
ANKRD12,7.57404094,7.625701538,7.050599644,7.666408656,7.291852163,7.246693102,7.17334734,6.029527978,7.807245428,6.906662151,6.969795167,6.984201967,7.352767351,7.536938766,7.312519967,7.470642607
KAZN,3.73878945,3.402735818,5.710809188,4.861424426,5.286748106,5.493247028,5.064055064,0.831569217,3.533451217,1.933421563,4.333223345,3.907457944,2.167402891,4.961053731,4.7202511,1.703388678
MTCL1,6.00712821,5.46479894,4.935219279,4.77201231,4.170189471,7.711536205,5.667088828,4.328915431,5.490708104,5.296277518,5.636044526,4.973891339,5.51382864,6.002117404,5.448319528,5.238171596
DENND5A,12.16515825,11.75527568,12.3126164,11.78511321,11.63471124,12.08138024,12.40683744,12.31630699,12.03859668,12.14584938,11.64019522,11.60705747,11.99690419,11.63459781,11.71387191,11.69935122
DDHD2,8.996871711,8.79672428,8.772324472,9.041801498,8.67058544,9.02033829,7.653275029,7.604997922,8.029960788,8.563932212,8.701850511,8.471723981,9.002168048,8.908710849,8.847019751,8.557299032
FMO1,4.770369213,5.088247624,5.25903139,3.127407119,5.002306467,5.719219042,5.641918793,2.79876598,1.645507995,4.624100895,5.611352411,6.064800956,5.82395821,3.625434157,4.281483128,2.684217302
CAMTA1,3.954159079,4.648287108,5.342736067,3.814724726,3.631174145,5.836121067,4.334317985,5.029466138,4.39795352,4.855770487,2.129108234,4.685603817,4.853556586,4.8427878,5.118002497,5.835211643
MCF2L,5.790289843,2.578127195,3.496436783,4.836312984,2.391973883,5.105238063,5.17269952,2.83020461,2.869824039,3.073979572,2.422744313,2.859299712,3.554773014,6.481754233,2.60452684,2.771596166
ZC3H7B,2.367029923,2.027228379,4.785801615,3.861399611,0.725427066,3.980500635,3.859780753,1.826526116,2.190036402,2.184273946,3.804332403,4.280600049,3.737048547,4.167606813,0.23567805,4.788920573
EXOC7,1.268829598,2.653259549,2.944487419,3.5903026,1.973897766,4.744290286,2.28329064,1.200133933,1.724436362,0.851039386,3.112656768,2.396488333,2.460498818,1.942259255,2.710468135,3.142599685
ADGRL2,4.490133662,4.749598624,1.680414382,2.394999715,2.462683196,6.215173798,1.087646137,0.40740714,1.512924674,-0.915609124,-0.388111881,-0.433718681,0.386601285,2.417890311,0.58671191,5.085836772
DNMBP,8.013283587,8.120782188,7.578251911,7.794890188,7.63150449,8.134400649,7.367668102,7.315194858,7.661984691,7.820166195,7.994851222,8.246004221,7.991674894,7.945203855,7.70559092,7.203250107
FMO2,6.144690869,5.989983663,4.961521466,6.097783539,6.255304332,5.413810687,5.56089528,5.178575224,5.40156562,5.585572512,6.009730102,5.99004041,6.343718714,6.049147175,5.545032414,5.652185304
CAMSAP2,4.983326554,4.220175151,4.839375137,5.195123144,5.127666293,7.120320833,5.557492804,1.14926587,4.586440506,3.978278015,3.36999684,2.312941025,2.606641207,2.153821546,4.922373892,5.067582791
FAM208A,8.577829101,7.470219593,8.239865803,8.518503666,8.084861525,8.918269941,7.735007611,7.795078574,8.141386807,8.358607249,8.747226256,7.802716681,8.418738108,8.569977093,8.495135498,8.246056492
CLEC16A,8.242540582,8.278881505,8.218500272,7.972727113,7.593092281,7.773890861,7.471756491,7.493783413,7.741352375,7.998466322,8.40160487,8.282722422,7.980625156,8.22351426,8.145076207,8.163810665
POFUT2,5.03134667,3.8366513,5.787152947,5.469635306,4.979097032,5.571873969,5.533114772,5.598147808,5.506348049,4.705601978,4.997418875,5.629397423,5.69960993,5.658836991,5.042403576,5.699773705
KLHL18,5.025542685,5.388175758,4.605760992,5.120451479,5.562788866,5.50271885,5.529808456,4.305416093,2.899084734,4.143670959,6.070752103,5.962426403,2.847598107,4.047320258,4.516973263,5.320733771
CLUH,8.408406173,8.40391529,8.13351729,8.089980056,8.053160222,8.822159712,8.243564363,8.16611788,7.895284442,8.040667814,8.629385765,8.6602491,8.31802755,8.392549266,8.636233082,8.293149737
NUP160,3.265541914,0.98044214,5.225093656,4.749963258,4.330242866,4.65255533,4.386114257,3.544200974,5.538243263,5.617451303,5.643100019,4.565073129,5.638163641,4.917847031,5.149637389,6.121139766
FMO3,2.897606378,4.047904774,-1.131521832,2.400658149,1.01564029,2.541618912,3.614556734,3.115506071,-0.011730506,2.622719552,2.674062861,0.468791822,1.515576218,2.495280712,0.334877146,0.191234154
MTUS2,3.842476063,5.049504439,4.790308091,4.151704605,3.966098181,3.042777395,2.911881372,0.94236061,2.825952474,1.918077052,4.071110495,1.51736137,4.336426222,4.773331773,4.889395662,3.545820139
ADGRL3,3.979952158,4.004564312,1.483988568,4.474669659,3.256320797,4.030159483,4.548337976,3.506119508,3.587785016,2.923875576,1.309694254,2.155969376,1.769966342,3.821914259,4.788012226,0.333687059
KIAA1107,5.26190686,5.385406877,5.186567905,5.265305613,5.605429143,4.158126942,4.994344385,5.859405575,5.529608586,5.65113782,5.178260491,5.560537663,5.604726676,5.083715458,5.492974756,5.409071811
WWC1,4.440115033,5.89971219,6.019599624,5.764624819,4.983518096,7.088851827,6.376073282,5.25467718,5.609890858,1.353125648,4.215515527,6.080936881,5.325048153,4.722313003,3.357734969,5.184276327
AGTPBP1,9.924220165,9.773215049,9.776910014,9.71221745,9.849082902,9.39471777,9.424680695,9.65435856,9.499361586,9.411417771,9.429638977,9.522865923,9.865642036,9.555246739,9.50520617,9.396728925
IQCE,6.37995533,6.417356345,6.839279386,7.149300018,6.831953224,6.703945089,6.645701659,6.356120916,6.935907574,6.7554885,6.577794365,7.241077458,6.031040037,5.592355372,5.774244135,6.10558799
FMO4,6.655051236,7.285420715,6.703280693,6.628177209,6.587015377,7.201555452,6.622846913,6.39524621,6.890653403,6.758929396,7.314805267,6.757516688,7.33891462,7.492510174,6.664369059,7.222611385
FBXW11,6.577028443,6.137677702,7.020391077,7.437385891,6.335840513,6.47583393,7.203367581,6.671038557,6.343823514,4.023264225,6.144011689,6.961137101,4.932363591,6.119439184,6.569922426,5.664320699
SMG6,3.935884007,4.816712333,3.451791371,2.859514411,2.193803277,3.388120639,4.796255104,5.24449894,2.746467563,2.723178452,4.709781377,1.462020899,4.000432744,4.158732874,3.195681459,4.658394308
ANKS1A,8.663408668,9.075639589,8.377253919,8.705148528,8.759352273,8.663255658,9.21617109,8.79080787,9.024416649,9.207114402,9.003430772,9.173757076,9.1917921,9.067808095,8.836492251,9.062631734
BICD2,8.972767314,9.17388447,9.049342156,9.030451957,8.506426602,8.115953991,8.53860024,7.851268063,8.436636595,7.731997787,8.757309996,8.868214489,7.349648353,8.283829194,8.660762511,7.519180179
FMO5,4.153213548,5.088981115,4.675268326,4.164054127,4.245335929,5.202131662,5.003507793,4.394863935,0.867738352,2.932354142,2.276630656,4.639197427,1.710640049,4.911087537,3.853845982,4.195339723
EHBP1,4.291507788,5.853339501,5.547662664,6.171793284,5.793448547,5.705494158,5.646393101,5.294345048,5.474630726,4.81750047,5.774136053,6.134352387,3.630848091,6.096906974,5.689041913,2.845851307
KIF13B,7.950894114,8.123485145,8.253360597,7.95923113,7.281688978,7.961588603,7.536425963,7.555639794,7.962259807,8.570318715,8.580865295,8.242954944,8.558393926,8.17800746,7.917318369,7.446065954
UBR2,7.201241771,7.228510883,6.610165566,7.100462608,6.826904351,6.467810936,7.632551782,7.42648282,7.137165352,6.420441979,6.82500964,7.257133227,6.451247385,6.93479954,6.924598755,6.740711733
ACSL6,6.207061189,6.16155921,6.358466594,6.20081231,5.884969047,5.255984068,5.807012241,5.843388459,3.74560307,4.936604963,5.334600453,5.731777905,5.30644818,6.343727596,6.300703981,6.501622257
NEMP1,5.711357238,5.578048072,5.481286023,6.282675169,5.22265775,6.506974766,5.403874399,5.63262012,4.962877502,5.121297279,5.957909957,5.973895929,4.832515371,5.223395518,5.200979011,5.178109076
