ID_REF,GSM313235,GSM313236,GSM313237,GSM313238,GSM313239,GSM313240,GSM313241,GSM313242,GSM313243,GSM313244,GSM313245,GSM313246,GSM313247,GSM313248,GSM313249,GSM313250,GSM313251,GSM313252,GSM313253,GSM313254,GSM313255,GSM313256,GSM313257,GSM313258,GSM313259,GSM313260,GSM313261,GSM313262
2552,8.92175,8.88035,8.92085,8.8373,8.9591,8.4787,8.93435,8.9294,9.05305,8.5908,8.8749,8.64695,8.8424,8.6467,8.98975,8.6097,8.4917,8.7387,8.68025,8.69325,8.98425,8.8773,8.25515,8.838,8.78885,8.7789,8.45205,8.9463
2556,8.76835,9.0668,8.9107,8.8121,8.95975,8.0889,8.7835,8.87475,8.85135,8.77395,9.0291,8.7651,8.9707,8.8519,9.05045,8.9316,8.7492,8.8451,8.90975,8.5967,8.8315,8.79555,8.3598,8.72945,8.76815,8.88395,8.03935,8.8611
2557,8.17635,8.30555,7.39685,7.38615,8.2339,8.0593,8.1736,8.4506,7.69695,8.14885,8.5622,7.6951,7.59285,8.08525,7.6976,7.9618,7.4001,7.9154,8.0897,8.3449,7.98485,8.27295,8.2131,7.80695,7.3966,8.25095,8.07665,7.4272
2559,7.4081,7.3859,7.7271,7.9342,7.90445,8.2016,7.38325,7.8352,7.6783,8.0304,7.5217,7.8164,7.34465,7.58215,7.57295,7.3389,8.19795,7.73515,7.4192,8.1946,8.029,7.37765,8.2651,7.6185,8.0521,7.3794,8.1151,7.5025
2563,7.9803,8.12235,7.8852,8.50815,8.54055,8.9195,7.8614,8.0005,8.1092,8.76815,8.55525,7.9157,8.13825,8.15895,8.6926,8.18755,8.73405,8.46145,8.0513,8.9109,8.7298,8.42415,9.02945,7.6979,8.2768,7.91565,8.9761,7.9557
2575,7.9072,7.8958,8.03135,7.74,7.8465,6.84005,8.00175,7.80715,7.74185,7.39875,7.87735,7.9962,7.9669,7.77925,8.0598,7.78305,7.63315,7.2747,7.9002,7.28065,7.48835,7.9299,7.20115,7.58145,7.41185,7.6557,6.65905,8.05145
2579,8.6363,8.24365,8.36375,8.5621,8.5916,7.34935,8.72135,8.69655,8.5553,8.09225,8.7888,8.61325,8.67465,8.32215,8.5271,8.6193,8.19765,8.2496,8.60085,8.06745,8.48475,8.80495,8.0747,8.3948,8.55795,8.5063,7.748,8.49665
2587,6.4793,6.97005,6.81015,7.0872,6.5936,8.15015,6.6025,6.9438,6.6109,7.21895,6.79515,6.8374,6.5429,6.6515,7.05575,7.2438,6.8574,7.02485,7.00985,7.74845,7.48415,7.3549,7.3782,7.2951,7.4011,6.45245,8.1801,6.25435
2602,6.7512,6.68195,6.6866,7.6008,6.8548,7.68955,6.73885,7.1234,6.90615,7.29035,6.87155,7.14735,6.84525,6.7591,7.0837,7.3808,7.62045,7.20595,6.91,7.35815,7.4955,7.24915,7.46365,7.16505,7.5145,6.77185,7.68995,6.54235
2609,9.8782,9.58095,8.8531,10.12565,10.4485,9.55735,9.533,10.0186,10.04,9.30105,10.6945,10.4395,9.6623,9.3502,9.5977,9.46855,10.0145,9.8261,10.5185,8.92305,10.0638,9.48995,9.6775,9.87235,10.777,10.01315,9.66435,9.956
2614,8.19305,8.13975,8.37845,8.05085,8.51685,6.8347,8.0336,7.98205,8.33435,7.8573,8.3496,8.5057,8.3589,8.2637,8.32165,8.2905,7.7023,7.49315,8.0967,7.81935,7.81305,8.1202,7.51245,8.01715,8.06715,8.4172,7.15815,8.0809
2617,8.5156,8.55525,8.45185,8.3981,8.55575,7.53185,8.59915,8.4523,8.7372,7.9339,8.78445,8.0814,8.16985,8.42805,8.62185,8.4932,7.81965,7.86535,8.6227,7.8338,8.2978,8.7784,7.65915,8.52325,8.15855,8.4105,7.4655,8.5049
2621,7.7144,7.6927,7.71745,8.0237,7.61005,8.05585,7.56265,7.6488,7.7306,7.9674,7.64355,7.9628,7.7524,7.74315,7.6976,8.01015,8.6821,7.7809,7.79605,7.81585,7.7109,7.7905,8.33685,7.62785,7.99825,7.79135,8.116,7.70365
2622,7.39245,7.3127,7.29635,7.57405,7.48475,7.6266,7.50855,7.5271,7.52185,7.53445,7.58275,7.24245,7.0823,7.45445,7.4003,7.58145,7.78875,7.5756,7.6218,7.6192,7.604,7.63445,7.8177,7.71195,7.65665,7.42315,7.82515,7.51985
2624,8.53865,8.4205,8.15995,7.9865,8.46415,7.36785,8.6781,8.51705,8.4636,7.89035,8.8172,8.01925,9.6817,8.2825,8.4198,8.5091,7.8172,7.6703,8.65175,7.537,7.75505,8.52255,7.60945,8.73335,7.9848,8.39145,7.4334,8.0641
2627,9.04065,9.429,8.5583,9.35525,9.20745,9.5742,9.22895,9.378,9.10445,9.359,9.65385,8.99915,8.858,9.0124,9.1773,9.32805,9.55835,9.486,9.94705,9.6263,8.69035,9.5121,9.7312,9.2047,8.59045,9.19655,9.4975,8.6143
2629,8.2201,8.34045,8.42455,8.27465,8.4563,7.3312,8.08655,7.98595,8.26575,7.96235,8.00105,8.47575,8.15595,8.3398,8.31985,8.4079,7.7816,7.4277,8.1857,8.06725,8.0595,8.25445,7.50705,8.30635,8.08185,8.24395,7.62325,8.1393
2631,11.928,11.9265,12.1095,12.0145,11.7385,11.9475,12.0855,11.851,12.185,12.0085,11.656,11.1435,11.6585,11.663,11.857,11.616,12.007,11.768,11.963,11.7665,11.593,11.7435,11.57,11.85,11.6825,11.6705,11.6475,11.5745
2633,7.67925,7.8168,7.6659,8.3383,7.6368,9.03855,7.4849,7.70455,7.6744,8.5248,7.6008,7.97275,7.973,7.7893,7.57825,8.0222,8.4606,8.33845,7.7751,8.58915,8.3591,7.87545,8.87325,7.7839,8.27735,7.9047,9.32485,7.47125
2637,8.1822,8.19865,8.41665,8.3305,8.27715,7.11875,8.4048,8.4165,8.3802,7.79255,8.29405,8.5105,8.38005,8.2758,8.47305,8.5387,7.8751,7.69635,8.5473,7.7475,7.897,8.3469,7.52315,8.1749,8.14635,8.2887,7.23605,8.31515
2642,9.73965,9.948,9.7564,9.21305,9.7353,8.9008,9.69955,9.24835,9.57585,9.56085,9.7661,9.19525,9.6316,9.7461,9.6638,9.47105,9.3201,12.32265,9.71865,9.6254,10.11095,9.47765,9.1427,9.41695,9.59335,9.59405,9.03195,9.36485
2643,9.31575,8.96465,9.5534,9.3429,8.667,8.78265,9.80775,9.69935,8.94385,9.3327,8.5965,9.7632,9.9132,9.49115,9.15785,9.6827,9.4066,9.257,9.4533,9.6429,8.70105,9.4358,9.11725,9.4793,9.23115,9.1923,8.8367,9.277
2650,7.47015,7.5284,7.36635,7.9516,7.5574,8.8645,7.54165,7.63945,7.53325,8.0723,7.59445,7.6978,7.51515,7.48075,7.7506,7.7671,8.0441,7.8535,7.556,8.27875,8.2316,7.65315,8.8391,7.75,8.13225,7.6958,9.179,7.3931
2652,8.10025,8.1783,8.14225,8.41175,8.10445,8.826,8.2235,8.0472,8.1278,8.31235,8.2318,7.64675,7.6552,7.93575,8.03735,7.9366,8.37475,8.45025,8.02745,8.65305,8.3148,8.2918,9.0245,8.01755,8.42355,8.16065,8.8564,8.14285
2656,8.62325,8.8254,8.84145,8.05615,7.8583,7.9078,8.05375,7.93175,7.7998,8.7037,7.8377,8.4893,9.13425,8.9746,8.64125,9.1714,8.0647,7.7019,9.01215,9.2772,7.95375,7.7781,8.71245,7.9302,8.3274,8.6925,8.37295,7.7157
2660,10.244,10.3105,10.4575,10.5825,10.04715,10.4555,10.4725,10.364,10.407,10.265,10.1029,9.5263,9.8932,10.298,10.204,10.296,10.3775,10.2135,10.34,10.5585,9.92085,10.4115,10.05925,10.254,10.2795,9.9801,10.0703,9.92915
2662,11.438,11.6125,11.823,11.79,11.2625,11.6945,11.719,11.513,11.7005,11.4605,11.3285,10.575,10.737,11.3715,11.4375,11.3205,11.4255,11.4995,11.504,11.686,11.1815,11.437,11.3325,11.521,11.42,11.223,11.3405,11.229
2663,7.1079,7.18235,7.20305,7.9638,7.3,8.15165,7.2377,7.51285,7.6061,7.60135,7.50045,7.1318,7.1855,7.20305,7.30095,6.9883,8.2573,8.24,7.2931,7.6263,7.55495,7.5468,8.31575,7.34475,7.89525,7.24335,8.07755,7.1031
2664,10.9385,11.593,10.9005,10.205,10.7845,11.1845,11.2585,10.907,10.26595,11.5345,10.07825,11.389,11.334,10.724,10.8825,11.555,10.757,10.939,11.2015,12.093,10.577,10.9795,11.6215,10.8455,10.785,11.1575,11.768,10.2218
2669,9.91695,10.0055,10.13225,9.61,9.46145,9.1334,9.6108,9.653,9.49765,9.78145,8.988,10.4215,9.71395,9.99595,9.6633,10.1224,9.2756,9.5944,9.94765,9.93005,9.50495,9.73775,9.32295,9.95095,9.9727,9.77935,9.785,10.0211
2673,9.25735,9.0927,9.3527,8.77435,8.4603,8.42495,8.61275,8.79775,8.70855,8.72385,8.1752,9.59415,8.93855,9.1407,8.97325,9.536,8.35855,8.4726,8.9442,8.88485,8.51135,9.0526,8.2404,9.09565,9.4479,8.9525,8.76605,9.05095
2679,8.92495,11.2305,9.0038,9.1633,8.5014,9.6834,9.99975,8.7515,11.728,11.777,9.5759,10.592,11.1395,10.612,11.1585,8.91815,9.4225,12.0245,9.1477,9.6747,9.99685,9.4585,9.62285,12.605,11.573,10.1389,8.93905,10.8895
2681,7.22645,7.2181,7.03665,8.26245,7.11305,9.48655,7.36395,7.5049,7.48275,8.176,7.2717,7.46295,7.46585,7.3028,7.09375,7.395,8.4022,8.37285,7.2551,8.4305,8.20945,7.6768,8.9823,7.5932,8.41195,7.2392,9.5539,6.5175
2682,8.61435,8.739,8.51845,8.92115,8.67975,7.8595,8.767,8.2333,8.63775,8.38405,8.8026,9.04425,8.8038,8.54355,8.66615,8.80485,8.3668,8.53305,8.5902,8.3778,8.4317,8.71655,8.2143,8.60735,8.50495,8.41295,8.1005,8.52715
2684,8.67915,8.71355,8.69415,9.1727,8.95085,9.6762,9.03375,9.12855,9.023,9.16615,9.22525,8.676,8.29155,8.6419,8.6266,8.4767,9.56185,9.29105,8.8671,9.3073,9.17,9.1678,9.878,8.79395,9.41,9.0897,9.5796,8.9587
2691,8.4931,8.7681,8.7261,8.70385,8.9181,8.4688,8.57915,9.1129,8.72715,8.23395,9.24085,8.7435,8.34655,8.60345,8.60205,8.4732,8.3573,8.53685,8.9487,8.2732,9.2146,8.59525,8.3538,8.7432,8.5776,8.38635,8.4225,8.83605
2694,7.9577,8.038,8.0199,7.9038,7.9409,8.39315,7.7973,7.7929,7.87035,7.8427,8.02595,7.72085,7.91735,7.79385,8.14385,7.81105,7.7791,7.71785,7.853,8.21675,8.1761,8.0345,8.24405,7.9583,8.00535,7.8504,8.50535,7.77065
2695,7.9243,7.8435,7.3483,8.14395,7.7564,8.54215,7.99805,8.2146,8.17275,8.34495,8.07115,8.0367,8.16885,7.93285,7.8785,8.0222,8.366,8.3487,7.95435,8.38735,8.09535,8.0927,8.74805,8.0373,8.06535,7.89025,8.6408,7.4308
2701,7.11805,6.88095,6.934,7.15075,6.8772,8.17905,6.8438,7.2433,7.0253,7.46375,7.1823,7.27655,6.9768,7.21375,6.886,7.1504,7.2411,7.29205,7.10685,7.9303,7.8181,7.4948,7.64215,7.45225,7.5493,7.16295,8.1224,7.34435
2703,12.4135,11.8975,11.103,12.357,12.2585,11.7085,11.667,11.094,11.985,12.0925,12.273,12.027,13.495,12.797,13.277,11.8735,14.091,12.367,13.4325,12.9555,12.5265,11.2945,12.404,12.862,12.4165,12.8015,11.708,13.3535
2706,9.54525,9.40455,9.54505,10.1373,9.6477,8.548,9.6085,10.205,9.8551,9.2356,9.71915,10.1605,9.6795,9.5502,9.5809,9.9564,9.2304,9.6329,9.86975,8.77605,9.7139,9.94235,8.5681,10.03565,10.38,9.4737,8.6776,9.79055
2708,7.37035,8.57355,7.4621,6.9353,7.6856,6.77885,7.46975,7.0316,7.76565,7.0533,8.3404,6.7924,8.88065,8.08955,7.30525,7.2761,8.865,7.8811,7.59685,6.91515,7.20535,7.58465,6.82235,7.7898,7.93625,6.59015,6.73705,8.5782
2709,11.3555,11.391,11.505,11.41,11.5785,11.103,11.6235,11.3705,11.3395,11.215,11.7555,11.685,11.9245,10.888,11.5895,11.3995,11.693,11.868,11.6385,11.32,11.5135,11.4295,11.1865,11.181,11.747,11.5895,11.111,11.5875
2712,7.58035,7.46065,7.5977,8.0725,7.7022,8.52125,7.7057,7.65575,7.8671,7.93765,7.93155,7.6142,7.34225,7.54785,7.73345,7.6421,8.05025,8.09595,7.64045,7.98485,8.01775,7.82295,8.3577,7.5735,8.07035,7.46495,8.2677,7.72105
2714,9.7328,9.37245,9.8276,9.9707,9.70975,8.78365,9.96325,9.9045,9.81715,9.7321,9.09125,10.1525,9.3226,9.4663,9.08085,9.0263,8.70295,9.17935,9.3529,9.18835,9.30195,9.5628,8.7825,10.03605,9.606,9.73635,8.8742,9.4314
2717,9.226,9.4615,9.52025,9.3171,9.28625,8.68975,9.50305,9.26,9.2878,9.21485,8.8795,9.59135,9.55765,9.4196,9.2988,9.64465,9.3764,9.1547,9.3335,8.97435,9.2187,9.35095,8.98795,9.32365,9.64635,9.25975,8.8806,9.20745
2721,8.4291,8.42615,8.4032,8.88365,8.49985,9.27765,8.4389,8.57825,8.63605,8.49245,8.5678,8.3799,8.11235,8.3313,8.6204,8.39825,8.84695,8.59965,8.5119,8.91985,8.95865,8.5468,8.9598,8.41415,8.88255,8.39605,9.1436,8.5203
2723,6.7665,6.78605,6.93175,7.395,6.80695,7.93485,6.8892,7.03725,7.176,7.29175,7.083,7.04265,7.23215,6.58725,7.4103,7.1439,7.332,7.80315,6.916,7.1718,7.2396,7.0534,7.70085,6.9759,7.4065,6.75075,7.76,6.75645
2725,12.3485,12.452,12.0295,12.1855,12.52,12.3295,12.487,12.689,12.648,12.3275,12.607,12.045,11.351,12.652,12.0405,12.1455,11.9185,12.3295,12.1805,12.456,12.537,12.5775,12.1555,12.454,11.577,12.425,12.5975,11.909
2727,6.7145,6.8219,6.8137,7.73755,6.7338,8.5628,6.84965,7.1202,7.11345,7.73925,6.80975,7.02685,7.0155,6.6785,7.30525,7.2958,7.8509,7.9154,6.9542,7.79085,7.45815,7.26085,8.48915,6.96365,7.8046,6.69945,8.52655,6.5245
2729,8.18365,7.8991,8.0035,8.4886,8.3112,9.1266,8.0924,7.99305,8.13485,8.26175,8.3124,8.0178,7.83155,7.87115,8.20995,8.03945,8.35115,8.14525,7.9497,8.75355,8.5454,8.35265,8.72615,8.10455,8.544,8.06545,8.9747,7.88325
2733,6.70025,6.8039,6.6546,7.73995,6.8176,8.48545,6.658,7.1267,6.958,7.51165,7.01465,7.27095,6.87625,6.7979,7.3184,7.24825,7.98185,7.6709,6.8937,7.634,7.4748,7.34925,8.2561,7.08735,7.6276,6.72085,8.21965,6.67985
2735,6.616,6.79675,6.9196,7.77335,6.801,8.27525,7.0476,7.16805,7.10155,7.61425,6.97335,7.11995,7.2198,6.80355,7.46485,7.04905,7.799,7.9843,6.83275,7.31495,7.3308,7.12775,8.3797,7.18665,7.77155,6.7219,8.01775,6.87545
2736,11.2195,10.469,9.87585,9.9894,10.489,11.322,10.5665,10.6835,10.4765,11.015,10.7795,10.789,10.715,11.0425,9.7117,9.76735,8.9523,10.2645,11.3395,10.4205,10.637,10.462,9.47425,11.7335,8.36995,10.83,10.5455,12.1875
2742,6.8208,6.9093,6.9806,7.4588,7.05965,8.5545,7.11295,7.2383,7.2835,7.73075,7.12615,7.20185,7.1575,6.9499,7.20225,7.2132,7.61595,8.0515,7.0082,7.70865,7.5948,7.3004,8.17205,6.95575,7.7314,6.9888,8.1873,6.8421
2743,10.4825,10.7665,10.5845,10.506,10.5995,10.23985,10.5655,10.7585,10.6385,10.5145,10.4385,10.8085,10.912,10.697,10.8535,10.7555,10.6545,10.6895,10.521,10.7755,10.738,10.668,9.9417,10.577,10.6515,10.761,10.256,10.794
2744,9.5325,9.69225,9.5715,9.61885,9.16975,10.09055,9.70895,9.42905,9.36735,10.08085,8.62465,10.25265,9.6208,9.8072,9.53015,10.25655,9.9356,9.6876,9.4222,9.7429,9.3441,9.48955,10.07545,9.8574,9.96555,9.4805,10.16135,9.7723
2745,11.555,11.5045,11.8595,12.186,11.0815,11.0355,11.637,11.7505,11.8445,11.4175,11.095,12.184,12.0805,11.0845,12.115,12.237,12.085,12.0125,11.594,11.5255,10.9815,11.804,10.67615,11.672,11.8975,11.5325,10.9975,11.8885
2746,9.5996,8.65885,9.78525,11.3515,9.2866,9.61415,8.52875,10.0765,9.8801,9.74005,9.9519,11.22,8.01555,8.86455,10.458,10.348,9.95925,9.46635,10.14855,9.33665,9.03075,9.884,9.92075,9.58855,10.7085,9.0107,9.765,9.09635
2753,10.3805,10.454,10.364,10.6905,10.373,10.1639,10.21865,10.737,10.512,10.12975,10.4335,10.567,9.9978,10.4165,10.6475,10.4265,10.382,10.421,10.36,10.206,10.4105,10.4255,9.4495,10.3735,10.4345,10.3715,9.83135,10.336
2757,9.4648,9.4297,9.44335,9.49795,9.4565,8.9508,9.4367,9.3024,9.547,9.22355,9.73495,9.43345,9.70915,9.22055,9.594,9.5634,9.39905,9.64435,9.49535,9.3237,9.38935,9.65145,8.68235,9.2719,9.4143,9.32275,8.8542,9.2331
2763,8.7037,8.3526,8.41975,8.93625,8.6657,8.19045,8.7712,8.96545,8.56875,8.44555,9.01775,8.94135,8.48925,8.61845,8.5061,8.54955,8.35405,8.54135,8.58175,8.5373,8.7391,8.7504,8.11155,8.51855,8.96085,8.5925,8.1359,8.55245
2764,8.7805,8.7681,8.68105,8.81385,8.84835,7.7386,8.88215,8.6629,9.03465,8.2287,9.0502,8.341,8.67435,8.4544,8.9801,8.8156,8.1213,8.70995,8.6935,8.03935,8.28525,8.7473,7.76845,8.6971,8.5263,8.567,7.55125,8.71275
2765,8.35515,7.81485,8.10935,8.49655,7.9891,7.99255,8.0628,8.2677,8.1161,8.0343,8.1129,8.52065,7.62815,8.1187,8.01125,8.1683,8.4379,8.44615,7.96885,8.06135,7.9878,8.18545,8.34395,8.16065,7.50255,7.9995,8.11395,8.06175
2766,7.4536,7.5956,7.20305,7.8977,7.8771,8.4523,7.6233,7.8975,7.7485,8.12765,7.8116,7.60565,7.66235,7.4465,7.84565,7.50185,8.27495,8.38725,7.55375,7.76725,7.69955,7.44105,8.40725,7.60125,7.91225,7.51215,8.30885,7.18455
2770,8.0104,8.08825,8.15135,8.5097,8.0224,9.24455,7.9412,8.1942,8.08735,8.73175,7.9869,8.1553,8.13445,8.13885,8.29125,8.19015,8.7008,8.4243,8.0199,8.9361,8.63515,8.19795,9.191,8.1658,8.68765,8.13325,9.1683,8.1138
2771,8.6688,8.5657,8.7565,8.8519,8.83315,7.72235,8.7535,9.1484,8.91105,8.3738,8.6999,8.77415,8.59665,8.5643,8.8143,8.77055,8.54125,8.6881,8.5395,8.38865,8.5458,8.59795,8.1535,8.71005,8.81955,8.84105,8.0456,8.8625
2772,8.5963,8.62895,8.68225,8.7776,8.78735,9.1675,8.55835,8.709,8.6009,9.2329,8.36825,8.8985,8.83985,8.7195,8.70815,8.6833,9.25085,9.0002,8.6181,9.1403,8.94165,8.5524,9.46225,8.67145,9.06615,8.68255,9.33685,8.67565
2774,8.01845,8.2185,7.95495,8.20355,7.83095,7.8937,7.74975,7.75125,7.78555,8.51165,7.643,7.90805,8.12935,8.2131,8.11425,8.2647,8.2054,8.2533,8.0223,7.8265,7.8111,7.77475,8.4109,7.77855,7.96505,8.09015,7.9022,7.81555
2775,9.0652,9.2644,9.4084,9.07185,8.61015,7.7382,9.08535,8.83455,8.75865,8.93865,8.01735,9.63465,9.3202,9.29215,9.41005,9.72445,8.6697,9.13425,9.0898,8.76995,8.04115,9.14465,8.4375,9.2916,9.2479,9.0288,8.2472,9.29915
2776,7.7846,7.66295,7.7795,8.21855,7.8677,8.2625,7.80845,8.0345,7.87545,8.06495,7.91065,7.83695,7.63455,7.72865,8.0396,7.77745,8.19405,8.09825,7.76475,8.19635,8.10075,7.85725,8.65855,7.8678,8.0751,7.75335,8.3708,7.8149
2783,7.07865,7.156,7.08615,7.53715,7.11445,8.02105,6.93015,7.2059,6.91745,7.67635,7.11995,7.1376,6.89105,7.10195,7.3184,7.36135,7.46565,7.6709,7.0678,7.6352,7.47945,7.26685,8.0503,7.264,7.4042,6.98325,7.9497,7.1157
2788,7.92585,7.873,7.9794,8.36155,7.84925,9.17265,8.1684,8.0532,8.22925,8.4816,8.04635,7.97225,8.10105,8.17585,7.7703,7.91085,8.72755,8.50715,7.82745,8.77015,8.5671,8.0916,9.18095,8.2115,8.3779,7.7042,9.2315,7.9728
2795,8.97295,8.5305,7.44355,7.7855,8.2457,7.87475,9.5698,9.2779,8.8003,8.66055,8.54735,9.3434,8.7252,8.31405,9.39965,8.9609,8.61475,8.4657,9.04775,7.9606,8.93565,8.63005,8.4021,9.04165,8.34115,8.8534,8.39275,7.39535
2796,8.19805,8.2392,8.21735,8.0122,8.30795,7.0724,8.1513,8.1359,8.1576,7.58125,8.30405,7.9373,8.0831,8.2694,8.36215,8.2722,7.65535,7.04055,8.25915,7.5928,8.02445,8.2178,7.43945,8.05725,7.6614,8.2005,7.10905,8.19995
2797,8.93195,8.81,8.7544,8.821,8.7396,8.01505,8.68205,8.7373,8.62535,8.3315,8.95175,8.61095,8.6762,8.8642,8.8754,9.074,8.4997,8.33545,8.8938,8.34745,8.4309,8.98595,8.2599,8.7666,8.68895,8.85675,7.95045,8.71135
2798,6.668,6.77745,6.8023,8.4425,6.7902,9.4706,6.94605,7.33685,7.2221,8.22275,7.15975,7.31015,6.9256,7.08755,6.7634,7.2,8.4731,8.62555,7.13505,8.38825,8.0172,7.7835,8.606,7.4593,8.323,6.9023,9.5099,6.49805
2801,8.37955,8.413,8.62785,8.2192,8.7868,7.58585,8.5656,8.5143,8.1222,8.6818,7.96535,8.45945,8.472,8.58695,8.3399,8.04285,7.58395,7.09825,8.43265,8.25165,8.4253,8.32865,7.88815,8.35405,8.5349,8.6901,7.89325,8.2896
2804,10.1349,9.88955,10.0868,9.87445,9.06685,8.78975,9.5129,9.6345,9.0714,9.41695,8.6734,10.3185,8.9623,10.5417,9.466,10.762,8.39075,8.55355,9.76575,9.8014,8.8781,10.4238,8.5539,9.65515,8.91325,9.6965,9.3985,9.02845
2805,6.53165,6.65265,6.5492,7.2905,6.65535,7.49595,6.6535,6.64465,6.7682,7.0005,6.8529,6.75025,6.89105,6.63735,6.71065,6.94055,7.19225,7.37125,6.70775,7.15655,6.8936,6.96435,7.55595,6.7822,7.10655,6.59505,7.5751,6.4167
2808,8.789,8.90625,8.85595,8.5865,8.69485,9.00655,8.4286,8.5586,8.5139,9.09595,8.38955,8.7821,9.07015,8.99865,8.8324,9.02635,8.90905,8.6734,8.88385,9.0229,9.0822,8.71585,9.11615,8.6388,8.7645,8.87455,9.38515,8.5501
2810,7.33385,7.2862,7.2795,7.69845,7.35845,8.2743,7.3869,7.4975,7.3563,7.7211,7.41685,7.40795,7.1133,7.3544,7.0252,7.2761,7.5334,7.94145,7.3863,7.8563,7.67755,7.60085,8.4643,7.45935,7.67555,7.55045,8.2881,7.30325
2811,8.31515,8.0797,7.66835,8.0963,8.10315,8.524,8.3973,8.37265,7.98185,8.2712,8.4051,8.43925,8.08055,8.0995,7.7591,8.1776,8.4073,8.2687,8.2741,8.0539,8.11905,8.13835,8.7763,8.06845,7.5141,8.2627,8.81275,7.68015
2812,7.87475,8.0161,9.1121,8.84715,7.54165,8.0127,8.3535,8.1517,8.2211,8.16305,7.20405,8.4022,7.897,7.6134,8.94545,8.567,8.6284,8.76615,8.04175,8.27315,7.5037,8.5116,8.7384,8.73635,8.4938,7.6152,8.29565,8.61545
2813,8.56745,8.7407,8.60625,8.49465,8.7789,7.61495,8.7269,8.6773,8.62345,8.547,8.60135,8.08655,8.3023,8.7516,8.42335,8.4661,8.1536,8.3739,8.67985,7.9561,8.2218,8.74515,8.21395,8.8183,8.80205,8.72905,7.91445,8.78425
2814,8.25055,7.7161,7.98,7.9406,7.7989,8.43495,8.38355,8.43035,7.63835,8.11025,7.9152,8.0562,8.3244,8.19705,7.70925,7.78765,7.59485,7.5131,7.783,8.75385,8.09915,8.377,8.28885,8.11295,7.65125,8.10245,8.47005,7.69385
2816,6.42285,6.81585,6.7159,7.6215,6.7426,7.88025,6.7333,7.06645,6.68225,7.22935,6.6749,6.4741,6.49005,6.38105,6.84955,7.0093,7.3857,7.3477,6.87815,7.47,7.1634,7.2654,7.67215,6.88815,7.49395,6.7514,8.0208,6.75165
2825,8.45025,8.30075,8.5069,8.7952,8.53995,8.1725,8.43745,8.98395,8.5316,8.47235,8.5011,8.9166,8.0593,8.5059,8.0598,8.3452,8.1505,8.0735,8.50735,8.44375,8.6661,8.74265,8.4374,8.69685,7.91715,8.6379,8.3984,8.6666
2826,8.91355,8.79635,8.7328,8.4441,8.91625,7.98505,8.73295,9.11485,8.70475,8.9386,8.6747,8.9195,8.16505,9.0123,8.56695,8.471,8.1404,8.2924,8.6593,8.47745,8.7675,8.6751,8.09075,9.023,7.6775,9.1795,8.4118,8.22735
2828,11.207,11.421,11.065,10.924,11.92,11.47,11.058,11.005,11.1,11.607,12.1805,11.139,11.753,11.11,11.6785,10.955,11.63,11.404,11.5125,11.883,12.332,11.1025,11.3675,11.005,11.1,11.73,11.9395,11.463
2829,7.77825,7.65545,7.8354,8.28885,7.8802,8.9077,7.7766,8.0634,8.033,8.39815,7.8535,7.97385,7.56145,7.8523,7.6437,7.59175,8.43685,8.19505,7.8526,8.55845,8.39195,8.0503,8.76585,8.09435,8.0733,7.8096,8.90215,7.82125
2832,7.7489,7.78865,8.3456,8.075,7.78085,6.9271,8.0605,8.31985,7.5201,7.8581,7.26335,8.573,7.9202,7.8283,7.7544,7.9321,8.03205,7.43335,7.88675,7.4417,7.2116,7.8516,7.87445,8.1006,8.21045,7.78865,7.11325,8.18265
2834,8.88335,9.31725,9.17255,9.2208,8.6884,8.24935,9.0832,9.18255,8.84535,8.92995,8.44305,9.33395,9.1215,8.9773,9.8761,9.38525,9.01675,9.16235,9.33595,9.4054,8.6861,9.25855,8.79315,9.29775,9.047,9.30215,8.77315,9.20725
2835,8.9138,8.79295,9.0298,8.79675,9.064,8.0673,8.9211,9.03395,8.7505,8.3276,8.9057,8.68915,8.11955,8.9293,8.6388,8.5236,8.21995,8.353,9.1154,8.26685,8.7726,8.8411,8.08235,9.1986,7.7493,8.924,8.153,8.62425
2842,8.943,8.86795,8.7632,8.78635,9.0768,8.32915,8.9162,8.85705,8.8744,8.87505,9.1423,8.58945,8.6754,8.85895,8.78105,8.9199,8.13785,8.4566,8.922,8.49755,8.7151,8.82415,8.17685,8.7235,8.6989,8.9403,8.46215,8.6622
2846,6.6606,7.0513,6.5821,7.82775,6.6094,7.953,6.5378,6.8916,6.88115,7.37595,6.6686,7.0337,6.77845,6.8914,6.886,7.0093,7.4737,7.38985,6.91575,7.5935,7.32585,7.306,7.6948,7.0963,7.6559,6.77215,8.2036,6.54235
2847,10.131,10.1485,10.0775,10.403,10.2335,9.43765,10.52,10.488,10.372,9.88495,10.3845,9.978,9.0996,10.1615,9.91695,9.76875,9.6333,10.106,10.2695,9.6015,9.96795,10.3315,8.98455,10.1545,9.77275,10.288,9.3043,10.1231
2849,8.4456,8.3423,8.59565,8.3756,8.6862,7.4469,8.6029,8.60985,8.3021,8.1467,8.36885,8.5845,8.0052,8.4195,8.09765,8.0434,7.4949,7.2384,8.54125,7.83355,8.4915,8.29355,7.589,8.754,6.77065,8.6574,7.56735,8.3631
