ID_REF,GSM313235,GSM313236,GSM313237,GSM313238,GSM313239,GSM313240,GSM313241,GSM313242,GSM313243,GSM313244,GSM313245,GSM313246,GSM313247,GSM313248,GSM313249,GSM313250,GSM313251,GSM313252,GSM313253,GSM313254,GSM313255,GSM313256,GSM313257,GSM313258,GSM313259,GSM313260,GSM313261,GSM313262
4,7.0945,6.90945,7.35475,7.49725,7.00015,8.2289,7.13145,7.2581,7.1317,7.6491,7.0222,7.45075,7.2113,7.28825,7.04875,7.395,7.8625,7.30115,7.28925,7.5697,7.44905,7.404,8.0069,7.11335,7.5302,7.0944,8.05015,7.2654
5,8.5648,8.30895,8.62385,7.93835,8.74795,7.95435,8.39245,8.9352,8.5937,8.3524,8.15005,8.58715,8.1708,8.8304,8.4866,8.6567,7.88395,8.2449,8.53425,8.18425,8.27245,8.52105,8.2654,8.4051,8.51665,8.48465,7.9938,8.493
12,9.34065,9.3139,9.1794,9.23455,9.52385,8.80935,9.1577,9.3853,9.37335,8.863,9.47985,9.158,9.45565,9.40125,9.60775,9.6353,9.1056,9.24935,9.65755,9.04905,9.4555,9.6479,8.64795,8.98665,9.18035,9.295,8.6998,9.4021
15,6.4666,6.43435,6.9044,7.22925,6.33495,7.81305,6.68405,6.8349,6.49705,7.2479,6.5412,7.09625,7.3627,6.5391,7.02505,7.1181,7.32275,7.2611,6.8613,7.19415,7.0504,7.14735,7.71465,6.88065,7.33295,6.52765,7.5612,6.34195
17,6.9849,7.11045,7.2733,7.8539,6.84895,8.93175,7.08645,7.1449,6.9919,7.63215,7.13525,7.49935,7.2072,7.0755,7.33345,7.36135,7.9451,8.0357,7.22985,7.59555,7.23545,7.2829,8.6858,7.0514,7.6917,7.057,8.31235,6.82515
19,9.3041,9.45565,9.427,9.0587,9.11225,9.10685,9.29035,9.2818,9.07845,8.9872,9.1951,8.9075,9.15595,9.3078,9.6205,9.4433,8.9902,9.1924,9.75935,9.0977,9.01605,9.53615,8.90245,8.9192,8.95745,9.17735,8.56335,9.45305
20,7.7676,7.83865,7.9473,8.0161,7.8353,8.6019,7.8923,7.9673,7.86255,7.9755,7.95575,7.8946,7.9702,7.8456,8.20645,8.09745,8.14805,8.10145,7.9713,8.01495,8.0754,8.09925,8.6592,7.66265,7.99185,7.6323,8.21095,7.93895
24,9.4466,9.4471,9.69725,9.35085,9.2096,8.21115,9.26,9.22405,9.365,8.95025,8.96045,9.6792,9.0667,9.58975,9.63425,9.86325,9.07305,9.37865,9.44795,8.8905,8.81525,9.82915,8.2536,9.4447,9.5388,9.23755,8.37245,10.0134
25,8.45985,8.65605,8.59015,8.73015,8.62295,7.94255,8.57185,8.76645,8.5668,8.016,8.7982,8.5074,8.8773,8.64555,8.81205,8.9291,8.38215,8.2687,9.0123,8.1948,8.4756,8.8202,7.88235,8.40415,8.5275,8.6997,7.5747,8.70775
31,7.9722,7.90075,8.2496,7.5894,7.8359,8.07535,8.17885,7.77175,7.84895,7.60935,7.3539,8.0084,8.3771,7.99085,8.2137,8.0725,8.01415,7.4587,7.7065,7.78885,7.5899,7.5818,7.8731,7.86525,7.53795,8.18175,7.41405,8.74995
32,6.54665,6.60605,6.959,7.34075,6.4358,8.0169,6.59445,6.6563,6.69185,7.40165,6.58045,7.21875,7.11755,6.82175,6.90335,7.54625,7.27585,7.3628,6.6968,7.24615,7.1557,7.2654,7.78615,6.93305,7.347,6.7,7.71635,6.7895
34,8.7294,8.38255,8.982,8.3904,8.39215,8.7475,8.64065,8.47965,8.5022,8.59705,8.04515,9.29495,8.79595,9.1043,8.7394,9.2327,8.45685,8.2496,8.53805,8.66365,8.4249,8.5639,8.30815,8.7576,8.992,8.7074,8.5434,8.68885
39,9.16395,9.23455,9.38935,9.03335,9.00215,9.10785,9.1852,8.99925,8.9783,9.1968,8.70825,9.26245,8.90665,9.35765,8.9652,9.3193,9.43065,9.16005,8.93665,9.10055,8.95375,9.20185,9.5053,9.04765,9.53945,9.48365,9.27095,9.10395
40,8.4712,7.9752,7.97135,8.43545,7.9204,8.9642,8.3079,8.32235,8.44865,8.3591,8.1123,8.55885,8.63715,8.1804,8.35015,8.44835,8.4299,8.0767,8.01775,8.43435,8.88205,8.2289,8.98275,8.6682,8.62295,8.22585,8.8899,7.8329
54,8.5332,8.49455,8.53885,8.9549,8.5327,8.60505,8.3573,8.51105,8.5503,8.42035,8.83605,8.86665,8.642,8.5115,8.8754,8.8519,8.7299,8.66105,8.87295,8.4103,8.6847,8.84015,9.1261,8.1961,8.7135,8.6348,8.8076,8.54145
58,8.42635,8.4399,8.47095,8.4868,8.65075,7.72955,8.5265,8.332,8.6901,8.16685,8.78705,8.19775,8.5523,8.3306,8.7137,8.48005,8.2106,8.1734,8.61745,7.9032,8.27835,8.80685,7.8948,8.25395,8.4435,8.2376,7.6175,8.5452
62,7.7993,7.90765,7.6064,7.89395,7.49715,8.4917,7.69095,7.59525,8.0163,8.2844,7.6461,7.88905,8.0512,7.8445,7.8863,8.09035,8.4673,7.7019,7.91225,7.96405,7.98055,7.7117,8.5092,7.5976,7.88805,7.54115,8.61955,7.31425
68,7.3959,7.3506,7.43995,7.9535,7.28545,8.5561,7.51575,7.55975,7.5595,7.8916,7.33405,7.4464,7.514,7.4237,7.5033,7.48705,7.93805,7.98635,7.42415,8.03235,7.74425,7.74775,8.68015,7.52925,7.8468,7.3933,8.5346,7.48745
72,8.64095,8.4179,7.88185,8.09295,9.221,8.551,9.08415,8.75385,9.0168,8.79335,8.96075,8.8438,9.2769,8.83815,8.9855,8.58975,8.6261,8.69775,8.5499,8.39315,9.20455,8.5458,8.75745,8.6877,8.8029,9.1198,8.8518,8.09745
73,6.5338,6.62975,6.7178,7.67015,6.58755,8.6997,6.93995,6.9872,6.99635,7.63435,6.74395,7.1818,7.3584,6.73945,7.1065,7.2693,7.84665,7.7656,6.9605,7.62755,7.3866,7.353,8.43225,7.122,7.6179,6.63125,8.52475,6.7405
75,7.7545,8.01065,7.84355,7.27435,7.54965,7.39225,7.7893,7.52785,7.50795,7.88245,7.44205,8.0821,7.9818,8.0557,7.9834,8.3094,7.56315,7.32985,8.05295,7.4325,7.3952,7.5009,7.68085,7.3646,7.6831,7.7503,7.47905,7.5407
78,7.95165,7.88345,8.0702,7.98115,7.7396,7.06165,7.81785,7.8645,7.7561,7.50865,7.78035,8.22255,8.07125,7.89005,8.1055,8.38015,7.5959,7.1703,8.0302,7.5541,7.3855,7.88155,7.3284,7.6916,7.5246,7.8056,7.01605,7.97765
81,7.2412,7.29825,7.10025,7.9437,7.48,8.8668,7.64385,7.7636,7.6281,7.9166,7.5055,7.6844,7.8145,7.1411,7.75855,7.5868,7.862,7.63555,7.38705,7.9873,7.87505,7.6143,8.4931,7.31385,7.78685,7.42405,8.24125,7.4575
83,8.35055,8.05795,7.2275,7.1423,8.1953,7.4823,8.5402,8.3059,8.3945,7.7751,8.2388,7.9638,8.21735,8.0603,8.1466,8.2903,7.7572,7.8495,8.12385,7.6272,8.02505,8.1507,7.5593,8.09345,7.59455,7.93645,7.77665,7.1875
85,8.2786,8.27175,8.38145,8.66125,8.2659,7.28435,8.3714,8.1956,8.64065,7.73515,8.44425,8.69905,8.1763,8.26455,8.4364,8.56655,7.8599,8.33845,8.5731,7.82365,7.96045,8.3445,7.6868,8.22305,8.24205,8.2068,7.38735,8.6436
86,6.60165,6.68765,6.8757,7.63735,6.77435,8.1549,6.78015,7.0056,6.92585,7.2161,6.9013,7.1465,6.96765,6.56595,7.49,7.20875,7.54515,7.167,7.007,7.2827,7.2548,7.1829,7.7151,7.0614,7.46545,6.69535,7.76605,6.73105
89,7.70235,7.49795,7.75835,8.13645,7.40185,8.71455,7.56015,7.53205,7.6356,8.0737,7.5205,8.01885,7.79885,7.7407,7.8863,8.0683,8.25215,8.02425,7.5631,7.8898,7.8467,7.69315,8.60585,7.7714,7.94815,7.69845,8.4983,7.5309
93,9.82095,9.2978,9.1147,9.07845,9.5931,9.20115,9.7911,9.6409,9.4039,9.2117,9.6224,9.55905,8.73455,9.6503,8.9086,8.99925,8.47455,9.4423,9.30075,9.1623,9.86295,9.8374,8.9251,9.45565,7.2582,9.9501,9.617,9.6371
96,8.09205,7.97085,8.19525,7.87615,8.17475,7.08625,8.06395,8.1613,8.14075,7.52435,8.3712,8.0756,8.09955,7.9542,7.9834,7.997,7.61075,7.5386,8.17005,7.439,7.7114,8.089,7.44745,7.7917,7.9328,7.7802,7.1115,8.14655
97,8.16035,8.1717,8.12455,8.141,8.1074,7.6716,8.0402,8.1803,8.1954,7.75115,8.24815,8.3038,8.15915,8.1788,8.1338,8.28845,7.92835,7.75015,8.39645,7.9496,7.8896,8.2989,7.6246,7.9561,7.8591,8.07065,7.59755,8.18645
99,6.8423,6.83125,7.1254,7.37935,7.16635,7.1048,6.9534,7.80415,6.93675,7.07095,8.32695,7.21715,7.13465,6.72915,7.18755,7.395,7.3963,7.0266,7.2418,7.07915,6.98385,6.96945,7.18005,7.05225,7.05535,6.8586,6.96855,6.94545
100,9.02665,9.14625,9.07085,8.8634,9.02025,8.83845,8.87955,8.8887,8.88445,8.8126,9.1487,8.6468,9.01035,8.9357,9.04565,8.8539,8.6108,8.9996,9.19865,8.52775,9.22715,9.0828,8.4093,8.66575,8.52375,9.14065,8.5171,9.1999
102,8.16635,8.013,7.903,7.959,7.93515,9.07165,8.02445,8.02405,7.83465,8.48275,8.035,8.1508,7.8002,8.00595,7.85165,8.0684,8.25465,7.924,8.049,8.56785,8.34665,8.16635,8.82255,8.14145,7.86755,8.26715,9.07465,7.7961
107,6.8531,6.6817,7.158,7.56405,6.8445,8.53045,6.9534,7.22655,7.2104,7.6441,7.04365,7.3974,7.44245,6.8628,7.25595,7.29495,7.853,7.43275,7.0969,7.67055,7.76095,7.38505,8.15545,7.20255,7.58105,6.71365,8.4821,7.042
110,8.58225,8.58335,8.75385,8.38025,8.06565,7.8323,8.25225,8.3504,8.3901,8.40635,8.1637,8.96145,8.63905,8.41775,8.5935,8.913,8.0083,8.1371,8.64145,8.08995,8.082,8.61925,7.8297,8.34245,8.5214,8.5784,8.27365,8.32095
113,7.76695,7.9598,8.00885,7.8555,7.6498,8.43305,7.59775,7.73595,7.7212,8.1442,7.6325,8.15055,8.07565,7.79445,7.99835,8.054,7.73425,7.4587,7.9782,8.14865,7.96635,8.00945,7.77975,7.77825,7.827,8.01535,8.39455,7.65615
114,8.63095,8.7276,8.7171,8.92415,8.714,7.7867,8.63905,8.82995,8.99485,8.31645,9.1115,8.6156,8.78365,8.65275,9.07155,8.87445,8.54495,8.9444,8.9797,8.25025,8.48475,8.90935,8.07885,8.65665,8.7466,8.55645,7.9946,8.83065
115,8.36055,8.2626,8.148,7.78585,8.7295,8.7236,7.9528,7.8829,8.21985,8.1352,8.12515,8.04295,8.197,8.284,8.17795,7.9158,8.04505,7.86805,8.0697,8.70305,8.5368,8.0588,8.5403,7.9956,8.3311,8.2029,8.91615,8.25405
118,7.99655,7.83285,8.0271,8.7843,7.9513,9.256,7.885,8.3737,8.02605,8.5164,8.33515,8.3294,7.99175,8.02725,8.0894,8.3214,8.9155,8.6453,8.2713,8.68225,8.64935,8.35475,9.4086,8.2339,8.40965,7.6107,9.11105,8.0933
121,7.0812,7.7352,7.24095,7.41645,8.0731,7.8868,7.27975,7.6929,8.08605,7.7523,8.23975,7.64675,7.42915,8.2645,7.33785,7.3093,7.60695,7.32745,8.0914,7.33095,7.6055,7.2139,7.5625,7.96165,8.45285,7.12105,7.7664,7.44765
122,10.8715,10.8485,10.9325,11.4345,10.914,10.6915,10.7905,11.2265,11.364,10.5395,11.422,10.824,11.0085,10.7405,11.2755,11.2615,11.071,11.268,11.4345,10.564,11.0065,11.4075,10.5585,10.7935,11.1975,10.8815,10.5175,11.088
124,9.9071,9.34495,8.6729,9.0137,9.4446,9.1777,9.9894,9.8806,9.5189,9.4845,9.85155,8.9899,9.7782,9.5064,9.07945,9.4574,8.99115,9.3931,9.50135,9.03245,9.57635,9.8486,8.7497,9.15695,8.96335,9.34885,9.68945,9.0363
125,7.278,7.26805,7.3169,7.8566,7.32655,8.9607,7.37925,7.4505,7.3355,8.162,7.42615,7.65545,7.76135,7.1962,7.5182,7.59175,8.17025,8.1575,7.44765,8.1133,7.95585,7.68945,8.50795,7.45055,7.99795,7.2957,8.75735,7.1627
130,7.03355,7.1927,7.32815,7.4875,7.0667,8.4356,7.09075,7.2587,7.1674,7.7839,7.1906,7.5292,7.30335,7.2335,7.37185,7.4019,8.05925,7.9978,7.3361,7.7586,7.74425,7.44745,8.15,7.2938,7.58855,7.2259,8.1356,6.95525
138,6.8645,6.92105,7.0411,7.79125,6.81385,8.9293,7.03415,7.26475,7.0525,8.01095,6.90295,7.5168,7.01105,7.0501,7.4208,7.50835,7.7299,7.68305,7.13325,7.9304,7.7816,7.53535,8.48825,7.18975,7.905,6.95345,8.65595,6.94545
139,9.7003,9.65715,9.42,9.11595,10.024,9.1151,9.517,9.56995,9.7023,9.36855,9.9954,9.16225,9.79885,9.5326,9.9953,9.5758,9.4645,9.8683,10.032,9.27355,10.23565,9.61555,8.5815,9.24985,9.2866,9.7476,8.9774,9.98055
145,8.47765,8.43,8.433,8.5467,8.83125,7.7486,8.67105,8.9658,8.71095,8.0481,8.9125,8.7365,8.2408,8.6266,8.31365,8.35385,7.8875,8.3756,8.459,7.9417,8.71115,8.6647,7.8781,8.6397,8.72155,8.76285,7.94675,8.7468
156,8.0556,8.0658,8.14755,7.9347,8.3109,7.0398,8.09505,8.1617,8.15855,7.5141,8.36165,8.3711,8.33885,8.04745,8.54925,8.38015,7.7159,8.00805,8.06175,7.541,8.08915,8.0474,7.54175,7.9784,7.80065,8.0244,7.3581,8.3093
158,8.6534,8.75115,8.7948,8.67855,8.88695,9.04795,8.86505,8.48095,9.05545,9.03605,8.4637,8.05315,8.369,8.63805,8.77705,8.58225,9.0222,8.68755,8.22865,8.65465,8.7385,8.83075,9.10625,8.53665,8.72325,8.54275,8.98285,8.48365
165,8.56665,8.56755,8.4006,8.3535,8.30605,9.1694,8.10955,8.2357,8.15485,8.948,8.2038,8.80275,8.4444,8.55815,8.3681,8.8332,8.29405,8.57685,8.49925,8.8396,8.65675,8.43435,9.2004,8.48555,8.60005,8.72005,9.3605,8.1878
167,8.4199,8.37585,8.53725,8.60105,8.2849,7.7823,8.37565,8.42265,8.5956,8.2293,8.06265,8.54645,8.3201,8.42205,8.86315,8.55545,8.33035,8.7967,8.55095,8.41325,8.25735,8.7537,8.27655,8.54015,9.32035,8.695,8.44635,8.84665
169,7.2918,7.30935,7.32815,7.60635,7.3918,7.17565,7.3932,7.14405,7.2059,7.6107,7.02855,7.1,7.98745,7.1856,7.54345,7.24015,7.72875,8.02425,7.35345,7.01125,7.0594,7.3097,7.9665,7.17395,7.4863,7.4496,7.23205,7.8227
172,8.847,8.9556,9.02455,8.9254,8.80075,8.29445,8.71855,8.92015,8.7552,8.94255,8.65045,9.1132,9.21555,8.814,9.06165,8.93935,8.3565,8.4957,8.68215,8.74115,8.7968,9.02765,8.5134,8.8341,8.9274,9.0182,8.35565,8.96565
174,14.2235,14.5865,14.2705,14.0555,14.945,14.7545,14.5085,15.002,14.5485,14.268,15.1215,15.0255,14.947,14.66,14.4525,14.259,14.65,14.4985,14.5185,14.3,15.374,14.308,14.3415,14.3,14.6085,14.4095,15.041,14.736
181,6.78805,6.73185,7.06575,7.8065,6.53145,7.75655,6.93285,6.8346,6.88815,7.44075,6.74625,7.05735,7.18395,6.7351,7.3723,7.48705,7.55715,8.041,6.84455,7.2251,7.0028,7.1146,8.0398,6.8102,7.39335,6.6292,7.79245,6.72245
183,8.3327,8.50505,8.17225,8.22835,8.64315,9.0003,8.2325,8.77675,8.0901,8.52385,8.7589,8.28865,8.4457,8.4231,8.44315,8.4626,8.17895,8.40615,8.2778,8.86935,8.9088,8.5177,8.98835,8.31215,8.4014,8.63735,9.0272,8.14005
186,9.7054,10.5175,10.0789,10.09665,9.89965,9.7908,10.20225,10.01425,10.28865,10.05805,9.59345,9.96995,10.586,10.1465,11.2175,9.68755,10.8885,10.8705,10.17215,10.806,9.4256,10.07315,10.49,10.29025,10.938,10.5775,10.756,10.511
187,7.67235,8.04355,7.7248,7.8317,7.61615,8.2069,7.6189,7.53865,7.50495,7.9118,7.722,7.84935,7.93795,7.73375,8.0771,8.0235,8.014,7.98705,7.73805,7.7702,7.8049,7.65805,8.52735,8.16845,7.82295,7.9024,8.1159,7.60095
188,7.9085,8.13485,8.0466,7.87615,7.8485,7.29955,8.23395,8.45515,7.9835,7.5772,7.8156,7.9962,7.71065,8.1623,8.05245,8.07445,7.51115,8.02395,8.12645,7.7297,7.53115,8.28565,7.8472,8.03275,7.6017,8.0911,7.52025,8.12225
197,10.964,11.156,10.899,11.122,11.6395,11.0255,10.948,10.8945,11.3185,11.0975,11.6,10.4235,11.3505,11.3875,11.3255,11.1665,10.9575,10.993,11.149,11.143,11.819,11.257,10.072,10.764,11.131,11.288,10.8405,11.2575
204,7.9464,7.64535,7.6823,7.1225,8.08685,7.3568,8.40085,8.56855,8.0566,7.51355,8.0204,7.8839,7.6684,7.9672,7.62145,7.65045,7.36355,7.6709,7.57435,7.2882,7.8652,7.76055,7.40755,8.27825,6.9569,7.71945,7.43535,7.8294
220,9.9151,9.8116,9.62305,9.14655,10.13275,9.23155,9.8838,9.6697,9.6645,9.4573,10.0063,9.61545,9.50615,9.55195,9.9985,9.6332,9.67625,9.6912,9.8119,9.16045,9.59485,10.08695,8.84685,9.2225,9.75045,9.66715,9.07595,9.83535
230,7.21855,7.2637,7.1563,7.34125,7.33065,8.6649,7.18835,7.3653,7.3156,7.56795,7.4733,7.51245,7.1236,7.3469,7.26395,7.52535,7.4797,7.103,7.3319,7.9526,7.87625,7.4973,7.68025,7.5002,7.4931,7.19875,8.1587,6.98655
237,9.34315,9.36185,9.20015,9.1058,9.2678,8.6735,9.2828,9.20615,9.21085,8.81215,9.33165,8.94465,9.2521,9.3432,9.386,9.44375,8.57165,8.9649,9.4366,8.8121,9.27035,9.7148,8.303,9.11265,9.3838,9.5288,8.24375,9.3195
240,10.6134,12.1825,11.354,10.56,11.384,12.149,11.9775,11.862,11.801,11.355,10.969,10.3395,12.015,11.84,12.426,11.576,11.4215,11.4845,11.5335,12.455,10.49105,11.9415,11.9065,11.455,12.002,12.086,10.969,11.5645
241,6.8232,6.8468,6.92705,7.7179,6.96575,8.14615,7.03415,6.9608,6.9731,7.442,7.1773,7.22675,6.61235,6.85115,7.04875,6.94055,7.27735,7.3396,6.94925,7.54355,7.27675,7.2762,7.9463,7.1546,7.37175,6.89775,8.0231,6.61795
243,7.7375,6.684,6.8605,6.71215,6.63265,7.512,6.673,6.6316,6.722,6.9813,6.8694,6.8143,6.366,6.664,6.9205,7.05505,6.8344,6.4976,6.6773,6.7991,6.9427,6.7803,6.6768,6.5864,6.7086,6.7685,6.76655,6.5508
246,10.0057,9.8467,9.76245,10.0228,10.3505,9.8647,10.04495,10.288,10.306,9.5867,10.603,9.68935,10.21445,9.919,10.467,9.9694,10.23045,10.1667,10.2094,9.93655,10.0345,10.0496,9.289,9.8989,9.9163,10.268,9.4901,10.3345
247,8.8043,8.8787,8.89845,8.8447,9.07255,7.95195,8.96465,8.99065,8.879,8.20415,8.94805,8.8276,8.96165,9.00975,9.01085,9.0948,8.56735,8.7697,8.7745,8.2211,8.83345,8.9548,8.2353,8.6246,8.99295,9.11765,7.9198,9.03855
249,6.879,7.00565,7.0434,8.02575,7.04025,9.6298,7.06095,7.21135,7.23815,7.9707,7.17605,7.44665,6.90015,7.24935,7.16645,7.4436,8.37095,8.6549,7.0511,7.91125,7.5642,7.40265,9.0496,7.01,7.97005,7.06065,9.03545,7.02145
250,8.3222,8.27,8.4945,8.37755,8.39905,7.2044,8.48075,8.63645,8.38925,7.8348,8.25305,8.63875,8.6564,8.33345,8.45565,8.63165,8.0059,7.4437,8.44935,7.63125,7.9764,8.5898,7.7424,8.12855,8.73535,8.3949,7.3759,8.3428
251,8.0277,7.86385,8.0362,7.8475,7.7958,7.92625,7.89415,7.90475,7.8125,7.53035,7.8547,8.1261,7.7408,8.11885,7.8901,8.11115,7.5995,7.13185,7.85715,7.77315,8.02005,7.9306,7.7003,7.9554,7.39445,7.7631,7.78555,7.8029
254,7.86755,7.92115,8.1424,8.24095,8.1408,7.67245,7.93335,7.9876,7.98235,7.9619,7.9447,7.913,8.0355,7.98195,8.1189,8.18755,8.5083,7.96705,8.08695,7.71065,7.9033,8.101,7.9938,7.79475,8.0925,8.03115,7.53545,8.01045
256,7.32735,7.34705,7.5274,7.63855,7.27405,7.92165,7.4183,7.38385,7.3118,7.76235,7.11575,7.72085,7.30505,7.6083,7.7052,7.78305,7.8576,7.25535,7.25345,7.6751,7.34205,7.57075,7.44735,7.4071,7.5197,7.3724,7.77865,7.3178
258,12.7245,12.8755,12.6375,12.83,12.9535,12.7705,12.596,12.9405,12.951,12.654,13.1625,11.7235,11.5075,12.8215,12.694,12.476,12.6235,12.7865,13.1015,12.6715,12.8255,12.942,12.6005,12.5925,12.5365,12.7565,12.6755,12.5115
259,7.64795,7.51815,7.3645,8.20355,7.7251,8.5657,7.4921,7.8284,7.73935,8.02765,7.8459,7.8186,7.47905,7.619,7.5657,7.90715,8.39375,8.31775,7.70885,7.965,7.87435,7.83185,8.71365,7.4997,7.9757,7.6703,8.4188,7.43955
263,6.75105,6.74025,6.873,7.3971,6.88575,8.4132,6.6956,7.1542,6.8514,7.3842,7.11985,7.27095,6.78215,6.8628,6.52525,7.2761,7.5463,7.0868,7.00985,7.5589,7.4014,7.28425,7.68005,7.2559,7.6524,6.87635,8.21565,6.7895
264,9.35105,9.6497,9.59265,9.56265,9.38485,8.7985,9.4154,9.3033,9.62355,9.2789,9.31925,9.34,9.35495,9.76685,9.62065,9.3818,9.32485,9.2614,9.6145,9.14,9.4946,9.54215,8.7586,9.2453,9.2963,9.5399,8.78875,9.6362
267,8.9052,8.8003,9.04565,9.493,9.15035,8.1394,9.39955,9.5152,8.98745,9.09405,8.8809,9.3179,9.1277,8.92425,9.4426,9.41915,9.4285,8.9869,9.23945,8.4994,8.67205,9.04075,9.14365,9.1043,9.7543,8.92245,8.4556,9.32775
268,12.222,12.305,11.8735,12.2235,12.403,12.2545,12.105,12.2665,12.2325,12.0685,12.573,11.365,11.528,12.3755,12.136,12.17,12.2305,12.1885,12.36,12.224,12.3505,12.33,12.228,11.68,12.01,12.2295,12.301,11.4915
273,9.7637,8.90665,9.10745,8.36875,9.5445,8.3262,9.36305,9.5791,9.67825,9.04605,9.291,10.1895,8.69305,8.9433,8.82965,9.1577,9.43625,9.34605,9.3363,8.54915,8.9198,9.0725,8.94285,9.16265,8.2586,8.8361,8.61865,9.63475
275,10.0044,9.97505,9.80615,9.4635,10.7145,10.3775,10.1695,9.9215,9.2946,10.3915,9.41315,9.40865,10.4495,9.5989,10.1212,9.7433,9.9434,9.42345,9.94375,9.6934,10.6495,9.91625,10.6535,9.6921,9.3578,10.666,10.558,10.0054
284,13.7075,13.429,13.839,13.8515,13.864,13.7105,13.7365,13.7465,14.0675,13.593,13.2925,13.0395,13.498,13.361,13.7515,13.464,13.676,13.409,13.658,13.3045,13.4965,12.8325,13.7855,13.3845,13.4305,13.4375,13.5365,13.0045
287,8.27675,7.54165,7.26165,8.071,7.37925,8.7908,7.56375,7.4562,7.7188,7.71595,7.87265,7.30565,7.0823,7.95655,7.61965,7.46255,7.9799,8.11895,7.38345,7.54205,7.7772,7.9107,8.6444,7.8905,7.91255,7.52505,8.5991,7.70825
291,8.65895,8.56255,8.6658,9.1104,8.9545,8.64885,8.87945,8.79455,8.7719,8.63635,8.8769,8.7343,8.70875,8.6029,8.72035,8.74795,8.2963,8.54135,8.8421,8.5436,8.7886,8.895,8.77785,8.7227,7.59715,8.8092,8.5436,8.5821
296,8.6237,8.71795,8.6164,8.72045,8.94845,8.051,8.97955,8.9154,8.9884,8.3826,8.83635,8.42535,8.5525,8.58495,8.8112,8.44645,8.53505,8.7594,8.65195,7.92485,8.3889,8.8778,8.3699,8.53585,8.32315,8.8756,7.78225,8.76525
297,8.5084,8.44315,8.57765,7.92165,8.6022,7.77725,8.08625,8.5372,8.00915,8.19325,7.7624,8.88485,8.34935,8.39915,11.374,8.8872,7.51435,7.75995,8.56875,8.23215,7.7818,8.21445,7.92495,8.19125,8.0724,8.40555,8.0474,8.01035
299,7.31645,7.255,7.40895,8.1176,7.52615,9.5786,7.4183,7.6378,7.44985,7.9356,7.63935,7.7305,7.5054,7.3928,7.33785,7.5276,7.88545,8.05135,7.46715,8.6071,8.32905,7.86015,8.65775,7.78505,8.2531,7.3467,9.19125,7.3178
300,7.11125,7.9149,7.10025,7.4473,7.1801,8.10815,7.08335,7.265,7.182,7.3294,7.23875,7.37615,7.1545,7.12945,7.9083,6.9216,7.72295,7.12075,7.21125,7.6591,7.5886,7.3436,7.63135,7.2211,7.4052,7.05255,7.87065,7.2481
303,6.6906,7.6402,6.88795,7.6395,6.92795,8.0718,6.9617,7.1466,7.0782,7.28615,7.1245,6.9857,7.06265,6.55755,8.07945,7.0811,7.9181,7.57065,6.87415,7.35385,7.0872,7.07795,8.0721,7.07605,7.3625,6.7056,7.9834,6.5853
306,8.4391,8.56045,8.34575,8.8041,8.7526,9.19425,8.65615,8.7919,8.8508,8.6104,9.0449,8.44055,8.65675,8.5129,8.59765,8.64275,8.885,8.97015,8.8507,8.78235,8.8077,8.73185,9.2065,8.25765,8.7526,8.51245,9.09695,8.45615
310,8.5621,8.5133,9.063,8.49985,8.2408,8.2865,8.3932,8.42765,8.481,8.91385,7.86125,8.8812,8.63075,8.95665,8.4515,8.8141,8.5557,9.03875,8.33525,9.04965,8.1536,8.8185,8.46345,8.4708,8.74485,8.4409,8.51515,8.8428
311,7.15065,7.13565,7.0201,7.4126,7.18005,8.7997,7.2308,7.35425,7.2432,7.8365,7.41815,7.4491,7.153,7.06315,7.16295,7.33855,7.60615,7.65425,7.25805,8.20325,7.8915,7.6193,8.0666,7.46255,7.79035,7.17835,8.63965,6.8241
315,8.3266,8.7051,8.85575,8.5667,8.478,7.40015,8.4616,8.37055,8.2759,8.3788,8.29345,8.46805,8.8703,8.6173,8.8126,8.4238,8.3447,8.37035,8.03875,8.0368,8.11895,8.82135,7.87745,8.1749,8.34705,8.76645,7.7964,8.46315
317,7.61385,7.9148,7.10695,7.47655,8.12705,8.0919,8.09575,8.05655,7.77515,7.93755,8.00935,7.9291,7.86575,7.8845,7.686,7.4909,7.61355,7.25675,7.75825,7.55475,8.3448,7.7197,8.0716,8.15195,8.19115,7.99405,8.05955,7.12975
318,8.5261,8.28165,8.54885,8.90615,8.3025,7.26965,8.45935,8.4036,8.52675,7.78585,8.63665,8.883,8.3772,8.19645,8.61485,8.82525,8.0786,7.97565,8.60035,7.6905,7.9022,8.89485,7.70355,8.26735,8.49575,8.05715,7.3982,8.55675
320,10.677,10.575,10.565,10.5785,10.3835,10.25055,10.4875,10.5035,10.483,10.6005,10.05495,10.905,10.269,10.5695,10.278,10.3629,10.22315,10.375,10.504,10.4235,10.4745,10.53,10.5755,10.542,9.88905,10.646,10.754,10.5105
322,9.00245,9.0743,9.3649,9.5459,9.2453,8.62885,8.9767,9.72015,9.34425,9.3045,9.2896,9.63105,9.2263,9.3586,9.2232,9.47965,8.7979,8.95685,9.7065,8.8871,9.4207,9.4766,8.8923,9.12765,9.1866,8.92365,8.9401,9.20995
