ID_REF,GSM18403,GSM18404,GSM18405,GSM18406,GSM18407,GSM18408,GSM18409,GSM18410,GSM18411,GSM18412
J00146_at,21.8,13,26.1,30.3,17.7,3.6,4.6,2.6,6.2,29.6
J00148_cds2_f_at,44.3,25.4,36.5,52.6,48.7,33.9,104.4,16.9,17.8,124.7
J00207_rna2_at,24.2,23.2,18.7,11.9,31,27.9,41.2,29.6,4,7.3
J00209_f_at,10.5,22.5,3.3,22.1,1.9,43.3,15.7,16.1,4.6,25.5
J00210_rna1_at,3.5,21.3,6.9,6.5,4.6,4.6,5.2,17,4.7,7.3
J00212_f_at,69,104,80,97.3,62.6,116.6,166.4,51.5,54,122.2
J00219_s_at,1.2,2.2,12.5,4.7,6.2,73.1,10.4,2.2,1.6,5.8
J00220_cds4_at,0,0,0,0,0,0,0,0,0,0
J00220_cds5_at,0,0,0,0,0,0,0,0,0,0
J00268_s_at,0,0,0,0,0,0,0,0,0,0
J00277_at,0,0,0,0,0,0,0,0,0,0
J00287_at,28.9,43.1,98.7,41.6,57.2,81.4,48,179.4,147.9,121.8
J00301_at,0,0,0,0,0,0,0,0,0,0
J00306_at,26.7,5.6,8.2,25.7,25.6,30,48.4,73.9,24.6,55.8
J00314_at,170.5,172.1,217.9,195.6,121,222.5,106.7,215.3,130.3,233.4
J02611_at,7080.5,2405.6,1923.8,1627.7,1314.1,1176.8,823.9,953.6,2255,2179
J02621_s_at,1374.7,1062.5,1705.6,1830.2,2094.6,2063.4,1440.7,2377.1,1037.6,1755.2
J02645_at,599.1,612.8,376.6,795.4,502.7,340.3,554.2,641,442.9,312.7
J02683_s_at,4252.6,4810.9,2934.8,3843.6,3156,2132.9,2286.7,2720.1,2303.8,2115.9
J02758_s_at,49.8,42.5,69.5,70.5,15,30.4,77.2,24.7,23.8,29.8
J02783_at,1811.1,2657.7,1875.8,2316.7,1318.8,1353.9,1814.9,1547.3,1626.6,1547.5
J02843_at,17.8,17.3,35.7,12.4,10.7,84.5,146.6,136.3,84.9,20.8
J02854_at,3713.4,1799.6,4034.3,3548.2,2224.6,1700.5,2996.2,2407.5,2584.6,2904
J02871_s_at,3501.7,1694.1,3027.2,1897.8,1963.1,2383.1,1647.8,2971.3,1919,2768.3
J02874_at,782,424.8,1042.9,280,966.5,1136.7,717.8,813.6,1458.5,760.6
J02876_at,604,277.4,536.8,356.2,491.2,141.3,356.3,161.9,112.6,933.7
J02883_at,38,77.3,79.9,82,49.7,109.2,203.9,154,117.9,44.1
J02888_at,525.5,627.1,606,461.8,368.5,441.1,337.7,313.9,458.7,331.2
J02902_at,1263.4,1394.7,1146.5,1315,1127.9,817.7,754.9,873.6,1164.2,1097.9
J02906_at,162.3,47.6,207.2,776.1,85.1,626.8,403.1,658.1,249.1,171.1
J02923_at,930.5,1558.4,524.2,1001,1675.9,2594.1,1244.9,1159.5,1461.4,824.8
J02943_at,28.8,32.9,56.5,44.2,57.2,91.8,27.1,72.2,31.3,29.9
J02947_s_at,1719.9,1176.7,1541.1,1110.6,1862,1818.1,1262.9,1515.7,1862.2,1984.1
J02960_cds1_s_at,149,99.3,153.6,175.7,170.3,160.2,146.2,160,140.5,163.7
J02963_at,7.8,2.2,4.2,2.4,11.8,19,6.2,9,6.3,7.6
J02973_rna1_at,1082.1,371,1093,601.1,1536.8,970.3,1529.6,1932.3,2203.6,2292.9
J02982_f_at,115.4,96.5,33.8,38.8,31.2,97.3,202.1,55.7,97.7,109.2
J02986_cds1_at,66.2,87.2,42.4,7.3,29.3,18.2,32.7,57,27.6,111.2
J03027_at,0,0,0,0,0,0,0,0,0,0
J03040_at,5230.7,7755.4,5925.6,5746.8,5022.7,3180.2,4607.1,4415.4,4182.1,3448.2
J03060_at,254.5,220.9,147.4,145,170.6,178.1,210,149.4,132.8,145.8
J03068_at,230.9,56.2,61.8,142.7,234.6,398.3,48.5,229.1,61.2,245.5
J03069_rna1_at,535.1,366.4,730.8,636.4,447.4,891.8,950.4,620.5,743.2,580.2
J03071_cds3_f_at,53.5,18.4,66.5,35.5,12.2,77.1,79.4,54.5,8.3,50.3
J03077_s_at,9525.4,9107.7,6741.4,7619.5,11844.5,10390.6,9782.8,7052.9,8822.1,11421.5
J03133_at,134.1,166.8,165.7,141.2,164.4,209.4,225.9,331.5,235.9,148.3
J03161_at,861.9,859.3,1018.2,1275.8,1075.4,747.6,1094.1,1043,876.9,843.1
J03171_at,213,184.1,259.6,205.3,196.9,295.6,286.9,312.1,259.8,205.1
J03191_at,4642.1,5328.8,4584.3,5577.6,4182.6,4005.8,4038.2,2860.1,4252.9,5192.3
J03241_s_at,378.5,167.4,558.8,350.4,454.4,356.5,791.3,692.1,426,819.7
J03242_s_at,220.6,87.3,502.4,162.2,160.2,116.5,384.1,235.9,269.5,10.2
J03258_at,136.6,123.1,134.3,180.3,126.5,70.7,137.6,94.4,50.1,39.3
J03260_s_at,83.3,6.2,38.1,149.2,68.2,14.7,26.2,15.4,93.6,45.8
J03263_s_at,985,875.4,514.2,546.2,784.6,1330.6,1013.5,1332.4,1175.6,1102.4
J03278_at,1603.8,1255.9,1682.8,735,1442.5,1330.2,2128.7,1120,1891.8,1612
J03459_at,2042.7,2589.2,1702.2,1482.2,2706.4,3059.1,1833.2,1878.4,3510.9,1094.6
J03473_at,733.2,945.2,888.4,1117.1,886.6,971.9,624,910.5,891.3,697.7
J03474_at,1115.7,5265.6,316.7,6687.4,272,660.9,646.4,1150.4,52.2,31
J03507_at,1090.6,896.1,2413.4,475.3,847.9,1452.8,1022.6,1843.5,665.9,2104.6
J03589_at,0,0,0,0,0,0,0,0,0,0
J03592_at,7939.7,10659.8,7203,6500.5,6237.3,4244.4,5114.5,3851.8,4995.7,4876.3
J03600_at,657.4,709.8,579,546.8,831.8,1178.8,1215.1,776.2,1332,748.2
J03626_rna1_s_at,172.2,203.2,177.6,209.9,183.6,114.4,129.5,149,142,128.8
J03634_at,29.3,93.8,71.9,54.9,61.3,11.7,53.2,13.9,13,59.7
J03756_at,0,0,0,0,0,0,0,0,0,0
J03764_at,0,0,0,0,0,0,0,0,0,0
J03778_s_at,16,6.6,9.7,11.3,8.9,10.4,11.7,10.6,5.6,9
J03779_at,753.1,116.7,284.5,224,616.5,823.5,472,376,597.6,383.5
J03798_at,84.3,133.7,130.8,155.8,81.4,83,101.4,117.7,81.8,99.4
J03801_f_at,322.3,289.9,281.4,456.9,423.6,753.7,760.7,1035.3,925.6,3568.1
J03805_s_at,2178.9,1831.8,2334.7,2615.3,2413.3,2150.8,2374.6,3312.3,1944.5,2503.5
J03810_at,6.2,9.9,28.8,24.4,19,55.2,59.1,6.5,4.4,13.8
J03824_at,400.7,472.4,388.4,425.4,310.1,329.9,135,235.7,320.4,257.9
J03827_at,3550.2,6234.2,5203.9,6454.9,3536.7,3121.7,2142.6,2463.9,2815.3,3134.1
J03890_rna1_at,13402.1,2850.7,11141.6,10880.3,14185.6,9588.2,18116.7,9736.8,14754.9,8711.8
J03909_at,3809.9,4601.6,2420.9,3884.2,5949.4,3067.7,2332.3,1832.1,3972.8,3471.5
J03910_rna1_at,59.1,171.4,191.1,717.3,101.3,48.6,605.8,438.7,97.5,1385
J03915_s_at,165.6,254.5,127.4,104.5,216,257,100.8,152.9,123.7,136.7
J03925_at,215.2,635.3,230.8,271.1,257.6,346.5,378.1,340.9,275.6,468.9
J03930_at,29.1,142.8,29.6,145.1,99.9,99.5,112.4,57.9,129.5,170.1
J03934_s_at,191.6,121.2,211.1,218.2,88,93.7,253.4,207,161.1,141.7
J04027_at,320.5,176.6,251.7,182.2,394.7,146.2,191.9,287.8,181.4,179.6
J04029_s_at,813.2,919,504.2,853.4,827.4,525.2,399.4,657.1,489.2,601.4
J04031_at,329.6,298.5,381,415.1,271.8,270.1,284.2,188.7,288.1,276.9
J04040_at,49.8,42.6,19.5,4.4,14.4,13.5,76.1,43,8.1,23.9
J04046_s_at,1214.6,806.4,1274.1,958.2,1384.1,1081.6,1295.9,1081.5,1343.7,1363.6
J04056_at,526.5,415.3,577.1,578.8,351.8,243.2,286.1,320.9,420.7,402
J04058_at,222.5,210.5,284.5,191.6,187.9,104.8,121.8,173,147.8,135.3
J04076_at,111.1,3,149.5,86.7,218.8,422.2,216.9,129.8,515,201.8
J04080_at,5711.5,9077.4,5473.8,4438.9,5207.2,5890.5,5445.8,5560.4,3076.1,7073.7
J04088_at,67.7,78.6,32.8,73.7,43.2,83.4,99,60.4,26.5,73.2
J04093_s_at,24.1,6.9,18.2,44.6,22.9,35.3,65.8,56.7,8.7,79.8
J04101_at,137,128.1,39.3,118.9,110.4,245.8,95,400.6,234,98.1
J04102_at,1674.5,1310.2,1111.5,1116.3,1985.6,872.9,1839.5,1666.3,3136.6,2922.3
J04111_at,136.5,69.9,146.3,98.1,142.7,347.6,169.7,148.7,187.3,232.1
J04130_s_at,333,211.2,127.3,258.7,647,573,364,318.3,569.8,308.5
J04132_at,143.1,100,19.3,180,174.3,375,247.9,123.6,248.8,194.6
J04152_rna1_s_at,3530.8,1090.4,2838,1889.8,3179.7,3102.9,2916.7,3502.8,2823.7,2991.6
J04156_at,18.7,21.5,14.5,37.2,23.8,36.1,31.2,4.8,45.4,4.6
J04162_at,421,516.7,437.8,590.6,351.2,692.6,850.2,739.2,747.6,762
J04164_at,3780.6,5999.6,3781,4421.4,4823.3,4643.9,3990.7,3215.8,2970.6,6577.2
J04168_at,40.6,6.7,17.4,27.1,25.8,45.5,42.7,7.1,4.4,32.3
J04173_at,2649.3,3076.2,2502.1,2771.2,2219.9,2229.4,1985.5,2066,2218,1757.4
J04177_at,116.3,45.2,130,82.9,58.4,85.4,179.8,102.8,88.1,83.9
J04182_at,4266.2,3454.8,3344.5,3306.5,3999.8,4243.8,4097.7,3361.2,4182.7,3648.7
J04430_s_at,1555.2,610,1036.8,699.1,1922.5,1932.4,1226,1003.6,2425.1,755.4
J04444_at,910.9,1462.4,714.8,1045.5,747.7,537.4,630.7,427.3,685.3,759.1
J04449_at,11.9,7.5,12.3,9.5,11.5,11.8,16.4,11.4,6.8,36.3
J04456_at,6465.5,6833.6,6238.1,5976.8,4937.9,3451.1,4071.1,2642.5,3641.7,5813.8
J04469_at,11.1,86.8,40.5,100.1,15.4,61.8,42.3,53.4,29.3,23.9
J04501_at,852.7,1092.5,792.7,909.2,767,639,620.7,536.3,698.2,570.4
J04513_at,56.2,24.2,69.4,76.7,60.2,83.6,67,136.7,52.5,101.9
J04543_at,735.7,628.7,602.3,899.1,673.9,655.9,555.6,974.9,878.9,545.3
J04599_at,1091,608.6,886.7,719,925.9,845.2,1119.8,1103.1,736.2,706.3
J04605_at,796.8,701.9,579.4,429.7,715.8,372.7,373.8,427.6,442.3,441.2
J04611_at,2355.4,2629.1,2281.3,2592.6,2046.7,1639.5,1523.6,2131.9,1959.7,1931.3
J04615_at,2411.6,2212.2,2018.3,1834.1,2376.3,2482.1,2428.7,2310.5,2577.1,2634.8
J04617_s_at,26954.5,35665.1,20505.2,23350.8,23641.4,24589.6,29121.5,26110.5,26201.7,29051.4
J04621_at,153.8,59.7,173.5,54.5,173.2,126.7,97.8,125.6,170.9,148.5
J04739_at,30.5,124.8,54.4,147,68.8,131.1,191.6,116.1,104.9,72.6
J04742_at,0,0,0,0,0,0,0,0,0,0
J04760_at,57.4,51.3,82.1,267.1,108.8,64.1,122.6,88.4,64.8,296.1
J04794_at,1854.2,2321.8,1469.1,1697.3,1512.2,1443.1,1263.6,1354.8,1566,1552.8
J04809_rna1_at,526.1,276.7,278.7,204.4,513.8,348.4,357.8,364.8,384.5,377
J04810_s_at,98.4,126.8,106.1,161.5,105.6,179.7,103.4,180.7,110.9,105.1
J04823_rna1_at,5564.5,6327.5,4145.1,5078.3,4479.4,2633.9,2928.7,2554.1,3378.3,3484.8
J04948_at,50.9,21,96.6,56.8,30,89.4,57.3,59.6,55.7,46.8
J04970_at,511.3,332.4,570.9,251.7,344.1,529,221.2,321.4,262.8,181.8
J04973_at,999.3,974.2,1101.4,1061.3,720.3,766.2,657.7,749.1,1023.7,722.6
J04982_at,0,0,0,0,0,0,0,0,0,0
J04988_at,6578.6,8725.2,8614.8,13619.4,8741.3,8597.8,8742,8618.8,8335.5,11687.3
J04990_at,105,244.2,206.6,189.3,97.8,284.7,237.9,128.7,201.9,152.8
J05008_at,289.2,95.4,489.5,1047.5,464.2,358.3,883.9,686.4,447.6,316.5
J05016_rna1_s_at,116.7,83,122.8,71.2,108.1,206.5,131.8,175.6,134.2,178.2
J05032_at,137.8,182.3,120.9,146.7,144.9,110,125.3,106.2,139.4,124
J05036_s_at,1272.8,1177.9,1082.8,1102.4,479.8,1161.5,251.4,512.6,199.3,259
J05037_at,121.9,37.6,104.8,134.9,152.3,109,187.8,84.4,108,246.7
J05068_at,24,30.4,32.1,61.6,30.2,24.3,7.7,14.4,35.2,34.7
J05070_at,195.1,859.2,216,466.3,125.4,347.1,786,253.1,25.4,248.2
J05073_at,8,10.3,5.5,6.8,2.6,16.9,13.4,11,7,26.6
J05096_rna1_at,60,38.1,49.9,70.2,59.6,55.7,38.4,70.8,25,89.4
J05125_at,3,11.6,2.6,3.2,3.6,4.1,11.3,5.7,21.8,5.4
J05158_at,97.6,132.5,200.1,107.9,100.9,238.7,301.9,154.2,99.3,189.4
J05200_rna1_s_at,21.2,15.4,41.7,17.5,100.6,11.9,8.1,16,17,52.9
J05213_at,12.9,14.7,12.9,13.2,8.3,20.4,11.4,17,8,9.4
J05243_at,1727.9,1220,1865.9,1244.5,2200,1604.7,1697.5,1733.7,2224.1,2151.3
J05249_at,709.1,592.9,717.9,814.3,973.9,1007,742.9,1194.9,793.5,466.6
J05252_s_at,139.7,19,217.8,82.1,181.6,147,97.5,89.3,185.8,42.8
J05253_s_at,0,0,0,0,0,0,0,0,0,0
J05257_at,45.5,116.6,77.1,102.5,29.9,64.4,52.6,56.5,117,67.2
J05272_at,784.4,1271.7,1079.1,980.8,947.7,1065.4,830.1,795.7,966.3,955.6
J05401_at,13.8,82.9,12.8,38.1,61.7,61,73.8,53.5,66.4,76.7
J05412_at,0,0,0,0,0,0,0,0,0,0
J05428_at,3.5,5.9,17.2,29.3,5.4,16.5,64.9,32.4,5,33.8
J05448_at,602.6,468.3,482.3,319.7,548,439.4,578.1,376.8,606.7,348.6
J05459_at,185.3,137.3,229.6,113.2,154,88.2,112.4,122.2,149.7,107.6
J05500_at,154.9,104.8,128,140.9,149.2,181.9,92.6,126.8,182.5,106.4
J05556_at,27.1,125.5,21.4,11.6,19,35.6,14.7,40.8,19.7,14.3
J05582_s_at,5896.6,4139.3,4566.5,4096.2,3112.5,4328.2,3155.9,3621.8,4084.5,3674.7
J05614_at,1091.5,1363.4,532.2,776.2,1086.2,1076,696.4,1070.1,761.5,696.2
J05633_at,978.5,753,1134.4,711.3,1049.1,717.3,629.6,1167.6,783.7,952.3
J05682_at,178.2,165.4,237.6,245.5,192.9,377.5,244.8,220.6,167.6,144.7
K01160_s_at,274.1,526.9,15.6,22.5,684.5,4499.3,15.8,1863.6,11.9,1488.8
K01383_at,0,0,0,0,0,0,0,0,0,0
K01396_at,4647.8,8905,4861.3,7235,5230.7,4569,6161.3,5016,5628.1,5883.9
K01884_at,0,0,0,0,0,0,0,0,0,0
K01900_at,32.8,15.2,19.3,20.7,24.5,49.2,16.5,39.4,42.3,61.5
K01911_at,51.9,38.9,64.9,65.1,38.7,56,26.5,63.4,42.9,61.1
K02054_at,58.1,54.9,111.2,101.1,51,78.2,97,154.1,106.6,84.1
K02100_at,21.4,31.8,80.7,49.8,8.5,13.9,17.9,17.5,16.6,80.7
K02215_at,27.1,23,62.9,52.3,87,7.4,64.3,68,15,18.6
K02268_at,20.2,31.9,20.7,20,39.7,23.6,47.3,23.4,18.2,24.4
K02402_at,31.3,10.2,3.9,6.2,24,5.8,6.7,6.1,3.5,5
K02405_f_at,0,0,0,0,0,0,0,0,0,0
K02545_cds2_at,0,0,0,0,0,0,0,0,0,0
K02574_at,668.7,1833.7,1361.1,1816.7,1249.9,925.6,1709.3,1514.8,1770.9,3743.6
K02765_at,6598.2,12908.2,10377.6,6598.8,5747.6,6552.5,6463.7,6901.7,5345.9,10272.6
K02766_at,2.3,3.1,3.6,4.3,5.3,8.9,5.5,11.9,2.2,6
K02777_s_at,108.8,59.6,34.2,31.3,107.6,641.8,195.8,118.5,84.4,126.3
K02882_cds1_s_at,71.1,127,136.9,73.1,132.4,61.4,2322.7,4504.1,421.7,41.3
K03008_cds1_at,0,0,0,0,0,0,0,0,0,0
K03008_cds2_at,0,0,0,0,0,0,0,0,0,0
K03021_at,317.1,1117,668.8,1565.5,230.4,711.8,458.9,489.3,226.8,1492
K03183_f_at,564.2,417,713.1,606.9,484.8,773.1,663.6,624.8,474.2,631.2
K03189_f_at,414.3,354.2,528.1,431.9,300,460.1,513.5,487.5,405.2,296.2
K03192_f_at,58.2,47.3,74.6,51.3,61.6,96.2,152.5,204.1,85,91.8
K03195_at,85.4,66.5,79.8,97.6,52.1,83.7,134.1,146.6,96.2,94.8
K03204_f_at,12.2,13.9,11.4,208,9.7,11.6,20.4,14.9,4.2,5.3
K03207_f_at,45.5,47.7,48.1,443.3,62.5,35.5,45.9,40.1,33.1,62.5
K03218_at,153.5,141.5,175.1,149,158.1,120.5,126.3,174.3,60.4,226.4
K03430_at,0,0,0,0,0,0,0,0,0,0
K03431_cds1_at,0,0,0,0,0,0,0,0,0,0
K03460_at,0,0,0,0,0,0,0,0,0,0
K03474_at,22.5,57.7,67.9,73,10.7,42.6,55.9,62.2,90,88
K03494_s_at,7.3,12.4,9,10.1,5.9,5.9,11.6,13.9,7.1,11.7
K03498_xpt1_s_at,38.7,58.6,56.4,58.8,34.5,50.3,70.9,102,12.5,62
K03515_at,1828.3,2714,1952.3,2121,1541.9,1909.8,1739,1457.3,1760.3,1595.1
L00022_s_at,14.1,15.3,11.4,17.2,16.4,14.8,23.3,18.9,13.7,14.5
L00058_at,0,0,0,0,0,0,0,0,0,0
L00137_cds1_at,64,142.5,94.6,85.7,74.8,29.2,23.4,140.4,30.9,58.3
L00190_s_at,39.3,22.3,17.2,51.9,28.7,21.8,21.5,38.4,16.9,16.8
L00205_at,0,0,0,0,0,0,0,0,0,0
L00352_at,2736.3,2586.1,3661.1,2161.9,3420.5,2268.2,5840.7,5642.8,6539.9,6934.6
L00354_at,5.6,6.5,9.1,6,9.3,3.3,16.4,5.3,6.4,81.9
L00389_f_at,0,0,0,0,0,0,0,0,0,0
L00634_s_at,249.3,156.8,242.6,234.8,207.3,208.7,196.5,161.6,224.3,167.3
L00635_at,220.6,212.7,211.7,162,250.4,338.5,279.8,309.1,263.4,251.7
L00972_at,324.7,212.9,324.4,321.5,228.3,143.7,272.6,137.7,221.9,144.6
L01042_at,74.7,79.8,86.4,144.2,77.6,169.6,145.9,201.9,105.1,100
L01087_at,206.1,118.8,124.3,85.5,136.3,238.6,215.4,162.8,259.5,174.1
L01406_at,29.6,28.4,41.3,40.4,23.8,37.8,34.9,37,38.3,31.5
L01664_at,46.1,16.7,5.4,27.8,20,27.1,6.3,7.9,7.2,38.4
L02320_at,133.9,66.8,53.3,59.1,69,84.1,51.4,91.2,103.1,22.6
L02321_at,368.9,271.6,446.9,287.9,277.7,541.9,447.2,415.6,266.3,482.7
L02326_f_at,0,0,0,0,0,0,0,0,0,0
L02426_at,1632.4,2218,1490.5,1972.7,1418.3,1036.7,988,1222.4,818.6,732.5
L02547_at,127.7,82,93.7,65.3,77.8,105.1,104.7,140,100.4,16.7
L02648_at,474.8,365.7,674.3,448.5,418.4,607.6,616.3,499.6,561,441.4
L02785_at,4.1,9.9,1.5,3,7.9,5.3,22.4,41.3,2.9,21.3
L02840_at,53.4,47.5,43.7,46.3,8.5,59,25.9,44.1,12.7,65.5
L02867_at,286.2,292.7,286.6,353.9,260.6,436.8,347.5,267.6,328.7,286.2
L02932_at,13.7,27.7,11.6,31.5,35.8,41.5,21.8,30.8,15.8,33.3
L02950_at,362.4,182.4,118.9,133.2,145.7,260.3,189.4,190,222.3,152.3
L03411_s_at,791.4,942.4,878.3,829.8,750.6,616.1,697.4,603.5,621.3,721.2
L03427_at,9,18,27.7,2,1.9,7.9,2.7,4.4,2.5,14.9
L03532_at,1264.3,1525.7,1662.7,2263.4,1645.3,1581.2,1859,2115,1517.6,2036.9
L03785_at,145.7,116.3,136.7,158.8,76.6,205.2,137.4,109.5,158.8,112.7
L03840_s_at,1175.3,710.7,665.7,483.8,903.8,929.5,1060.9,697.1,628.3,1063.9
L04270_at,1117.5,1594.8,1038.4,1277.3,947.1,441.4,1178.6,946.7,904.5,815.7
L04282_at,574.3,282.9,273.2,390.5,585.7,336.9,370.9,421.1,285.8,86.9
L04483_s_at,13884.9,17836.3,12417.6,13226.7,12986,9773.4,11919.8,8772.2,12584.2,14312.5
L04490_at,1340.4,967.1,1252.8,1481.3,510.7,676.4,743.9,1001.1,1194.1,769
L04510_at,138.9,69.4,131.4,54.9,112.5,205.7,129.7,148.2,81.5,151.9
L04569_at,22.2,20,33.6,35.9,110.3,60.1,51.4,45.5,55.1,84.3
L04656_at,108.7,82.9,97.1,98.8,53.7,134.6,107.9,68.8,91.9,88.2
L04731_at,582.9,328.9,405,398.6,537.6,504,475.5,594.2,530.3,350.9
L04733_at,1351.8,1074.2,1616.4,1301,1146.7,1426.8,1478,1352.6,1249.1,1732
L04751_at,123.2,93.5,227.9,164.7,138.7,183,282.7,239.6,140.7,155.2
L04947_at,207.8,127.4,194.5,18.7,312.1,173,113.9,190.2,260.5,211.1
L04953_at,95.8,43.5,71.2,80.1,88.8,74.1,161.5,118.9,107.8,78.3
L05072_s_at,600.3,470.5,644.4,448.5,811.5,1415.5,1300.2,713.2,2310.1,2029.2
L05144_at,49.4,92.3,373,74.4,75.5,92.7,142.9,88.4,35.6,85
L05147_at,138.8,156.1,131.1,107.1,145,112.1,190.7,243.2,169.3,71.2
L05148_at,278.4,257.2,117.7,159.6,331.9,654.5,499.1,203.7,426,331.1
L05187_at,0,0,0,0,0,0,0,0,0,0
L05188_f_at,132.6,85.3,157,145.2,97.3,173.5,117,46.1,40.3,176.3
L05424_cds2_at,0,0,0,0,0,0,0,0,0,0
L05425_at,288.9,364.3,445,557.8,271.3,339.2,515,393.5,387.5,312.6
L05500_at,26.5,29,23.1,25.2,19.9,21.2,32.6,17.3,20,25.7
L05512_at,0,0,0,0,0,0,0,0,0,0
L05514_f_at,2.4,5.5,2,13.8,2.9,6.9,7,28.3,8.1,43.6
L05515_at,49.9,91.3,67.8,35.9,134.9,25.5,82.7,165.7,108.1,125.6
L05568_at,1818.7,602.7,387.8,150.2,1108.2,199.4,1393.2,208.5,1808.5,89.2
L05597_at,2.2,1.1,1.6,2.3,4.6,3.5,41.2,2.5,1.6,4.9
L05606_at,14.3,17.9,9.1,10.5,7.9,28.2,17.3,11.3,19.7,19
L05624_s_at,403.8,524.1,351.9,430.9,616.4,657.3,430.8,697.8,572.5,529.2
L05628_s_at,12.1,19.2,17,16.3,42,28.5,22.5,26.9,33.2,34
L05779_at,291,133.4,308.5,152.2,240.1,398.3,312.9,232.8,304.8,291.9
L06132_at,796.6,1140.2,1344.3,1473.9,871.4,981.6,849.4,990.9,958,751.2
L06133_at,119.9,93.3,76.6,78.2,112.6,69.5,139.5,112.8,114.1,93.3
L06139_at,903.4,379.9,571.4,525.4,955.9,587.9,599.3,767.9,1578,444.3
L06147_at,365.9,163.2,191.3,462.7,323.1,49.4,65.7,51.8,67.3,51.5
L06175_at,244.1,202.9,234.8,119.1,149.7,257.2,107.5,154.5,485.2,214.5
L06419_at,1201.8,1387.6,1259.6,1546.1,1014.9,1315.3,1151.8,990.9,1313.7,1015.4
L06499_at,21887.4,30130.4,23309.4,25385.7,21080,21627,22683.6,19594.4,25467.1,24066.5
L06505_at,9614.6,12778.8,8399.5,9803.8,8112.3,6544,6832.9,5850.5,7275.8,8276.3
L06633_at,31.6,66.3,42,90,69.8,126.9,85.5,126.1,103.2,127.9
L06797_s_at,188.6,586.1,369.3,744.3,542.3,1605.7,374.5,1251.4,312.8,518.8
L06845_at,501.1,528.2,499.4,1120.2,489.4,459.9,247,470.8,300.6,494.1
L06895_at,15.6,28.4,11.2,11,12.2,6.4,18.7,13,12.5,65.3
L07033_at,598.6,355.9,544.3,392.4,407.4,413.6,280.5,258.2,383.9,399.9
L07044_at,637.2,576.3,485,357.5,525.1,432.6,230.1,261,385.3,467.9
L07077_at,32.1,38.9,87.4,46.1,23.6,47.1,3.6,31.8,32.7,45.2
L07261_s_at,256.6,196.2,55.4,86.5,134.9,290,177.8,307.3,221.3,359.2
L07493_at,213.8,144,307.7,286,110.7,246,181.4,288.3,189.6,195.5
L07515_at,79.9,65.4,76.1,55.7,34.7,27.1,27.1,14,79.1,36.4
L07540_at,6.6,13.3,11.4,12.8,6.2,7.1,8.8,8.5,7.6,9.6
L07541_at,26.2,37.9,35,29.6,50.2,37.2,52.4,50.1,26.4,41.3
L07548_at,497.6,539.3,457.7,637.1,373.3,370.7,304,264.7,378.6,344.5
L07590_at,86,43.6,121.2,46.3,79.8,141.1,134.8,113.3,81.2,79.9
L07592_at,267.2,279.8,298.4,291.9,258.1,330.2,295,287.5,272.6,406.2
L07594_at,508,410.5,781.8,414.3,388.8,459.9,438.3,358.3,546.3,246.1
L07597_at,752.7,718.4,499.7,488.8,782.9,697.8,581.4,493.2,796.8,517.8
L07615_at,23.3,20.4,67.7,25.9,35.7,15.8,62.6,60.7,55.2,12.9
L07633_at,3413.4,2490.8,2610.9,2902,2528.5,3402.6,2495.1,2113.4,2305.6,2512.9
L07648_at,896.6,508.2,786.7,566.9,845.5,692.5,632.4,839.4,710.7,560.8
L07738_at,201.1,150.1,368.9,329.8,202.9,265.7,110.7,324.8,394.3,230
L07758_at,614.3,723.5,598.7,797.3,534.8,345.1,379.4,439.7,379.2,172.7
L07765_at,1748,514.7,1153.1,947.5,1442.1,960.6,908.7,924.2,1266.2,704.7
L07807_s_at,202.5,133,418.2,115.2,345.1,435.3,481,453.5,362.8,640.5
L07868_at,4.1,6.3,4.7,19.2,7,7.2,45.9,41.1,22.2,26.5
L07919_at,43,15.2,39,15.2,34.6,6.6,33.1,38.8,8.1,8.4
L07949_at,1.5,8.2,19,1.8,9.1,1.3,1.7,20.9,2.5,4.8
L07956_at,260.7,244.8,283.4,762.1,240.2,232.2,183.2,253.3,169,66.7
L08010_at,129.1,82.1,157,93.2,74.6,130.6,115.7,126.8,94.7,119.7
L08044_s_at,197,259.6,639.3,706.4,305.2,816.4,817.5,2013.7,346.9,613.5
L08069_at,878.2,796,1096.7,1976,1509.1,1588.5,1427.3,2127.9,1934.9,2767.4
L08096_s_at,45.7,72.3,117,99,87.2,172,104.7,57.7,79.4,50.9
L08177_at,77.3,86.8,98.7,114.8,77.5,121.7,90.6,94.9,83.1,249.6
L08187_at,346.3,552.3,395.5,415.8,362.8,529,562.9,412.7,435.7,293.4
L08246_at,1730.3,1335.4,3315.3,2793.9,2905.5,2686.6,3085.4,3677.3,3304.8,4231.1
L08424_at,6.7,3.6,8.3,5.2,11.7,9.8,6.9,10.6,10.6,73.9
L08485_at,16.3,25.7,10.3,7.1,14.2,4.9,13.8,27.5,1.2,30.8
L08488_at,495.2,404.9,664.9,488.6,487.8,430.2,635.5,672.1,553.3,614.8
L08666_at,1671.7,1975.8,2483.3,1943,1804,2010.4,1898.1,2163.1,2202.4,1672.7
L08835_rna2_s_at,930.4,741.9,820.7,732.8,1120.3,753.4,960.1,757.5,853.5,1224.3
L08895_at,0,0,0,0,0,0,0,0,0,0
L08904_at,0,0,0,0,0,0,0,0,0,0
L09190_rna1_at,79,22.3,29.6,40.9,29,32.7,10.1,70.1,39.8,33.8
