ID_REF,GSM18403,GSM18404,GSM18405,GSM18406,GSM18407,GSM18408,GSM18409,GSM18410,GSM18411,GSM18412
X65633_at,20.8,38.3,36.9,87.2,13.5,98.5,31,31.4,36.8,24.7
X65644_at,0,0,0,0,0,0,0,0,0,0
X65663_at,32.7,8.6,5.4,15.4,7.2,21,2,5.8,5.9,4.2
X65724_at,0,0,0,0,0,0,0,0,0,0
X65727_cds2_s_at,21.6,91.4,16,1553.3,25.9,691.4,258.3,1047.9,129.1,38.4
X65784_s_at,641.3,586.4,752,637.1,766.5,756.8,1281.2,667.3,766.3,733.6
X65857_at,0,0,0,0,0,0,0,0,0,0
X65867_at,580.6,981.3,586,907.5,498.2,561.2,569.8,429.2,358.9,359.9
X65873_at,0,0,0,0,0,0,0,0,0,0
X65962_s_at,0,0,0,0,0,0,0,0,0,0
X65965_s_at,540.6,1445.7,429.8,789.9,729.8,421.3,1336.9,869.5,1199.8,960
X65977_at,42.6,72.7,18.7,22.3,7.9,69.6,45.6,55,75.5,99.9
X66079_at,0,0,0,0,0,0,0,0,0,0
X66087_at,0,0,0,0,0,0,0,0,0,0
X66113_s_at,249.7,225.9,287.7,231.3,273.9,237,246.8,182.1,178.4,169.9
X66114_rna1_at,384.6,351.9,301.4,373.1,329.1,235,294.2,292,361.3,397.6
X66141_at,0,0,0,0,0,0,0,0,0,0
X66142_s_at,111.5,139.6,86.7,169.6,109,162.9,180.6,262.4,88.9,140.1
X66171_at,46.1,146.2,81.1,138,276.4,454.1,222,314,242.8,153.6
X66276_s_at,0,0,0,0,0,0,0,0,0,0
X66358_at,11,19.4,18.8,19.8,10.3,29.1,24.1,54.2,25.4,36.5
X66360_at,35.3,36.2,21.3,21.4,39.7,36.5,42.4,84.9,40.4,9.2
X66362_at,132.7,141.8,140.2,72.5,205.2,154.7,54.8,100.4,190,108.1
X66363_at,498.4,601.3,444.3,454.4,393.7,652.1,427.7,625,602.4,651
X66364_at,301.6,368.3,313.5,341.8,261.1,390.1,292.5,194.3,271.8,461.4
X66365_at,10,38.9,37.6,19.6,9,31.8,49,35.3,21.2,14.3
X66397_at,422.9,409.3,372.3,278.4,607.3,649.1,685.1,941.3,686.7,320.6
X66401_cds1_at,1651.2,1332.2,617.8,706.7,1106.7,2074.4,1154.8,970.2,1308.2,1283.9
X66403_at,0,0,0,0,0,0,0,0,0,0
X66417_at,71.9,41.9,89.1,58.3,62.5,83.7,115.6,26.7,42.7,83.1
X66436_at,0,0,0,0,0,0,0,0,0,0
X66503_at,0,0,0,0,0,0,0,0,0,0
X66533_at,0,0,0,0,0,0,0,0,0,0
X66534_at,0,0,0,0,0,0,0,0,0,0
X66610_at,0,0,0,0,0,0,0,0,0,0
X66785_at,0,0,0,0,0,0,0,0,0,0
X66839_at,85.1,93.3,96.3,85.3,91.1,147.7,53.2,120.8,85.1,34.1
X66867_cds1_at,0,0,0,0,0,0,0,0,0,0
X66894_s_at,0,0,0,0,0,0,0,0,0,0
X66899_at,0,0,0,0,0,0,0,0,0,0
X66922_at,79.2,100.9,66.9,86.7,47,158.7,136.5,128.1,84.2,12
X66945_at,0,0,0,0,0,0,0,0,0,0
X67081_at,0,0,0,0,0,0,0,0,0,0
X67098_at,301.2,154.8,152.7,178.4,257.3,578.2,271,463.7,366.1,201.1
X67155_at,0,0,0,0,0,0,0,0,0,0
X67235_s_at,0,0,0,0,0,0,0,0,0,0
X67247_rna1_at,9579.5,13872.4,10051,10738.4,7996.8,7567.7,8994.2,7279.7,9612.6,11791.3
X67318_at,15.5,11.3,8.2,11.5,7.9,10.9,12.3,14,8,10.8
X67325_at,6035.9,2115.6,3122.3,2382.9,3191.4,3122.2,3884.2,1599.8,3750.6,4292.3
X67337_at,57.5,27.8,56.4,70.4,72.1,113.7,164.9,154.7,96.9,34.3
X67491_f_at,0,0,0,0,0,0,0,0,0,0
X67594_at,58.7,87.6,156.3,108.4,134.3,258.7,177.3,96.1,203.6,201.6
X67683_at,347.1,325.1,286.4,325,356,609.2,261.8,482.9,359.5,300.6
X67697_at,124.9,159.4,110.6,84.7,116.1,97.4,139.7,131.4,90.6,118.2
X67698_at,0,0,0,0,0,0,0,0,0,0
X67734_at,0,0,0,0,0,0,0,0,0,0
X67951_at,7845.1,7349.5,4595.7,4271.3,5824.7,3248.3,3745.3,5368.5,3638,2478.7
X68090_s_at,125.2,157.6,52.4,69.3,221,157.4,289,268.3,245.6,168.3
X68149_at,16,18.2,25.8,12.1,36.8,21.8,28.2,42,20.6,33.2
X68194_at,0,0,0,0,0,0,0,0,0,0
X68242_at,0,0,0,0,0,0,0,0,0,0
X68264_rna1_at,34.9,61.2,54.5,36.7,64.8,22.8,74.5,95,58.1,45.8
X68277_at,0,0,0,0,0,0,0,0,0,0
X68285_s_at,16.9,44.6,5.3,40.7,31.2,44.6,44.9,91.4,40.6,34.5
X68314_at,0,0,0,0,0,0,0,0,0,0
X68486_at,0,0,0,0,0,0,0,0,0,0
X68487_at,0,0,0,0,0,0,0,0,0,0
X68505_s_at,46.1,21.1,74.1,57.1,50.4,31.1,48.9,126.7,47.2,76.1
X68560_at,0,0,0,0,0,0,0,0,0,0
X68561_at,74.3,90.8,59.5,67,45,62.1,77.9,81.8,49.1,41.1
X68688_rna1_s_at,677.3,431.8,540.1,440.7,519.2,496.4,139.1,415.8,377.2,479.6
X68733_rna1_at,933.2,2299.7,2184.4,1400.6,740.1,351.7,628.1,999.7,385.9,836.3
X68742_at,0,0,0,0,0,0,0,0,0,0
X68836_at,217.1,202.9,261.2,289.1,433.4,470.9,689,1089.3,396.2,749.4
X68985_s_at,67.3,44.9,54.5,36.7,52.4,95.2,131.5,207,86.9,158.8
X68994_at,42.6,35.7,47.1,41.8,32.6,48.8,146.5,57.4,54.8,50.1
X69089_at,64.3,16.9,33.5,71.3,127.6,76.1,24.3,52.3,122.9,99.4
X69090_at,18.3,15.7,13.4,15.8,16.4,22.1,22,29.9,14.9,29.4
X69111_at,0,0,0,0,0,0,0,0,0,0
X69115_at,0,0,0,0,0,0,0,0,0,0
X69116_s_at,0,0,0,0,0,0,0,0,0,0
X69141_at,0,0,0,0,0,0,0,0,0,0
X69150_at,13142.9,18313.5,13010.8,14795.4,10184.8,8989.5,9780.7,7768.6,12707.7,13870.4
X69391_at,4812.8,7964.1,5693.5,6169.5,4283.9,3791,3955.5,4718.1,4967.3,3856.5
X69398_at,86,76.2,34.6,69.7,66.5,87,74.5,65.2,78.4,110.7
X69433_at,0,0,0,0,0,0,0,0,0,0
X69550_at,0,0,0,0,0,0,0,0,0,0
X69636_at,0,0,0,0,0,0,0,0,0,0
X69654_at,0,0,0,0,0,0,0,0,0,0
X69699_at,0,0,0,0,0,0,0,0,0,0
X69819_at,461,475.2,296.6,302.1,393.1,404.7,657,300.1,458.6,593.9
X69838_at,462.5,243.4,438.5,148.6,391.5,399.5,345.3,377.2,394.5,322
X69878_at,0,0,0,0,0,0,0,0,0,0
X69886_s_at,0,0,0,0,0,0,0,0,0,0
X69908_rna1_at,2068.9,1954.4,2222.7,947.9,1440.5,874.1,1267,1290.2,1012.4,962.2
X69910_at,0,0,0,0,0,0,0,0,0,0
X69920_s_at,0,0,0,0,0,0,0,0,0,0
X69950_s_at,102.1,151.1,184.3,130.3,96,144.3,190.6,152.3,89.2,55.2
X69962_s_at,0,0,0,0,0,0,0,0,0,0
X69978_at,218.4,223.7,282.4,118.8,268.2,242.3,188.5,153.3,161.5,148.7
X70040_at,351.4,321.8,270,275.7,314.7,380.2,104.4,389.7,402,307.5
X70070_at,48.5,46.9,53.4,86.1,32.6,51.7,65.2,70.7,42.1,84.4
X70083_at,37.1,26.4,49.2,38.4,38.9,37.4,49,49,39.8,112
X70218_at,897.2,875.1,732.4,889.7,784.3,728.9,663.4,773.6,756.5,886
X70297_at,0,0,0,0,0,0,0,0,0,0
X70340_at,0,0,0,0,0,0,0,0,0,0
X70394_at,0,0,0,0,0,0,0,0,0,0
X70476_at,887.4,1072.7,646.8,1246.3,757.5,618,514.8,749.4,613.7,370.9
X70649_at,481.4,454.6,567.1,606.4,547.7,409.4,340.3,355.1,412.1,261.5
X70683_at,0,0,0,0,0,0,0,0,0,0
X70811_at,0,0,0,0,0,0,0,0,0,0
X70940_s_at,67.6,143.6,128.4,93.9,129.5,159.1,205.8,57.5,36.3,81.2
X70944_s_at,0,0,0,0,0,0,0,0,0,0
X70991_at,368.6,191.4,481.9,285.4,494.5,365.2,415.8,501.3,389.8,996.1
X71125_at,30.2,55.9,15.5,23.8,12.9,46.6,36.7,30.4,38,3.3
X71129_at,781.9,912.9,649.6,556.6,673.3,774.1,483.4,412,518.9,408.8
X71135_at,22.7,71.3,33.1,77,47.1,127.5,82.9,18.9,75.7,11.3
X71345_f_at,85,69.8,92.4,67.9,69.9,7.3,95,79.5,52.3,91.3
X71348_at,0,0,0,0,0,0,0,0,0,0
X71428_at,2691.8,2584.1,2618.7,2592.1,2331.9,4712.5,3032.9,2719.9,2703.3,2840.4
X71490_at,0,0,0,0,0,0,0,0,0,0
X71661_at,0,0,0,0,0,0,0,0,0,0
X71874_cds1_at,1744.9,1568.6,722.5,1303.6,940.7,1282.2,848.2,773.9,1393.7,1179.9
X71877_at,89.5,94.7,92.3,123.3,87.4,137.5,158.8,83.2,172.3,187.3
X71973_at,2727.5,1906.5,1919.4,1924.7,2588.7,2638.7,2212.9,2387.4,3022.9,3109.6
X72012_at,0,0,0,0,0,0,0,0,0,0
X72177_rna1_at,89.1,84.9,141.6,385,96.9,418,287,887.1,173,167.6
X72304_at,0,0,0,0,0,0,0,0,0,0
X72308_at,54.8,98.1,21.4,42.5,89.6,44.4,137.6,91.9,40.5,89.1
X72475_at,133.3,18.8,135.5,86.5,96.1,134.8,253.4,230.1,112.5,17.8
X72632_s_at,0,0,0,0,0,0,0,0,0,0
X72727_at,0,0,0,0,0,0,0,0,0,0
X72755_at,0,0,0,0,0,0,0,0,0,0
X72790_at,0,0,0,0,0,0,0,0,0,0
X72841_at,0,0,0,0,0,0,0,0,0,0
X72879_at,10.2,2.7,2.9,0.7,12.7,1.9,5.8,23.2,6.1,7.4
X72882_at,8.1,7.6,10.5,10.7,5.1,7.3,19.8,14.8,10.2,9.4
X72889_at,0,0,0,0,0,0,0,0,0,0
X72925_at,0,0,0,0,0,0,0,0,0,0
X72964_at,0,0,0,0,0,0,0,0,0,0
X73079_at,0,0,0,0,0,0,0,0,0,0
X73113_at,184.7,159,166.7,154.4,133.1,190.1,219,171.6,183.5,319.6
X73358_s_at,0,0,0,0,0,0,0,0,0,0
X73460_at,12186.1,15748.5,12139.1,11919.6,10999.4,11167.5,11784.3,10444.4,11378.5,12475.4
X73478_at,0,0,0,0,0,0,0,0,0,0
X73501_at,0,0,0,0,0,0,0,0,0,0
X73608_at,0,0,0,0,0,0,0,0,0,0
X73874_at,0,0,0,0,0,0,0,0,0,0
X73882_at,0,0,0,0,0,0,0,0,0,0
X74008_at,0,0,0,0,0,0,0,0,0,0
X74039_at,0,0,0,0,0,0,0,0,0,0
X74104_at,0,0,0,0,0,0,0,0,0,0
X74142_at,0,0,0,0,0,0,0,0,0,0
X74262_at,0,0,0,0,0,0,0,0,0,0
X74295_at,0,0,0,0,0,0,0,0,0,0
X74301_s_at,0,0,0,0,0,0,0,0,0,0
X74328_rna1_at,14.5,15.7,14.2,15.6,11.5,73,24.3,32.9,27.6,15
X74330_at,52.4,64.5,17.1,20.2,71.3,70.4,30.2,89.1,78.8,98.8
X74331_at,0,0,0,0,0,0,0,0,0,0
X74496_at,0,0,0,0,0,0,0,0,0,0
X74570_at,0,0,0,0,0,0,0,0,0,0
X74614_at,150.1,61,94.7,158.4,108.5,161.1,207,168.9,143.4,119.6
X74764_at,357.7,199.5,394.7,126.7,333.3,197.5,299.5,376.6,258.9,337
X74794_at,0,0,0,0,0,0,0,0,0,0
X74795_at,534.4,599.5,558.1,333.3,425.4,698.4,804.1,670.8,542,431.3
X74801_at,398.1,662,436.8,568.5,422.9,339.4,412.4,542.4,241.9,364.2
X74819_at,53.7,42.1,69.8,68.2,49.3,30.2,9.3,5.2,27.8,78
X74837_at,0,0,0,0,0,0,0,0,0,0
X74874_rna1_s_at,714.7,831.8,1072.6,850.3,1246.3,974.2,947.1,853.8,1001.4,1457.1
X74929_s_at,0,0,0,0,0,0,0,0,0,0
X74987_s_at,0,0,0,0,0,0,0,0,0,0
X75042_at,267.4,397.4,228.6,127.8,386.9,381.9,737.2,560.1,710.6,595.9
X75091_s_at,324.6,256.6,349,421.2,318.9,213.8,160.2,285.7,107.8,51.7
X75208_at,0,0,0,0,0,0,0,0,0,0
X75252_at,0,0,0,0,0,0,0,0,0,0
X75304_at,0,0,0,0,0,0,0,0,0,0
X75308_at,0,0,0,0,0,0,0,0,0,0
X75315_at,0,0,0,0,0,0,0,0,0,0
X75342_at,471,316.8,245,284.7,325.9,218.7,347.4,302.6,330.2,353.8
X75346_s_at,300.8,231.8,162.1,187.7,389,223.4,413.1,406.6,438.2,662
X75535_at,251.8,215.2,201.4,253.2,191.9,155.2,194,233.8,221.1,168.7
X75546_at,271.5,314.4,80.5,89.7,207.1,290.6,198.9,384.5,159.5,529.7
X75593_at,0,0,0,0,0,0,0,0,0,0
X75755_rna1_s_at,141.6,142.9,252.7,208.5,182.2,234.5,260.4,250.8,235.2,358.1
X75756_at,0,0,0,0,0,0,0,0,0,0
X75861_at,0,0,0,0,0,0,0,0,0,0
X75917_at,0,0,0,0,0,0,0,0,0,0
X75918_at,0,0,0,0,0,0,0,0,0,0
X75958_at,0,0,0,0,0,0,0,0,0,0
X75962_at,0,0,0,0,0,0,0,0,0,0
X76013_at,1445.1,1478.8,1438.1,1152.1,1253.8,1372.9,1121.4,1170.6,1382.3,1179.4
X76029_at,48.2,76.4,83.5,77.2,26.4,26.5,39.7,15.3,12.7,84.1
X76040_at,0,0,0,0,0,0,0,0,0,0
X76057_at,0,0,0,0,0,0,0,0,0,0
X76059_at,50.7,21.1,15.7,26.9,16.8,28.8,22.2,7,50.8,16.9
X76061_at,0,0,0,0,0,0,0,0,0,0
X76092_at,0,0,0,0,0,0,0,0,0,0
X76104_at,224.9,127,205.2,107,292.3,469.9,276.7,313.2,477.1,294.7
X76105_at,0,0,0,0,0,0,0,0,0,0
X76132_at,36.4,6.2,7.8,8.7,41.1,43.5,38.9,48.9,23.2,62.4
X76180_at,0,0,0,0,0,0,0,0,0,0
X76223_s_at,646,633.7,638.5,285,760.5,385,551.6,640.9,428.3,891.5
X76228_at,0,0,0,0,0,0,0,0,0,0
X76302_at,304.5,280,459.7,289,324.2,257.5,367.1,369.4,280.2,312.3
X76342_at,0,0,0,0,0,0,0,0,0,0
X76383_at,0,0,0,0,0,0,0,0,0,0
X76498_at,9.2,43.7,30.1,6.2,28.5,36.7,57,47.6,21.9,12.7
X76534_at,0,0,0,0,0,0,0,0,0,0
X76538_at,448.9,487.9,480.1,494,378.9,419.7,504.7,357.6,458.7,466.7
X76648_at,0,0,0,0,0,0,0,0,0,0
X76717_at,0,0,0,0,0,0,0,0,0,0
X76732_at,201.4,603.9,290.6,862.2,308.8,271.9,255.6,412.8,109.5,309.8
X76770_at,293,248.6,158.2,308.3,269.2,335.2,359.1,489.4,320.6,161.1
X76942_s_at,105.3,52.9,86.9,127,73.1,118.1,147.4,170.1,133.2,32.5
X77094_at,189.5,261.9,187.2,232.5,232.2,196.4,282.4,169.6,187.7,297.8
X77166_at,0,0,0,0,0,0,0,0,0,0
X77197_at,0,0,0,0,0,0,0,0,0,0
X77307_at,43.1,17.7,17.8,21.9,44.9,56.5,37.5,28.2,48,72.6
X77366_at,0,0,0,0,0,0,0,0,0,0
X77383_at,0,0,0,0,0,0,0,0,0,0
X77533_at,18.6,16.3,18.1,12.3,19.9,27.7,12.3,16.5,9.1,11.6
X77548_at,0,0,0,0,0,0,0,0,0,0
X77567_s_at,294.6,163.2,181,200.9,190.5,171.2,241.6,211.1,194.9,377
X77584_at,2075.3,2906.6,2301.9,3581.3,1940.8,1457.2,1230.6,1612.6,1724.3,1249.3
X77588_s_at,588.2,711,710.1,702.8,644.7,585,738.5,688.4,451.6,416.3
X77737_at,0,0,0,0,0,0,0,0,0,0
X77744_at,0,0,0,0,0,0,0,0,0,0
X77748_at,0,0,0,0,0,0,0,0,0,0
X77753_at,0,0,0,0,0,0,0,0,0,0
X77777_s_at,1467.8,615.8,893.8,605.7,1085.6,223.9,1344.7,366,919,198.6
X77794_at,0,0,0,0,0,0,0,0,0,0
X77909_at,283.5,189.6,264.9,149.2,299.4,164.7,134.5,266.6,304.4,154.2
X77922_s_at,0,0,0,0,0,0,0,0,0,0
X78031_at,61.6,93.2,120,106.9,100.7,98.4,157.5,128.6,75.8,50.1
X78121_at,7.6,12.1,5.1,4.7,4.5,12.6,7.8,25.7,6,9.9
X78136_at,2657.2,4764.9,3362.6,2809.5,4313.1,3203.3,2927.9,3928.1,3055.5,4106.1
X78338_at,236.3,153.9,245.6,275.5,325.5,384.2,431.4,365.5,311.9,294.5
X78342_at,0,0,0,0,0,0,0,0,0,0
X78416_s_at,0,0,0,0,0,0,0,0,0,0
X78520_at,0,0,0,0,0,0,0,0,0,0
X78549_at,0,0,0,0,0,0,0,0,0,0
X78565_at,0,0,0,0,0,0,0,0,0,0
X78578_at,0,0,0,0,0,0,0,0,0,0
X78627_at,0,0,0,0,0,0,0,0,0,0
X78669_at,0,0,0,0,0,0,0,0,0,0
X78678_at,0,0,0,0,0,0,0,0,0,0
X78686_at,0,0,0,0,0,0,0,0,0,0
X78687_at,694.8,570.5,553.6,610,631.5,354.8,548.8,388.5,422.3,757.9
X78706_at,0,0,0,0,0,0,0,0,0,0
X78710_at,150.8,203.3,137.2,204.3,201.1,203.8,243.7,235.5,197.1,153.3
X78711_at,51.2,85.3,80.6,100.1,68.5,53.3,121,44.2,97.1,69.4
X78712_at,12,11.7,6.1,7.2,4.6,6.3,12.8,8.9,16.7,16.7
X78817_at,0,0,0,0,0,0,0,0,0,0
X78924_at,231.2,106.4,226.7,157.9,173.9,275.2,313.2,354.9,306.7,182
X78925_at,0,0,0,0,0,0,0,0,0,0
X78926_at,0,0,0,0,0,0,0,0,0,0
X78932_at,0,0,0,0,0,0,0,0,0,0
X78933_at,0,0,0,0,0,0,0,0,0,0
X78992_at,2352.1,2240,3511,2414.3,3978.9,3879.5,2550.2,2573.2,4052.7,3535.4
X79066_at,0,0,0,0,0,0,0,0,0,0
X79067_at,52.3,81.2,119.6,26.1,33.2,134.9,37.4,87.9,108.7,51.3
X79200_at,0,0,0,0,0,0,0,0,0,0
X79200_s_at,0,0,0,0,0,0,0,0,0,0
X79201_at,0,0,0,0,0,0,0,0,0,0
X79204_at,0,0,0,0,0,0,0,0,0,0
X79234_at,7839.5,8736.5,7782.9,4958.3,6819.7,4042.7,5662.2,5474.6,5593.1,4902.9
X79353_at,0,0,0,0,0,0,0,0,0,0
X79439_at,52.6,60.4,229.5,158.8,157.3,213.1,75.2,82.7,71.4,375
X79440_at,157.3,140,192.6,162.4,342,90.8,172.5,199.3,183.1,244.9
X79483_at,0,0,0,0,0,0,0,0,0,0
X79510_at,190.9,149.3,184.8,108.9,198.3,230.9,252.8,380.1,240.4,264
X79536_at,0,0,0,0,0,0,0,0,0,0
X79568_at,18.6,12.7,18,21.6,59.1,24.9,68.1,23.1,64.3,14.1
X79683_s_at,749,370.3,660.8,384.3,710.6,422.7,480.2,447.7,572.7,886.1
X79780_at,206.8,93.2,131.2,48.9,163.8,176.9,102.7,157.9,175.5,103.7
X79781_at,68.8,53.8,67.6,116.4,66.7,139,94.5,149.8,86.6,143.8
X79865_at,470.6,929.2,526,861.2,432.2,315,300.5,270,379.8,369.1
X79882_at,1342.5,3111.6,1217.3,1510.7,1635.8,1061.3,1076.8,1267.7,977.6,1461.2
X79888_at,0,0,0,0,0,0,0,0,0,0
X79981_at,0,0,0,0,0,0,0,0,0,0
X79984_at,0,0,0,0,0,0,0,0,0,0
X80026_at,0,0,0,0,0,0,0,0,0,0
X80062_at,171.1,161.9,94.3,102.9,90.2,51.1,100.2,70.2,104.6,21.2
X80198_at,0,0,0,0,0,0,0,0,0,0
X80199_at,0,0,0,0,0,0,0,0,0,0
X80200_at,1061.6,1073.8,1246.7,1509.9,1234.2,1341.5,1309.5,1297.7,1461.7,1337.3
X80230_at,430.4,311.5,382.2,489.3,461.4,722.6,572.7,649.3,618.1,492.8
X80343_at,28.2,35.1,50.6,50.2,33.4,61.9,58.8,60.6,40.1,39.9
X80497_at,0,0,0,0,0,0,0,0,0,0
X80507_at,114.2,177.1,125.4,150.1,128.3,105.4,169,332.6,126.6,113
X80590_at,93.8,142,162.2,144,122.5,163.8,152.7,144.9,130.9,140.8
X80692_at,0,0,0,0,0,0,0,0,0,0
X80695_at,986.4,1413.2,502.5,565.7,863.1,698.9,833.3,1134.1,545.8,643.2
X80754_at,0,0,0,0,0,0,0,0,0,0
X80763_s_at,127.2,27.1,20.6,23.3,13.9,77.8,37.8,74.3,41.4,105.4
X80818_at,0,0,0,0,0,0,0,0,0,0
X80822_at,6061.3,9177.1,5252.7,4770.3,4791.2,5176.7,6872,5664.8,4338.9,4131
X80878_at,0,0,0,0,0,0,0,0,0,0
X80907_at,477.9,447.4,395.9,313.5,484.2,633.4,565.3,602.7,588,421.5
X80909_at,3126.3,3888.6,4341.3,3338.3,2986,2406.2,2273.3,2434.1,3061.7,2636.7
X80910_at,0,0,0,0,0,0,0,0,0,0
X80915_rna1_at,45.5,85.9,117.5,63,25.2,137,132.6,95.8,73.6,138
X80923_at,39.9,22.6,33.9,46.1,23.9,60.8,82.2,50.6,19.4,12.8
X81003_at,1550.6,1249.2,1457.6,1252.7,1358,1619.5,1117.5,1631.9,1390.8,1243.8
X81198_at,0,0,0,0,0,0,0,0,0,0
X81333_at,48.9,40.5,45.6,61.2,45.5,59.8,44.8,7.3,37.2,13.1
X81372_at,17.7,14.5,21.7,22.8,16.7,18.7,3.3,61.2,32.6,35.6
X81420_at,0,0,0,0,0,0,0,0,0,0
X81438_at,0,0,0,0,0,0,0,0,0,0
X81479_at,0,0,0,0,0,0,0,0,0,0
X81625_at,0,0,0,0,0,0,0,0,0,0
X81636_at,0,0,0,0,0,0,0,0,0,0
X81637_at,0,0,0,0,0,0,0,0,0,0
X81788_at,338.1,305.5,317.4,399.8,245.9,199.8,203,239.6,184.1,181.2
X81817_at,0,0,0,0,0,0,0,0,0,0
X81832_s_at,0,0,0,0,0,0,0,0,0,0
X81836_s_at,0,0,0,0,0,0,0,0,0,0
X81851_s_at,10.4,7.6,4.7,2.8,6.4,9,5.5,16.1,2.6,13.7
X81882_at,0,0,0,0,0,0,0,0,0,0
X81889_at,68.2,78.8,109.5,71.5,88.2,122.7,128,164.7,119.9,146.5
X81892_at,52,33.3,33.3,37.5,54.3,66.6,29.6,21.7,60,29.2
X81895_at,0,0,0,0,0,0,0,0,0,0
X82018_at,0,0,0,0,0,0,0,0,0,0
X82068_at,26.5,19.5,3.2,17.2,13.3,7,8.8,21.7,26.7,6.8
X82103_at,145.9,187.6,170.3,237.1,152.4,164.6,204.2,216.4,187,190.4
X82125_at,0,0,0,0,0,0,0,0,0,0
X82153_at,0,0,0,0,0,0,0,0,0,0
X82200_at,0,0,0,0,0,0,0,0,0,0
X82206_s_at,828.9,865.8,447.6,496.9,692.9,567.2,526.5,625.2,509.7,580.9
X82207_at,387.3,504.7,488.8,311.7,532.3,521.1,701.7,752.2,567.5,378.9
X82209_at,207.5,75.6,238.2,137.9,219.3,129.2,181.9,305.8,216.6,169.1
X82224_at,87,19.4,64,62.6,58,73.6,29.3,93.8,65.6,59.8
X82240_rna1_at,64.6,24.8,36.9,44.1,57.3,24.1,61.7,48.6,58.8,15.5
X82279_s_at,16,63.5,54.2,34.7,29.3,44.5,22.8,27.2,17.4,21.7
X82324_at,30.4,17.9,14.4,28.7,19.9,34,17.9,42.8,24.7,47.2
X82434_at,0,0,0,0,0,0,0,0,0,0
X82456_at,0,0,0,0,0,0,0,0,0,0
X82494_at,247.4,225.5,289.4,226.4,172.3,641.9,376.7,875,172.9,1137.9
X82539_at,14,21.1,2,3,10.3,4.4,6,4.3,1.8,4.2
X82554_rna1_at,122.7,51.7,131.6,100.4,125.1,144.6,108,175.8,119.1,108.1
X82629_at,0,0,0,0,0,0,0,0,0,0
X82634_at,82.4,74.6,81.1,88.9,55.2,94.7,186.8,138.3,74.4,122.2
X82676_at,7.3,25.4,16.2,33.6,34.3,65.1,17.8,117.3,7.5,72.1
X82693_at,0,0,0,0,0,0,0,0,0,0
X82835_at,0,0,0,0,0,0,0,0,0,0
X82850_s_at,1402.8,832.6,1157.4,766.4,1204.5,1631.4,1390.2,1835.2,1053.6,1022.6
X82877_at,100.6,127.4,124,105.5,115.8,101.5,49.3,132,107.2,66.1
X82895_at,0,0,0,0,0,0,0,0,0,0
X83107_at,0,0,0,0,0,0,0,0,0,0
X83127_at,0,0,0,0,0,0,0,0,0,0
X83218_at,2028.4,2245,1615.7,2150.1,1768.3,1199,1223.2,1145.9,1547.7,1708.9
X83228_at,0,0,0,0,0,0,0,0,0,0
X83301_s_at,0,0,0,0,0,0,0,0,0,0
X83368_at,0,0,0,0,0,0,0,0,0,0
X83378_at,0,0,0,0,0,0,0,0,0,0
X83412_at,80.7,39,219.9,94.8,62.6,72,55.8,51,40.2,136.8
X83416_s_at,322.3,276.3,470.5,458.8,402.7,414.5,327.7,535.1,326.8,710.3
X83425_at,0,0,0,0,0,0,0,0,0,0
X83441_at,72.5,74.5,50.4,65.4,48,93.6,75.7,153,81,77
X83490_s_at,127.5,154.2,91.4,101.8,123.4,178.5,39,60.1,51.4,179.5
X83492_at,0,0,0,0,0,0,0,0,0,0
X83492_s_at,0,0,0,0,0,0,0,0,0,0
X83535_s_at,0,0,0,0,0,0,0,0,0,0
X83543_at,0,0,0,0,0,0,0,0,0,0
X83572_at,153.9,142.7,178.3,153.6,133.6,347.5,366,463.7,268,306.9
X83573_at,173.5,57.5,254.9,105.6,147,171.9,225.8,195,281.4,260
X83618_at,0,0,0,0,0,0,0,0,0,0
X83703_at,2.6,3.5,20.1,28.9,2.6,3.1,25.7,12.4,4,10.4
X83705_s_at,21.8,116.3,77.6,83.5,140.1,97.1,127.5,178.7,103.7,73.6
X83857_s_at,0,0,0,0,0,0,0,0,0,0
X83863_at,38.3,25.4,24.1,12.7,7.6,35.6,74,41.4,12.4,99.3
X83928_at,0,0,0,0,0,0,0,0,0,0
X83929_s_at,0,0,0,0,0,0,0,0,0,0
X83973_at,248.7,230.7,167.2,177.4,244.8,268.5,155.3,258.8,144.2,190.8
X84002_at,158.4,149,104.7,179.9,179.8,119.4,75.7,168.7,92.5,167.1
X84003_at,11.7,2.5,1.1,1.4,10.6,0.9,32.9,30.8,15.4,4.1
X84194_at,80.2,73.3,117.5,132.6,96.5,194.3,140.4,143.2,118.6,81.6
X84195_at,0,0,0,0,0,0,0,0,0,0
X84213_s_at,0,0,0,0,0,0,0,0,0,0
X84373_at,0,0,0,0,0,0,0,0,0,0
X84707_rna1_at,19.1,14.9,13.1,19.9,23.5,31.5,37.2,26.1,30.2,21.1
X84709_at,0,0,0,0,0,0,0,0,0,0
X84740_at,94.8,197.5,126.5,175.4,138.6,166.2,149.1,167.8,134.9,98.3
X84746_at,20,64.3,43.1,75.6,34.1,92.1,23.4,36.2,32.8,23.9
X84908_at,0,0,0,0,0,0,0,0,0,0
X85106_at,440.6,551,474.3,306.1,388.9,320.1,246.3,304.5,347.8,247.2
X85116_rna1_s_at,0,0,0,0,0,0,0,0,0,0
X85133_at,159.4,105.1,203.5,134.8,170.6,75.2,101,90,184.4,80.6
