ID_REF,GSM313263,GSM313264,GSM313265,GSM313266,GSM313267,GSM313268,GSM313269,GSM313270,GSM313271,GSM313272,GSM313273,GSM313274,GSM313275,GSM313276,GSM313277,GSM313278,GSM313279,GSM313280,GSM313281,GSM313282,GSM313283,GSM313284,GSM313285,GSM313286,GSM313287,GSM313288,GSM313289,GSM313290,GSM313291,GSM313292,GSM313293,GSM313294,GSM313295,GSM313296,GSM313297
4,7.50275,7.39405,8.04655,7.45945,7.44035,6.9834,7.94725,7.50215,7.56195,7.56035,7.3475,7.6414,7.28155,7.7073,7.69225,7.5159,7.09955,6.92985,8.02185,7.9434,7.3041,8.96615,7.77585,7.5296,7.73115,7.52185,8.25955,7.82125,8.29825,7.63945,7.39145,7.7412,7.2057,7.2588,7.97
5,7.6566,7.7313,8.43455,7.84705,8.21375,7.88965,8.51245,8.82045,8.51825,7.9659,8.7459,7.8765,8.66285,8.0512,9.36625,8.94945,8.3573,8.3299,8.21385,8.4034,7.9271,8.42935,8.24265,8.10845,8.8849,8.37045,8.2605,8.3101,7.9423,8.19855,8.85345,8.0157,8.372,8.65805,9.1613
12,9.32675,9.47755,9.28045,8.769,9.8372,9.97815,9.8647,9.5345,9.1245,9.56525,10.11635,9.6756,9.52905,9.5544,9.81625,10.463,10.836,10.1115,9.4567,8.89075,9.64185,9.2593,9.9829,9.88865,9.84335,9.68635,10.0125,9.61585,10.0816,9.8124,10.248,9.24345,10.145,9.8133,8.93385
15,7.08765,7.0302,7.7417,6.5999,6.7667,6.56615,7.20795,7.1841,7.23705,7.1444,6.83535,6.7753,6.7471,7.0374,7.66975,7.00715,7.1366,7.07245,7.4322,6.89425,6.3927,8.5466,7.5096,6.8608,7.4857,7.05925,7.79155,6.65395,7.97255,7.3912,7.07615,6.8333,6.97545,6.6654,6.35345
17,7.32485,7.64055,8.9241,7.0494,7.0667,6.965,8.02755,7.784,7.7121,7.5713,7.1666,7.18735,6.90165,7.33265,8.3071,7.54985,7.55085,7.156,8.26785,7.1677,6.91485,9.9396,8.1622,7.23495,8.07385,7.0488,8.8097,7.2077,9.34295,8.4657,7.4539,7.38535,6.9236,7.1392,6.70945
19,7.43255,7.86055,8.3841,9.14465,8.82685,8.6205,9.4418,9.04805,8.65625,8.89625,8.3736,9.20815,9.0621,8.81255,8.22445,8.26225,9.6236,9.21845,8.9896,8.6457,8.8848,7.8716,8.6273,8.6558,9.284,8.41955,8.34295,9.6569,8.51485,8.8799,9.2827,9.2329,8.6018,8.63845,8.68545
20,7.60615,8.1549,8.6467,8.4424,8.0151,8.08405,8.70165,8.22685,8.09325,8.5578,7.9677,8.3228,8.01645,8.42995,8.34715,8.98235,8.86355,8.2856,8.51175,8.0523,8.27495,9.28435,8.60485,7.8656,8.28035,8.20695,8.97155,8.3,9.1778,8.43235,8.5221,8.43025,8.218,8.10705,8.33075
24,8.12295,8.2792,8.3672,8.56875,9.145,9.19125,8.7743,8.713,8.89985,8.88635,9.2983,9.02715,9.0442,8.8508,8.2918,8.5097,8.74415,9.30325,9.0206,9.3334,8.73615,7.2185,8.2358,10.5454,8.97205,9.51135,9.3426,8.7164,8.8097,9.18385,8.56205,9.39375,9.7141,9.3507,9.18015
25,9.42005,8.4488,8.23285,9.33775,9.2561,8.9417,8.7158,9.14725,9.7636,9.7745,8.7638,9.0473,9.1218,9.2556,8.6309,9.4301,9.82355,9.08065,9.0663,9.1393,9.41735,7.69785,8.53255,10.0938,8.52545,9.15165,9.14755,9.4869,8.124,9.24115,8.6777,9.6128,9.2238,9.4322,9.41705
31,8.26255,7.6124,7.91675,7.76345,8.3854,7.54595,7.6782,7.36845,8.3524,7.3971,7.81515,7.67115,8.06205,7.35845,7.58375,7.8008,7.33065,7.56445,7.64765,7.4813,7.30265,7.57975,7.6709,9.1579,7.3332,7.7785,7.33155,7.5068,7.4992,7.82675,7.66615,7.9005,7.5176,8.58715,8.50705
32,7.1742,7.2883,7.68875,6.58415,6.81255,6.58425,7.26225,7.19475,7.235,7.2566,6.7893,6.7575,6.83905,6.92305,7.7672,7.28215,7.4248,6.8627,7.3472,6.7405,6.49795,8.5478,7.33445,6.753,7.50985,7.0231,7.6464,6.78135,8.12625,7.44915,7.04995,6.95305,6.91195,6.88235,6.6133
34,8.283,8.49705,8.2396,8.47175,8.57695,8.62485,8.5854,8.3368,8.93715,8.0765,8.7647,8.38215,8.39515,8.35165,8.9162,8.5594,8.32785,8.62325,8.3667,8.28735,8.2345,8.4141,8.1184,8.2859,9.09995,8.24255,8.10345,8.05745,7.8215,8.3854,8.4705,8.2935,8.80395,8.93825,8.40675
39,8.3797,9.05025,9.87935,8.5687,8.7023,8.235,9.12235,8.49175,9.52015,8.37885,8.993,8.52745,8.32605,8.5569,8.8004,9.5956,8.2553,8.72875,8.94915,8.26805,8.5953,9.3407,9.1415,8.6596,9.36895,8.5686,8.8398,8.33215,9.3633,8.80575,8.88475,8.693,8.7613,8.8596,8.4447
40,8.6042,8.8606,8.71955,8.7289,8.4954,8.5929,9.31885,9.4589,8.44655,9.2986,8.51425,9.21545,9.02375,8.61555,10.975,9.03485,9.3521,8.5051,8.99235,9.62315,8.6738,9.84065,8.51185,9.19615,9.10905,8.7715,9.38805,10.338,9.67015,8.9432,9.52445,8.61455,8.5991,8.8311,8.9532
54,9.55595,8.3132,9.6387,9.0373,8.8533,9.75155,9.36875,9.6523,9.07955,9.22525,9.2303,9.7471,8.8063,9.03785,9.17325,8.8208,8.99795,9.296,10.01425,8.0656,9.597,9.26265,9.46385,9.69135,9.4911,9.44825,10.6415,9.16985,9.36105,8.9432,8.73115,8.46975,9.18,9.4319,9.17845
58,8.07145,8.681,7.706,8.09355,8.61585,8.59605,8.39545,7.74685,9.3498,8.85135,7.63425,8.01565,8.1381,7.6363,7.7059,7.8284,9.2531,8.69035,8.409,9.1603,8.3396,7.17795,7.9762,7.8817,6.98795,8.3444,9.5171,7.88835,7.4748,7.8771,8.22915,7.93875,8.0055,8.1463,8.3032
62,8.19085,8.11435,8.63035,7.38555,7.3571,7.3276,7.9907,7.9073,7.97615,7.48645,7.8619,7.51795,7.8882,7.4252,8.4398,8.028,8.71505,7.82115,7.7259,7.38805,7.4299,8.8936,8.17345,7.15665,8.06155,7.3167,8.56605,7.3673,8.3232,7.623,7.6867,7.72535,7.6789,8.0712,7.23515
68,7.693,8.036,8.67775,7.7889,7.233,7.0866,8.1544,7.6515,7.49075,7.7797,7.5457,7.8148,7.4036,7.765,8.19305,7.9247,7.9788,7.92655,7.9847,7.55945,7.5208,9.4066,8.1945,7.3883,8.20085,7.85785,8.6435,7.60455,8.79405,7.9382,7.7201,7.82855,7.7161,7.43765,7.59985
72,9.16225,9.00725,8.8306,8.3088,9.6195,9.11985,8.6725,8.8337,8.1616,9.44165,8.36385,9.07465,8.90575,9.37515,7.5493,8.67975,8.58905,8.0934,8.3769,9.36305,8.56635,8.5171,8.1092,9.33885,8.24615,8.30625,9.6039,9.70725,8.34125,9.2572,8.6222,9.60195,8.6821,9.06285,7.78445
73,7.65925,7.76835,8.3694,6.77905,6.99355,6.66165,7.492,7.5078,7.3294,7.51,6.90015,6.9987,6.8719,7.2206,7.96015,7.31775,7.39745,7.58775,7.79505,6.90135,6.5776,9.24355,8.21835,6.75765,8.1102,7.1836,8.74945,6.8994,8.63825,7.53525,7.3227,7.4446,7.11135,6.8047,6.7467
75,7.0383,7.87945,8.1518,7.6245,7.7491,7.68235,7.619,7.41755,7.991,7.4043,8.51175,7.43845,7.72545,7.3026,7.9669,7.7485,7.6553,7.1594,7.4447,7.4082,7.73595,7.53575,7.8298,7.47685,7.39555,8.05915,7.5544,7.68935,7.52045,7.49515,7.85835,7.386,7.71675,8.2154,7.6263
78,7.6078,7.50495,7.49495,8.0459,7.66755,8.15705,7.599,7.8809,7.7855,7.8091,8.31935,7.8814,8.3351,7.54315,7.62155,7.4383,7.57105,7.8302,7.81445,7.6362,7.5983,6.91775,7.4927,7.9987,7.47585,8.0506,7.11895,7.788,7.14965,7.7409,8.3801,7.6562,7.9185,8.072,7.8794
81,8.0345,7.89065,8.59895,7.6335,8.0872,7.79595,8.2782,8.06855,7.43755,8.1387,7.5059,7.449,7.7504,7.73475,8.25045,7.73975,8.8313,7.45805,7.8154,7.56385,7.8305,9.38325,8.4052,7.79115,8.3523,7.53255,8.6642,7.67835,8.76075,8.07925,7.8982,8.2866,7.27735,7.1122,7.01175
83,7.69385,7.48575,7.3148,8.16695,7.89845,7.5371,7.9376,7.49945,7.91025,7.88165,7.60785,7.98155,8.2364,7.79135,7.7305,7.6786,10.0938,7.27275,6.82885,7.59475,8.17015,7.09575,7.69255,8.44135,7.7486,7.57215,7.11775,7.7855,6.82815,8.14125,8.2034,7.97975,7.53795,7.47715,7.45185
85,7.191,7.77015,7.4212,8.4217,7.5529,7.48755,7.56095,7.52565,8.30935,7.53185,8.3217,8.1847,7.6984,8.11915,8.3532,7.1635,7.6181,8.1041,7.44185,7.71345,8.01745,6.8884,7.9335,7.63365,7.0836,7.6874,7.44645,7.9932,7.6563,7.9579,7.3993,7.59565,8.27245,7.86185,8.1739
86,7.49155,7.3427,7.61995,6.6519,6.89475,6.7018,7.4578,7.44605,7.27775,7.16985,6.9155,7.036,7.2749,7.0665,7.70145,7.0217,8.084,7.38645,7.48635,7.21415,6.6264,8.39375,7.33575,7.1385,7.728,7.08755,7.9771,6.86835,7.7274,7.49415,7.1457,7.0094,7.152,7.0623,6.60685
89,7.8015,8.0694,8.4577,7.5184,7.59865,7.43175,8.20905,7.5774,8.03625,7.75725,7.7374,7.79375,7.6846,7.7076,8.5772,7.93485,7.86655,7.7421,8.12275,7.4486,7.47845,9.5213,8.38785,7.49885,8.03,7.56325,8.56725,7.41725,8.2959,8.0039,7.6649,7.63545,7.8256,7.7748,7.5327
93,7.56885,7.7196,7.47345,8.2449,7.679,7.7361,7.55035,7.38035,8.1619,8.0187,8.0163,8.02115,8.269,8.15455,8.01435,7.65135,7.59755,7.94985,8.00435,8.4437,8.32105,7.7242,8.2895,7.9344,8.0492,8.63595,7.5838,8.38115,7.50735,7.81005,7.77865,8.36075,8.16335,7.98425,8.04815
96,8.161,8.0959,7.67625,9.06055,8.8899,8.94495,7.99495,7.85195,8.4332,7.94105,7.9627,8.1574,8.35595,8.51085,7.49125,8.1355,9.125,8.41215,8.1978,8.83085,7.9429,7.15025,8.16255,8.6255,7.53895,8.3769,7.9139,7.74865,7.44745,8.1671,8.2831,8.1036,8.6654,8.3517,8.24215
97,7.54075,8.02,7.46855,8.13235,8.01555,7.72755,7.9776,7.8564,8.25535,8.16245,8.03395,8.1548,8.29945,8.27585,8.37105,7.672,8.55525,8.05555,8.13595,7.9688,8.11095,7.6029,7.715,7.9603,7.84605,8.13765,7.92555,8.57955,7.49385,8.0708,8.32925,8.09605,7.9495,8.17415,7.85065
99,11.103,6.8274,7.24175,7.14685,7.69665,7.8371,8.3926,7.654,7.12555,8.6504,8.1054,7.21155,7.63665,7.35555,7.424,7.27575,10.8135,9.11075,8.176,7.2799,7.33255,7.75235,8.0229,7.9316,8.84255,7.3321,7.0955,6.99705,7.61515,7.5762,8.2997,9.10015,7.666,8.43385,9.08505
100,7.56835,8.0124,7.82385,8.76165,8.312,8.4968,7.86925,8.24305,7.7556,8.24385,8.07735,7.93125,8.08,8.4119,7.50915,7.63275,7.93895,8.21305,8.05035,8.1724,7.8749,7.4471,8.02385,8.43545,7.39815,8.36315,8.03245,9.13285,7.6773,8.1464,8.3347,8.0285,8.5271,8.5104,7.70445
102,8.2089,8.46935,8.6767,7.6047,7.58125,7.52505,8.3386,7.9376,8.07435,7.7579,7.8657,7.62105,7.4551,7.8399,8.7076,8.08935,8.277,7.8312,7.93785,7.8287,7.7426,9.77345,8.5493,7.82045,8.4408,7.74275,8.76515,7.6405,8.58035,7.9828,7.73165,7.912,7.77135,7.98425,7.47745
107,7.7612,7.80355,8.1701,7.4756,7.17115,7.06465,7.91575,7.8647,7.27625,7.45565,7.1021,7.44925,8.1958,7.45555,8.1312,7.53745,7.6792,7.74505,7.79355,7.27725,7.04135,9.3058,8.3512,7.42345,7.9834,7.45665,8.7025,7.1617,8.41555,7.59175,7.39155,7.2641,7.2677,7.1263,7.3984
110,8.411,8.2038,8.16155,8.816,8.5424,8.7866,8.37765,9.1226,9.2762,8.3487,8.8987,8.20675,8.5349,8.2713,8.5146,8.39345,7.8934,8.40085,8.13195,8.37605,8.7191,8.0383,8.27765,8.32565,8.9937,8.2541,8.1367,8.2207,7.8473,8.30335,8.20815,8.03645,8.58585,9.01375,8.5563
113,8.04765,8.41565,7.90375,7.6834,7.936,7.6403,8.3229,7.72195,8.1719,7.53085,8.06205,7.6811,7.96445,7.927,8.74395,8.0923,8.0364,7.8818,7.8745,7.80725,7.67225,8.6681,7.7962,7.9399,8.03305,8.0177,7.9668,8.11325,7.4314,7.65345,7.8842,7.84855,8.1158,8.5398,7.8731
114,8.51215,8.4542,8.03465,8.04065,8.4781,8.7885,8.3947,9.03235,8.98395,8.67585,8.60625,8.83785,8.6714,8.4644,8.10595,9.1973,9.22825,9.0542,8.35455,9.1182,9.0933,7.288,8.1027,9.2295,8.7319,8.59265,8.1133,8.8011,8.6457,8.7535,8.91865,8.9486,9.3076,8.89765,8.69345
115,7.9451,7.9675,7.9896,7.2561,7.4017,7.3276,7.8442,7.60475,7.36425,7.31125,7.2473,7.3075,7.1588,7.4485,8.2505,7.42025,7.8211,7.28605,7.5219,7.37755,7.0784,8.62805,7.78525,7.57105,7.84785,7.50945,8.0752,7.69015,7.83995,7.5178,7.38205,7.25695,7.41905,7.454,7.21715
118,8.53365,8.5089,9.55365,7.92975,7.8868,8.0076,8.7644,8.39235,8.29485,8.10415,7.8464,8.13765,7.8199,8.07305,9.0825,8.11305,8.8507,8.54545,8.6087,7.60535,7.8931,10.0008,9.30995,7.9987,9.016,8.0082,9.4778,7.82395,9.5781,8.2761,8.4609,7.8701,8.0996,7.7688,7.85825
121,7.29435,7.2645,7.64455,7.82095,12.004,6.8217,7.4717,7.4871,7.37465,7.2162,7.27225,7.4398,7.19655,8.0856,7.62815,7.42575,7.33065,7.44795,7.39235,7.30845,7.1265,9.72065,7.6115,11.056,7.375,7.6957,7.8455,7.0359,7.5748,8.0189,7.1304,7.213,9.9364,9.8723,8.98655
122,11.084,11.471,10.0118,11.2555,11.4405,11.2925,10.8895,11.301,11.073,11.055,10.16575,11.066,10.3455,11.506,10.655,10.3038,11.217,10.7275,11.679,11.369,9.96105,11.1775,10.5905,11.4155,10.3845,10.666,10.907,12.32,11.043,10.884,11.2095,11.0525,11.337,11.2615,12.0205
124,9.9475,9.9531,8.79085,10.5545,9.2917,9.1671,10.3855,9.1894,9.4705,9.5343,9.96805,9.975,9.6551,10.3085,9.9724,11.0785,9.9618,9.44475,9.06115,10.2925,10.137,10.4319,9.44685,9.963,10.308,9.28545,9.64005,9.65895,8.06385,10.3335,10.5165,9.6709,9.0257,9.5605,9.13685
125,8.3722,8.11735,8.63425,7.1865,7.2632,7.2328,8.09875,7.6788,7.6228,7.7435,7.4314,7.3742,7.2218,7.51685,8.81995,7.8737,7.90695,7.49775,7.89565,7.2273,7.18135,9.6708,8.22175,7.38275,8.23185,7.50235,8.5724,7.1919,8.73875,7.7792,7.56735,7.47965,7.36515,7.6314,7.05015
130,7.7883,7.88465,8.34475,7.10645,7.3553,7.13835,7.93605,7.8144,7.57475,7.4836,7.54125,7.21975,7.25615,7.3604,8.15185,7.564,7.77625,7.3671,7.7127,7.19425,7.1026,9.2708,8.17985,7.73165,8.02005,7.4149,8.43725,7.1954,8.4015,7.4744,7.4414,7.40505,7.1184,7.6173,7.31145
138,8.13755,8.10845,8.44005,6.90615,7.13625,6.9247,8.03815,7.71025,7.6082,7.53795,7.10835,7.18075,6.94245,7.3858,8.29425,7.5203,7.77095,7.5459,7.831,7.18225,6.86055,9.7348,8.0906,7.07785,8.2682,7.4353,8.545,6.99095,8.55845,7.27235,7.4726,7.169,7.30565,7.27115,7.0003
139,7.6084,7.17355,7.4412,7.73855,8.10115,8.4575,7.4234,8.054,7.77995,8.35545,8.2429,7.69105,8.4628,7.8362,7.49395,7.39405,7.83225,8.1643,7.40745,8.74215,8.69125,6.36855,7.51055,8.4869,7.4534,8.3736,8.71445,8.2351,6.8657,7.70945,8.0888,7.76675,8.35225,8.29415,8.2085
145,8.37935,8.27285,7.6285,9.21045,8.5093,8.1368,8.4321,7.8823,8.826,8.95315,8.4617,9.7133,8.81355,9.1647,7.81345,8.6669,8.22235,8.92005,10.2365,8.6259,9.06745,7.53555,7.9952,8.19975,8.6947,10.25,7.629,9.1019,8.27455,9.02625,8.50125,9.2571,8.6081,9.0449,9.2173
156,7.31795,7.5668,7.4905,8.20845,8.4704,8.3264,7.54525,8.0683,7.90225,8.32705,7.61025,8.2392,8.17895,8.15095,8.0532,7.84495,7.71395,8.1201,7.798,8.28315,7.6516,6.85655,7.5929,8.6767,6.99475,8.0981,7.9523,8.45135,7.0249,8.6154,7.9322,8.2819,8.74535,8.4512,8.8146
158,9.79485,9.01015,8.9598,8.8281,8.346,8.13625,8.84465,8.52445,8.6641,8.42325,8.5275,7.95765,8.15615,8.1491,8.4573,7.9522,8.6691,9.0562,8.60455,8.06965,7.53145,8.98215,8.9384,7.94465,8.5719,8.4337,8.7832,9.28815,9.76495,8.2084,8.28265,8.5679,7.9231,8.0171,8.1982
165,8.85695,9.31265,9.0923,8.4714,8.29635,8.0877,8.747,8.396,8.8967,8.31495,8.51925,8.3538,8.11795,8.42385,9.41825,9.10405,8.6188,8.4441,8.51595,8.189,8.16205,10.0361,8.8441,8.18325,8.72015,8.81055,8.78195,8.1448,9.01135,8.3913,8.4466,8.58525,8.51955,9.03155,8.2394
167,7.8742,8.242,8.49405,9.6001,9.2698,8.24455,9.13635,8.54785,8.79665,9.3823,8.75025,9.0292,8.9516,9.3316,8.2125,7.7514,8.44265,9.23325,9.1811,8.9751,8.74965,8.1067,8.239,8.57085,8.8861,9.0998,8.45405,10.7225,9.5203,8.71585,8.11805,8.67325,8.9158,8.8852,9.77055
169,6.70255,6.8609,8.1439,6.9407,6.84895,6.77565,7.45045,7.3692,7.28705,7.3547,7.34005,7.11845,7.3367,6.87965,7.35745,7.15815,7.37275,7.09825,7.6696,6.93865,6.86135,7.5767,7.8095,6.9796,7.16295,7.2774,7.9306,6.75765,8.1475,7.633,6.9903,6.8957,7.50455,7.5351,7.02765
172,8.00875,7.8354,7.60155,8.4572,7.98175,8.07885,8.47055,8.20445,7.4482,8.25995,8.07555,8.36065,8.27695,8.4079,7.6252,7.92155,7.9958,8.20035,8.66775,7.5374,7.90325,7.6827,7.64415,8.10275,8.35585,8.1876,8.1544,7.8467,7.38855,8.28315,8.30665,7.47375,8.53585,8.2337,8.26245
174,15.111,14.8245,14.265,14.501,14.565,14.6165,14.524,14.984,14.9965,15.158,14.993,14.4925,14.8745,14.5765,15.188,13.9745,15.387,14.9525,15.1325,15.147,14.9485,15.041,15.229,14.9455,14.917,14.6335,15.4555,14.729,15.0475,14.9755,15.061,14.5005,14.9675,14.4295,14.7025
181,7.1312,7.35005,8.11585,6.62335,6.8868,6.877,7.51055,7.467,7.13375,7.49795,7.15715,7.00445,6.92335,6.90915,8.45095,7.09955,7.535,7.54405,7.8071,6.9414,6.6743,8.3656,7.75105,6.94385,7.49415,6.8989,8.2084,6.8019,8.0769,7.59175,7.1133,6.82335,7.2057,7.21285,6.63135
183,8.50045,8.3865,8.06145,7.89015,7.6107,7.69825,8.18705,7.7051,7.96595,7.6847,7.63005,7.65785,7.693,7.96445,8.4947,8.29065,8.1239,7.9083,7.73775,7.8904,8.1842,9.05765,8.14155,7.76535,7.9989,7.886,8.3904,7.53115,8.06665,7.8105,7.9571,7.87365,7.72565,7.694,7.72215
186,8.32865,9.2049,9.1216,11.041,11.264,8.7309,9.61185,8.9987,9.3589,10.0766,8.6958,9.5645,10.3885,10.31095,9.7812,8.11715,9.07435,9.35405,9.83745,10.859,8.7548,9.5452,9.0067,9.9873,9.33495,9.25785,10.11335,10.9665,10.288,9.3839,8.76125,8.9521,9.43115,10.323,10.6505
187,7.671,7.7255,8.46065,7.42225,7.66085,7.47485,7.9211,7.59935,7.7938,7.67455,7.7837,7.5513,7.5785,7.4652,8.03385,7.8432,7.9521,7.5784,7.8275,7.4484,7.5806,8.60045,8.0698,7.49115,7.76415,7.6081,8.1848,7.3701,8.1042,7.5574,7.68675,7.6792,7.7517,7.86835,7.3502
188,7.0162,7.6864,7.8152,7.8223,7.7387,7.61515,7.89305,7.47595,7.6544,8.078,7.9815,8.07875,8.03855,8.5474,7.6533,7.80865,7.50655,8.1171,8.15575,8.353,8.4332,7.33575,7.66095,7.87965,7.4684,8.7735,7.7801,8.45935,7.66545,7.90835,8.06725,8.23655,7.9051,7.79,8.2749
197,7.8011,9.1455,7.47365,9.05935,8.5905,9.2076,7.60915,7.8271,9.5738,8.13855,9.61465,9.50315,9.32455,8.10695,9.3395,8.15665,10.431,10.21145,6.8626,8.34875,8.82575,7.0548,7.4305,7.24655,7.4625,8.3142,9.06625,8.1482,10.643,8.2406,9.52225,8.6394,8.6669,7.90525,7.66165
204,8.13455,7.5654,7.44465,9.1492,7.63095,7.7143,8.85095,7.28345,7.92375,8.64695,8.2324,8.38035,7.88065,9.47775,7.53,8.24095,8.00635,7.86755,8.8095,9.3999,8.97975,8.62065,8.0133,7.87815,8.8929,8.1421,7.43975,9.4895,7.2997,9.31205,8.5514,7.78625,8.43585,7.9946,8.60995
220,8.46785,8.80825,8.2901,8.9363,8.73435,9.5633,9.3894,9.1352,9.59125,8.78855,9.1346,9.3654,9.15415,9.4474,7.89885,8.7864,9.8332,9.4918,9.5452,9.14565,9.93565,8.34305,8.9803,9.05525,9.19335,9.625,9.3712,9.5808,9.28785,9.10335,9.26,9.83905,9.0584,9.4443,9.81055
230,7.6335,7.61545,7.5176,7.09975,7.35475,6.9917,7.8534,7.72855,7.66815,7.3377,7.2473,7.24505,7.27305,7.5934,8.3577,7.5581,7.66015,7.39265,7.5333,7.25365,7.56245,9.4872,7.66705,7.0656,7.81585,7.40835,8.26055,7.3273,8.21925,7.73665,7.52775,7.468,7.0785,6.9559,7.26645
237,8.7156,8.5052,8.03285,9.1445,9.2554,8.75375,8.974,8.6466,9.1078,8.9858,8.37465,8.59885,8.8252,9.3371,8.35765,9.41245,8.13355,8.8511,9.28605,9.16435,8.62385,7.7012,8.21925,8.4982,8.7088,9.0211,8.8926,9.16435,7.8537,8.90565,9.1889,9.5288,9.2912,9.2392,8.72975
240,12.226,9.7859,9.51525,9.7143,9.6686,11.606,11.7175,12.525,10.21025,10.6905,9.8212,9.8124,11.459,10.3895,10.231,11.3025,12.678,10.7265,11.7795,13.0805,11.3055,10.444,11.7635,10.9915,11.766,11.2695,11.8045,10.16165,9.50925,10.0996,11.4505,10.31955,11.0195,9.90525,11.3205
241,7.3081,7.32805,7.4603,6.86605,6.70535,6.6355,7.5069,7.26885,7.18375,7.14585,6.7397,7.0579,6.8126,7.3125,7.9183,7.3882,7.21905,7.54695,7.2379,7.05825,6.94,8.8275,7.3756,6.75,7.7102,7.15305,8.1008,6.94765,8.28985,7.59175,7.27295,7.19395,6.91195,6.68895,7.06735
243,6.65915,6.76665,6.9428,6.8095,6.66665,6.57975,12.4365,7.285,6.9487,6.91065,6.67235,6.8074,6.83615,6.79965,7.1285,6.88675,6.8218,6.7236,6.9553,8.2579,6.7244,7.13995,6.63275,7.08645,10.5335,7.7951,7.0781,6.96415,6.97875,7.1524,6.8316,7.38955,6.7783,7.08895,7.0003
246,10.3632,12.687,9.65475,11.857,13.2165,12.3095,10.5585,10.923,10.6565,11.863,9.82745,12.7795,11.1745,11.3415,10.73,13.1645,11.0625,10.523,11.8825,9.8287,10.478,11.379,10.25045,12.518,11.456,13.3085,11.2755,11.522,10.474,10.798,10.9655,11.8995,12.411,12.448,12.033
247,7.19115,7.54195,7.98,8.66595,8.19965,8.17545,8.1442,8.3462,8.23465,8.64715,8.56315,8.4581,8.21795,8.3657,8.64525,8.1594,8.29395,8.93745,8.5732,8.3162,8.24585,6.9297,7.80155,8.37185,8.5634,8.9179,8.1593,8.35655,7.8086,8.7144,8.5609,8.76515,9.02675,8.6664,8.73855
249,7.53895,8.113,9.04395,7.43525,7.4969,6.60045,8.5481,8.20295,7.92005,8.0001,6.98495,7.91035,7.2038,7.86335,8.6619,7.72155,7.62555,7.4614,8.33595,7.3302,7.2757,10.4245,9.1282,7.5089,8.73575,7.6622,9.49035,7.1055,10.08445,8.1779,7.8584,7.50745,7.2677,7.1673,7.1497
250,7.617,7.28615,7.4283,7.88365,8.07385,8.302,7.95465,8.00605,8.19315,8.15435,8.17735,8.25965,8.3335,8.8232,7.67355,7.61345,8.1772,8.0909,8.4751,8.18465,7.86145,6.89545,7.5801,8.8238,8.93825,8.16735,7.4501,8.4241,7.12695,8.55585,8.16445,7.97095,8.45395,8.1237,8.3986
251,7.95065,7.90185,7.4307,7.84025,8.3898,7.58595,8.6869,7.59875,8.2448,8.37875,8.27355,7.5859,8.4793,8.36195,8.04265,7.74795,7.49395,8.1163,7.6395,9.24505,8.2917,7.81585,7.5203,8.117,8.71155,7.8881,8.32405,8.36795,7.14735,8.4399,8.16815,8.1914,8.0589,7.96765,7.8505
254,7.4004,7.73975,8.3282,7.9847,8.2395,8.2866,8.18405,8.75935,8.2603,8.58565,8.428,8.20555,8.26945,8.47765,7.9801,7.9513,8.2142,7.92,8.155,8.2495,8.63,7.9065,8.4501,8.7937,8.5022,9.48235,8.27105,8.4931,8.7378,8.69995,8.0093,8.6714,7.9834,8.0599,8.39635
256,7.20985,7.6801,8.16815,7.24525,7.43925,7.19915,7.93745,7.4411,7.7314,7.3945,7.4864,7.4406,7.3852,7.53115,7.65095,7.69205,7.47045,7.5036,7.62805,7.4972,7.12605,8.2751,7.7163,7.4951,7.7889,7.4926,8.1375,7.3099,8.09995,7.74305,7.532,7.4295,7.1782,7.5759,7.25035
258,12.3995,12.5075,12.7605,11.826,12.772,11.749,12.726,12.4585,12.3515,12.311,11.5945,12.784,11.891,12.5875,11.129,13.9035,12.594,13.564,12.1895,13.1475,13.5295,12.9145,12.873,12.26,13.119,12.5095,12.3825,12.652,12.7025,11.9575,12.405,13.006,12.9785,11.892,12.5545
259,8.22465,8.01685,8.6877,7.897,7.34745,7.48755,8.0837,8.00585,7.8797,7.5722,7.38065,7.8113,7.44505,7.9117,8.2182,7.7158,8.04885,7.9669,7.9806,7.74345,8.2072,8.9853,8.089,7.57185,8.2388,7.4961,8.76255,7.64725,9.06015,7.9545,7.9625,7.6072,7.52285,7.3282,7.4634
263,7.70245,7.43095,7.7259,6.7776,7.00035,6.8217,7.651,7.50785,7.2358,7.3867,7.04385,7.08685,6.7275,7.194,8.0238,7.34445,7.59005,7.2567,7.65625,7.00265,6.78025,8.67785,7.6988,7.22605,7.85375,7.0231,8.1624,6.99095,8.1258,7.585,7.26295,7.31595,7.2621,6.8258,6.8833
264,8.6574,9.11195,9.23145,9.1371,9.3593,9.00565,9.3111,9.0646,9.3893,9.45425,9.39565,9.2454,10.0393,9.41095,8.714,9.7042,8.8073,9.42675,9.9966,9.95615,9.65715,8.11715,8.8252,9.6155,9.25395,9.6258,10.244,9.63565,9.59455,9.39665,9.07575,9.0363,9.57455,9.5774,9.72745
267,10.46495,10.0174,11.0675,12.4155,10.7275,11.772,10.549,10.3925,8.69495,11.5515,10.04085,12.1755,9.90205,10.7835,10.528,11.8825,12.2525,12.11,11.181,10.545,9.09275,10.789,10.9055,11.8635,10.408,10.55,11.3655,10.9105,12.132,12.152,11.5735,11.017,10.6095,11.969,12.756
