ID_REF,GSM313263,GSM313264,GSM313265,GSM313266,GSM313267,GSM313268,GSM313269,GSM313270,GSM313271,GSM313272,GSM313273,GSM313274,GSM313275,GSM313276,GSM313277,GSM313278,GSM313279,GSM313280,GSM313281,GSM313282,GSM313283,GSM313284,GSM313285,GSM313286,GSM313287,GSM313288,GSM313289,GSM313290,GSM313291,GSM313292,GSM313293,GSM313294,GSM313295,GSM313296,GSM313297
704,10.983,10.9475,11.327,11.1965,11.067,11.135,10.12465,11.388,10.519,10.897,11.6405,10.47,11.522,11.0795,10.9575,10.847,10.5765,10.14005,10.8375,10.8895,10.6975,9.4035,9.93285,11.31,10.5195,11.029,11.039,10.6675,10.683,11.074,10.942,11.09,11.3435,11.2215,11.228
706,8.8737,9.7375,8.52725,8.9363,8.98085,8.86305,8.63395,8.9631,9.5895,8.56045,9.49225,8.8042,8.9528,8.5611,8.69025,9.3161,8.4368,9.0061,8.9601,8.7855,8.6804,7.0905,8.51425,8.702,8.9934,8.7416,8.62795,8.7458,8.0758,8.93165,8.85535,8.6434,9.02875,10.164,8.8242
707,8.084,9.23865,8.26675,8.00195,7.76375,8.90815,8.0118,8.79375,8.2816,8.52765,8.80155,8.56125,8.81595,8.15115,8.255,8.1455,8.50795,8.56485,8.41255,8.5511,8.98615,7.48595,8.31335,8.69105,8.5167,8.72625,8.53235,8.53085,7.8958,8.7359,9.0871,8.3191,8.7615,8.65125,8.4601
708,6.8027,6.8086,7.68705,6.8287,6.7763,6.7972,7.4794,7.28735,7.1882,7.4697,6.67235,7.2003,6.64845,7.0572,7.308,7.0418,6.8835,7.3671,7.7201,6.93865,6.86965,8.05945,7.8276,6.86235,7.4036,6.7791,8.28945,7.11225,8.2014,7.3746,7.014,6.985,6.8636,6.8174,6.9347
713,9.0103,8.1752,9.9871,8.547,8.94665,9.72455,7.98395,9.4792,9.2116,9.1809,10.439,9.12025,9.7042,8.86925,9.7262,10.0505,8.5499,9.35635,9.17295,9.68675,9.5783,7.4235,8.3096,8.6929,8.3061,9.0694,10.6815,9.8516,8.44925,8.8443,9.83935,9.12585,9.74115,9.86835,10.08055
715,8.86375,8.63775,8.7092,9.20295,9.4318,10.0203,8.92315,9.6541,9.1392,9.29875,9.08085,9.59205,9.2129,9.0778,9.58195,9.6257,9.00075,9.49415,9.13435,9.09625,9.97705,7.2036,7.73325,9.8077,8.58115,9.3041,8.2219,10.3365,8.447,9.4757,10.20105,9.5656,9.55285,9.72595,9.58105
719,7.86065,8.2962,8.37365,7.698,7.79605,7.3856,8.4106,7.9841,7.7564,7.5465,7.22165,8.0505,7.44895,8.0155,8.29195,7.60905,7.5153,7.3734,8.0404,7.6612,7.5574,8.9325,8.3093,7.81935,8.45225,8.0383,8.97815,7.38575,9.0121,8.13355,7.6189,7.9259,7.39035,7.1918,7.18885
721,9.2925,10.0666,9.65515,9.31725,9.9532,9.63655,9.7523,9.21345,9.9634,10.22525,9.91615,10.839,10.2965,10.3085,9.17195,9.6388,9.18515,9.3215,10.5405,10.0464,10.2025,9.0911,9.7267,9.826,9.7643,10.04705,10.625,10.03475,9.43665,10.22175,10.4925,10.09705,9.8829,9.73325,10.542
727,7.041,7.0008,8.2548,6.4766,6.6211,6.35255,7.50695,7.40765,6.9178,7.83175,6.31,6.9415,6.61265,7.1365,7.51395,7.0493,7.0564,7.2648,8.13845,6.7985,6.43855,9.08605,7.8932,6.80805,7.92135,6.8845,8.807,6.584,9.207,7.642,7.14105,6.9417,6.804,6.7231,6.7113
729,8.2393,8.4718,7.81925,9.49065,10.28315,9.9728,9.3709,10.3566,7.912,9.33405,8.67385,9.53235,8.8849,9.5479,8.21125,8.4562,9.4648,9.1729,8.96345,8.8672,9.52715,8.61505,8.53215,9.56845,9.24275,9.544,9.15135,9.58815,7.5735,8.70965,9.88155,9.5081,9.4573,9.79645,9.17325
731,7.2334,7.18665,7.82225,8.0316,8.7714,9.34995,7.93955,7.3862,8.0359,9.0143,7.87205,8.73235,7.72705,8.2603,7.3205,8.2203,7.84575,9.03805,9.1482,8.11425,7.96995,7.00765,7.23855,8.31425,7.02675,9.3555,7.7914,9.72595,7.18015,8.46905,8.74815,8.6875,8.25405,8.28105,8.4601
734,8.2184,8.5377,8.48025,8.58015,8.4636,8.4056,8.87575,8.42945,8.13945,9.3765,8.724,9.37605,8.7826,9.22015,9.00825,8.6621,8.36755,8.67915,9.11005,9.38405,9.29055,8.60245,8.25235,8.3893,8.5409,8.9931,8.4771,9.19855,8.98425,8.69265,8.96195,9.31255,8.8703,8.15545,9.4117
738,9.01115,8.261,7.9005,8.6746,8.7062,9.1418,8.48655,7.999,8.3921,9.02005,8.1986,8.87885,8.92455,8.22835,8.04255,8.98135,8.98295,8.7357,8.8435,9.20675,8.32195,7.33105,8.1994,8.45115,8.5364,8.89275,9.4042,8.5675,7.7691,8.49835,9.33595,8.86305,8.86455,8.8297,8.72765
740,8.04145,8.36695,9.0018,7.51865,7.85385,7.401,8.25815,7.96595,8.27095,7.7092,7.87255,7.7064,7.64865,7.749,8.51545,8.06185,8.04885,7.8381,8.2453,7.63855,7.5827,9.0925,8.616,7.6226,8.17265,7.7504,8.88005,7.48765,8.65065,8.0229,7.7554,7.87865,7.75405,7.90635,7.5531
741,8.40615,8.1903,9.3208,6.96955,7.2241,6.79185,8.1511,8.00625,7.46285,7.78985,6.87965,7.3864,6.709,7.7185,8.5397,7.83985,8.0166,7.5014,8.1582,7.1845,6.933,10.6805,8.3875,7.2849,8.8659,7.25665,9.2529,7.14825,9.51075,7.5414,7.69805,7.5546,7.1992,6.80325,7.0003
742,8.64235,8.273,8.29445,7.5501,8.97445,8.97715,8.92205,8.36305,8.81195,8.54695,8.9701,9.0113,8.5398,8.5664,8.2297,7.0913,9.1047,9.42235,9.5701,8.7127,8.58085,7.65775,7.3627,8.8749,8.8166,8.7707,8.72465,9.11515,8.5322,8.7113,9.32785,8.87725,8.92595,9.00085,8.98795
743,10.06745,9.4951,9.42335,10.096,10.1983,10.3745,9.5367,9.9758,9.9651,10.1725,9.88425,9.23445,10.3625,10.1885,9.41555,9.7144,9.6183,9.69985,9.05315,10.545,10.18,7.7635,9.1544,10.06975,9.6566,9.2864,9.83115,9.76115,8.82255,10.737,10.0763,9.6675,9.6352,10.15865,9.94675
745,9.4261,8.32395,8.28655,8.80815,9.49115,8.6869,9.2156,8.3447,9.7332,8.83765,8.2683,8.5556,8.76065,8.81345,8.699,9.1909,9.60795,9.3545,9.8807,8.90145,8.47385,7.61135,8.36445,8.7788,8.8282,8.51785,8.83905,8.6257,7.87165,9.0879,9.01435,9.26315,9.59905,9.0914,8.7726
752,8.7525,8.523,9.6256,9.23475,9.3792,9.07035,9.23345,9.6412,10.0793,9.55095,9.775,8.9342,10.57565,9.01635,8.95775,10.03805,10.20215,9.8028,9.6385,9.72195,9.8437,7.49925,9.4884,8.8935,8.9634,10.05555,10.3015,9.01305,8.6022,10.05555,9.4207,9.4805,9.30315,9.806,9.2354
755,7.55145,7.40875,7.9386,6.59625,6.9646,6.58425,7.4194,7.43435,7.0139,7.2805,6.7397,6.90585,6.5862,7.18095,7.88745,7.2012,7.3554,7.5842,7.60475,6.7162,6.70165,9.2196,7.6622,6.9251,7.977,7.2317,8.54935,6.79165,8.4877,7.5283,7.31595,7.0121,6.86535,6.65415,6.62365
756,13.2435,13.914,13.842,13.756,13.3455,13.55,13.317,14.024,14.6015,13.4975,14.544,13.815,14.089,13.944,14.5905,13.783,13.8075,13.8325,14.358,14.0455,12.903,13.3665,14.454,13.8175,14.0045,13.641,14.141,13.85,14.0755,13.921,13.7765,13.681,14.077,14.337,14.035
757,7.6449,7.4278,7.62415,8.32715,8.29,8.1291,7.9264,7.9959,8.3294,8.16205,8.24415,8.12355,8.4329,8.3126,7.9229,8.11295,8.50225,8.57855,8.3192,7.7119,7.9972,7.1264,7.89025,8.83655,7.8179,8.04755,7.68445,8.47495,7.6823,7.7076,7.8519,7.4704,8.14175,7.8922,8.2245
760,7.85255,8.11075,7.9107,8.04425,7.99365,8.35485,7.86255,7.7784,7.8499,7.78195,8.7228,9.67285,8.68645,7.98535,11.8826,7.8332,7.9444,7.84305,7.75465,7.8287,8.2416,7.47575,9.259,7.95195,8.11285,9.1244,7.7302,7.9675,7.7133,8.42235,7.85485,7.74785,8.1814,8.20495,8.0646
761,8.7078,8.77445,9.30165,8.80565,8.53765,8.6079,8.3719,8.9749,9.1834,8.48505,9.11995,8.58,8.8524,8.43195,9.1112,8.78005,8.57975,8.6292,8.70925,8.64695,8.42235,8.5677,8.6882,8.53155,8.79325,8.5507,8.8995,8.34365,8.5064,8.8591,8.65665,8.377,8.84725,9.33105,8.4601
763,9.89205,8.2,8.5359,9.23425,8.81955,9.42275,8.334,8.60855,9.0857,8.71505,8.34975,8.7489,9.4038,8.79705,8.0676,8.4231,9.8218,8.8267,8.64885,8.93795,8.36385,7.2638,8.3678,9.38665,8.42755,9.0411,9.0614,8.6335,8.2735,9.23405,8.8965,8.98215,8.53905,9.08315,8.7505
764,7.9943,8.2702,9.17235,7.28105,7.5371,7.5329,8.1573,8.19305,7.86375,7.908,7.4651,7.4725,7.5232,7.63735,8.3907,7.9842,7.87365,7.61325,8.352,7.331,7.35055,9.7756,8.80765,7.12025,8.45935,7.4879,9.2552,7.23225,9.4004,8.0952,7.66355,7.7537,7.76565,7.79455,7.40595
765,9.7045,8.94715,9.8275,10.836,10.359,10.2178,10.0582,10.692,10.9165,10.75,10.42235,10.372,10.458,10.12595,10.4445,10.4905,10.13995,10.3945,10.1391,10.223,10.05505,8.55035,10.3942,10.481,9.85465,10.355,10.8185,9.9317,9.74895,10.6315,9.81825,10.2655,10.07495,10.38,9.97425
766,7.6689,7.68495,7.92645,8.2048,8.2851,8.1729,8.1158,8.0439,8.2886,8.5495,8.79735,8.0556,8.08625,7.8164,7.82645,8.7732,8.31555,8.6735,7.90015,8.3234,8.2897,7.09535,7.74185,8.14505,7.46895,8.33445,8.1294,8.4093,7.45345,8.2857,8.35615,8.0114,8.4745,8.2154,8.36285
769,9.4718,12.1085,9.3238,12.132,10.6035,11.975,14.874,12,11.196,11.136,12.6275,11.5405,8.1694,11.9435,14.4335,11.594,13.252,13.8885,13.4745,12.1315,13.135,14.2495,11.687,14.0985,14.301,11.9565,7.93495,13.2955,9.36965,13.5875,8.8468,12.6955,12.827,11.1435,12.4565
770,7.714,8.01715,8.0806,7.7521,8.33945,8.22875,8.8237,8.52935,8.31385,9.08965,7.0971,8.58425,7.6148,9.53095,7.90255,8.59115,8.04885,8.1869,8.8832,8.308,9.4305,8.9686,9.1907,8.09535,8.28075,7.6969,8.56695,8.56605,8.1692,9.25205,7.53205,9.32425,8.72235,8.4046,8.6276
776,9.2235,7.9667,8.4397,9.7765,9.1323,11.2395,8.46725,9.5607,8.97755,10.3011,9.1327,10.3075,9.91625,9.5462,8.7928,9.6817,9.4061,9.41865,8.896,9.8621,9.4925,7.11665,8.44285,9.66865,8.71745,9.5036,9.2028,10.14655,9.39535,9.75905,9.66775,9.3642,9.4807,9.2049,10.06515
777,7.6227,12.201,11.1235,9.3616,9.7841,9.5317,9.59235,10.532,8.44635,8.5206,12.3475,8.12335,9.9782,8.65175,9.06655,10.2203,8.7026,7.98935,10.9395,8.8799,9.9731,7.53785,8.41975,9.88935,8.2179,11.0435,9.36705,8.36925,11.709,9.0144,8.78555,8.01465,8.73495,9.35375,9.28475
781,8.6444,8.57115,8.64065,9.17055,8.61675,8.77525,8.9416,9.4132,8.99525,9.2383,9.17405,9.0641,9.1541,9.12955,9.4512,8.49145,8.5388,8.967,9.2514,8.90095,8.4494,8.6141,9.02195,9.33795,9.1717,8.9571,8.808,8.73855,8.4693,9.06725,8.87855,8.60495,9.47995,9.4125,8.67235
783,13.4965,13.956,13.0775,13.2475,13.809,12.9225,13.441,12.6995,12.423,13.5375,12.42,13.58,12.407,13.524,12.6285,13.224,12.4475,13.2325,12.5485,12.324,12.973,13.5685,13.1665,12.417,13.0375,13.8115,13.322,13.8745,12.713,12.479,12.825,14.5005,13.0995,13.0475,12.708
786,9.08845,7.32955,7.79815,7.6788,8.5185,8.33915,7.64705,7.57705,8.40015,7.78825,8.2816,8.582,8.06705,7.94125,8.8874,8.0796,7.76635,8.2863,9.15805,8.6889,8.10245,7.3793,7.85045,8.34235,8.3671,8.10805,8.70815,9.39845,8.513,8.10005,8.9685,8.22945,8.7408,8.829,9.1171
789,7.729,7.67595,7.35775,7.3898,7.17455,7.01735,8.2537,7.6379,7.4997,7.19825,7.1959,7.2896,7.4551,7.2113,8.16765,7.35,7.29595,7.32425,7.71285,7.2219,7.30555,8.26425,8.41555,7.06075,7.7599,7.3599,8.3102,7.0123,7.72455,7.3763,7.30585,7.3585,7.38515,7.41945,7.13475
790,8.03935,8.2617,8.1388,7.9916,8.00315,8.09995,7.9469,7.92545,8.424,7.744,8.38315,8.0051,8.5613,7.7319,8.6197,8.2491,7.8005,8.154,7.8901,8.09075,7.92155,7.9049,8.19235,7.9467,7.9127,8.033,7.9008,7.77785,7.50795,7.71185,7.89745,8.0054,8.2764,8.9285,8.04555
792,9.0073,7.97035,8.8709,9.3862,9.23885,9.8322,9.4212,9.0473,8.53465,9.14055,8.9283,9.0388,8.5306,9.0778,9.66535,8.9939,9.9248,9.8434,9.3027,8.80925,8.9802,8.87595,9.86605,9.50165,9.4057,9.73885,10.043,9.1756,9.27635,9.29675,9.45835,9.6769,9.48205,9.30905,9.53245
795,7.83515,7.7697,8.4434,7.0207,7.13915,6.8679,7.96095,7.72375,7.3321,7.6237,7.0757,7.23705,6.97245,7.27555,8.386,7.54795,7.4796,7.14265,7.87145,7.03255,6.9737,9.0567,8.33675,6.8608,8.0969,7.3003,8.8807,7.02475,8.82895,7.5862,7.38875,7.424,7.24045,7.0562,7.03595
804,9.98385,8.487,9.6025,9.71465,9.2316,9.34295,9.3628,9.3354,9.156,9.26255,9.28145,8.81585,9.43665,10.198,9.7816,9.6489,9.71795,9.63255,9.1266,8.78915,9.6748,10.8185,9.595,9.1461,9.27545,8.65425,10.573,9.2767,9.626,9.42715,9.1776,9.4939,9.035,9.06215,9.0673
808,8.11115,8.29455,8.365,7.6244,8.05115,8.3722,8.1658,7.8706,7.55115,8.0856,7.2423,8.156,7.8396,8.26425,8.0845,7.63365,8.09025,8.1743,8.0726,7.6734,7.33905,8.96175,8.11595,7.6203,8.31895,8.4226,8.416,8.095,8.33415,7.5651,7.91445,7.9786,7.98695,7.50545,8.0225
809,9.02895,8.94245,8.73145,10.1635,10.4375,9.01125,9.62895,9.5487,8.839,9.02175,9.8936,9.28495,8.66965,11.376,8.6288,9.1281,9.02775,9.7581,9.04245,8.73585,8.7313,9.1523,8.80425,10.3398,10.402,9.9362,8.5168,9.5519,8.5452,9.7689,8.8372,9.14825,9.92985,10.06355,9.61685
811,7.45185,7.5453,7.62325,8.6026,7.6087,8.01275,7.5565,7.9523,7.7007,8.02705,8.06345,8.11685,8.23855,7.77505,8.04775,7.44965,7.71395,7.9839,7.83475,7.97805,7.7993,7.39945,7.6434,7.84995,7.44865,7.6458,7.80295,8.6875,8.0263,8.00715,8.0788,7.60495,8.0775,7.6646,7.95105
817,6.6376,7.29385,7.0875,7.8965,7.1268,7.401,7.6464,7.19775,7.1476,7.90385,7.50165,8.05575,7.83575,7.94245,6.89985,7.27475,7.2115,8.00955,7.6381,7.85505,8.0198,6.8059,7.49165,7.07785,6.9943,8.21975,7.21245,7.87025,7.03885,7.79035,7.52245,7.99815,7.5066,7.1918,7.8722
821,7.70295,7.15395,7.56865,7.8853,7.9584,7.67335,8.06145,7.5698,8.07915,7.67135,7.4199,7.9595,7.55875,8.76045,7.68025,7.70805,7.88365,7.135,7.0221,8.70485,7.481,7.62345,7.57345,7.48525,7.693,8.7332,7.55275,8.0147,7.3311,7.6508,7.8013,7.70935,7.16145,7.64615,6.9538
826,8.37615,8.05365,8.4184,9.2317,8.7487,8.5535,8.13685,8.88235,8.1363,8.2515,8.6071,8.773,8.86195,9.0604,8.2422,8.26665,8.13945,8.9,8.915,8.2074,8.97335,7.66125,8.2102,8.40125,8.49445,9.59285,7.9389,9.35725,8.10045,8.357,8.79655,8.61825,8.84195,8.35335,8.6251
828,8.0782,8.16685,8.5709,7.7741,7.6259,7.55575,8.4555,7.7033,7.7893,8.13215,7.3574,7.91685,7.40265,7.6094,8.2151,7.83365,7.92385,7.6256,8.0552,7.1302,7.37475,9.34045,8.3317,7.46565,8.14715,7.43425,8.4928,7.43095,8.977,7.5826,7.58285,7.9241,7.4931,7.42425,8.7234
830,7.7423,8.35845,8.0744,8.13325,8.13195,8.4363,8.44245,8.64245,7.7644,10.0965,8.2771,9.3068,8.68715,8.5771,8.4511,8.12505,8.6182,9.42925,9.10695,9.1898,8.3552,7.8906,9.00215,8.30755,8.23405,9.56735,8.5027,8.43575,8.6228,8.7557,9.21125,9.5295,9.1533,8.0853,9.1408
831,9.7496,11.327,9.3022,10.409,10.1174,9.7204,10.4805,9.7106,9.47235,10.2676,9.8802,10.154,9.72035,10.815,9.69065,10.0098,9.9168,9.91145,10.2445,10.5885,10.8655,10.22655,10.3444,9.3537,10.6265,11.8065,10.041,10.8155,10.417,10.0863,9.9901,10.5715,9.5514,9.79035,9.98895
833,8.6225,8.51905,9.0838,7.3777,7.49455,7.48755,8.4678,8.04665,7.80245,8.18435,7.46125,7.6686,7.43725,7.84685,9.0034,8.07745,8.33475,7.97535,8.35185,7.4516,7.4141,10.3955,8.5444,7.7701,8.61825,7.77795,9.30285,7.51475,9.4722,8.0912,7.8797,7.878,7.69545,7.27805,7.2271
836,9.6769,9.1557,8.35545,10.06915,9.70225,8.9916,9.6951,9.34295,9.1941,9.8998,9.49265,9.97275,9.2919,9.8362,8.9875,8.88305,10.2535,9.6753,9.74275,10.0926,9.8904,7.74705,8.44455,9.55955,9.338,9.37865,9.3927,9.24125,8.6839,9.04045,9.9336,9.76465,9.61795,9.0453,9.1997
838,8.77095,8.0847,8.40675,9.62615,8.48335,8.38865,9.2284,7.91585,8.7272,9.1683,9.0313,9.4532,8.64905,9.30475,8.6482,9.40995,8.56605,8.3922,8.22925,8.52115,8.8555,8.0203,8.06595,8.79155,8.2388,8.572,8.56985,9.24435,7.71885,8.8397,9.02015,9.41935,8.3842,8.7298,8.40045
841,9.6861,9.6423,9.44935,9.5361,10.295,9.94725,9.8309,9.5482,9.86695,10.2919,9.94195,10.1825,10.10465,10.47,10.0767,10.5475,9.75355,9.96595,10.0671,10.521,10.4645,8.4067,9.04185,10.083,9.1475,10.20215,10.7035,10.312,8.95715,10.322,10.5015,10.445,9.92195,10.19425,10.3575
843,6.9841,6.80585,7.49865,7.53935,7.7123,8.4116,6.998,7.70005,6.63685,6.7059,7.9777,7.8814,7.8839,7.05695,6.8204,6.5869,7.5901,8.34555,7.6992,7.8636,7.10145,6.40185,7.3149,7.003,6.39195,7.7929,6.8439,7.90845,7.3074,7.88115,7.8119,6.6013,6.7341,7.73055,8.0224
844,7.33195,7.45595,7.6379,8.36615,8.0359,8.63835,7.81165,8.25295,8.37745,8.11735,8.23105,8.31755,8.52965,8.9242,8.0724,7.6404,7.5901,8.4072,8.058,8.72,9.14585,6.687,7.6809,8.8875,8.1042,9.6588,7.66325,8.02875,7.9861,8.508,7.76265,8.77755,8.42135,9.0698,8.309
846,12.3835,10.8335,11.238,12.453,11.6525,11.944,10.414,11.2005,11.2725,11.785,11.9845,11.2075,11.2205,11.786,11.451,11.2675,10.374,10.8985,10.751,12.1875,11.1635,9.88495,10.3451,12.3775,10.82,10.94,10.9735,10.8665,11.9115,11.851,11.0895,11.5675,12.086,11.6275,11.241
849,8.92275,8.345,8.5231,9.0749,8.8167,10.378,8.9997,8.104,9.25425,8.9829,9.8078,9.49805,8.8893,8.7737,8.06805,9.79745,10.0106,9.46685,9.14695,8.9853,9.2304,6.8756,7.85575,9.42215,7.79445,8.88535,8.6996,8.803,8.29155,9.3363,10.1585,9.3229,9.0768,9.69125,9.434
854,7.67945,7.97205,7.74305,7.79335,7.8983,7.9838,8.0798,7.79075,7.7654,8.3144,8.16965,8.27955,7.9167,7.95485,7.7783,8.10455,7.58725,7.7284,7.80925,8.1025,8.15215,7.3916,7.68715,8.01615,7.58465,8.1059,8.083,8.39285,8.03325,7.8538,8.18405,8.21185,8.1898,8.1237,8.4865
865,7.00695,7.2962,7.1231,7.11815,7.13245,6.9917,7.3202,6.75725,7.2364,7.4748,7.3224,7.44715,8.4516,7.3801,7.62155,7.27865,6.7959,6.9707,7.01405,7.013,7.35365,7.3335,7.08125,7.28485,6.97335,7.1653,7.1468,7.26435,6.9588,7.3452,7.3958,7.2099,7.17205,7.2307,7.1218
870,8.0483,7.8503,8.04915,8.65835,8.8994,9.26635,8.3379,8.3154,8.37255,8.5341,8.91565,7.7921,8.50685,8.60845,8.2511,8.56805,8.25095,8.56855,8.9561,8.23785,8.4978,7.33385,7.4839,8.78805,8.2714,8.0969,9.6019,8.75265,7.5973,8.38025,8.93135,8.0478,8.61455,8.02955,8.71125
871,10.2812,10.34465,9.035,10.06185,9.68935,11.1565,10.8365,11.3075,10.0205,11.25,11.362,9.2461,10.5465,10.536,10.9595,10.802,11.192,10.7945,10.6475,8.9664,9.90725,11.304,10.8395,11.037,12.0685,10.23355,7.876,10.681,9.5,9.69885,10.9305,9.21445,10.4815,10.7455,10.7275
879,14.3015,13.0485,13.325,13.496,13.068,13.4695,13.201,13.462,13.4625,12.881,12.5275,13.1455,13.2645,12.677,12.889,13.9605,13.5135,13.856,12.954,13.2715,13.963,13.6035,13.704,13.619,14.2075,12.9805,13.3155,12.5475,13.471,12.648,13.5435,13.712,13.171,13.418,13.1715
881,7.602,9.31485,8.48965,8.31415,8.7711,9.2851,8.37235,8.42345,8.97115,9.3231,9.52885,8.8511,8.26945,9.2452,8.72165,9.94275,8.87965,8.42835,9.2423,8.8481,8.68025,6.8865,8.0794,11.293,8.2359,9.64295,8.93415,9.127,7.1854,9.83625,9.2893,9.9961,8.71715,9.62385,9.369
882,7.8812,7.8677,7.8773,7.31365,7.2338,6.851,7.6111,7.4411,7.8697,7.30205,7.83245,7.222,7.2368,7.39635,7.9128,7.81545,7.21905,7.24815,7.484,7.2083,6.9895,8.79475,7.57385,6.83605,7.7778,7.53255,7.697,7.2294,8.13575,7.59055,7.41725,7.6979,7.62645,7.58945,7.1741
885,8.6802,8.62755,9.0669,9.1682,9.2735,9.05545,10.10775,10.588,9.65515,9.8038,9.08485,9.2068,9.62375,9.3442,9.24395,9.63085,9.32275,9.2012,10.4115,9.60465,9.39965,9.4591,9.97885,9.9745,10.2187,9.16765,9.55185,9.5481,9.85895,9.41115,9.6192,8.9893,9.92605,9.3688,10.14005
893,7.33,7.5542,8.3531,7.22635,7.1404,6.9917,7.76635,7.5844,7.5818,7.5133,6.70105,7.3453,7.11815,7.4952,7.97355,7.5108,7.36015,7.62555,7.9471,7.23445,7.2112,9.35145,8.0926,7.18565,7.7744,7.33175,8.7555,7.26885,8.9919,7.57075,7.5005,7.68425,7.2024,6.92225,6.84055
894,8.1656,7.54465,7.26255,7.96225,7.99645,8.1297,7.8077,7.8347,7.6009,8.29865,8.80145,7.8881,9.1997,8.13305,7.4034,8.042,7.31535,9.20375,8.0668,8.45695,8.21485,7.2086,7.30375,8.54965,7.84345,7.95195,7.8101,8.5615,6.9808,8.26455,8.39525,7.95915,8.26705,7.52035,8.3228
904,8.78715,9.0271,9.22355,8.67535,8.6233,8.9513,8.8826,8.4838,9.3063,8.3429,9.2857,8.9134,8.59465,8.5721,9.1058,9.58475,8.6357,8.6754,8.5114,8.3666,8.52595,8.96745,8.67125,9.03715,8.85105,8.2612,9.01045,8.2949,8.737,8.91195,8.8043,8.789,8.89635,9.4051,8.7328
905,7.8406,7.28695,7.08285,8.57345,7.40945,7.5646,7.62315,7.49935,7.52375,7.57615,7.74255,7.68435,7.98985,7.92625,7.71095,7.45335,7.8095,7.44085,7.086,7.66605,7.30925,7.12745,7.28125,8.0851,7.60655,7.34085,7.39545,8.0364,6.9378,8.10005,7.66855,7.524,7.60315,7.6698,7.56135
907,7.57875,7.45905,8.2513,6.55065,6.8723,6.44675,7.556,7.54875,7.2417,7.4385,6.65415,7.1575,6.55085,7.2013,7.7895,7.1578,7.5348,7.39345,8.0023,6.8749,6.57385,9.53415,7.90465,7.11005,8.22955,6.9637,8.439,6.91515,9.03205,7.7125,7.35575,7.37885,6.73915,6.5133,6.40795
909,7.1278,7.49345,7.542,6.9787,6.78275,6.7898,7.7317,7.31855,7.25765,7.3194,6.91765,7.11435,6.97585,7.1972,7.43695,7.40445,7.2462,7.15445,7.5985,7.76605,7.139,8.1611,7.6613,7.0421,7.62715,7.02815,7.8532,7.05445,8.4599,7.17595,7.20525,7.22185,6.71825,6.58095,7.21675
913,7.23855,7.36445,7.3318,8.02065,7.4517,7.51365,7.7456,7.29345,8.06375,7.7354,8.1212,8.41925,7.77165,7.92685,7.57525,8.25355,7.28615,8.33645,8.2054,7.8046,8.0019,7.1458,7.66745,7.54445,7.82295,8.24215,7.50185,8.20825,7.0957,8.10005,7.97095,8.3603,7.90705,8.162,8.086
917,8.7627,8.4868,9.3614,8.71805,8.0235,8.31535,8.8175,8.3625,8.7128,8.1575,8.433,8.2884,7.99295,8.5879,8.98075,8.77655,8.48425,8.06545,8.3164,8.50555,8.10965,9.7594,8.5124,8.85955,8.8511,7.7942,9.3888,7.90485,9.1239,8.3992,9.2042,8.0759,7.5176,8.61365,8.03115
920,8.96355,8.60875,7.98615,8.98025,8.61385,9.09325,8.68695,8.7321,9.2683,9.26475,8.92065,9.7647,9.01825,9.0119,8.3037,8.64925,8.1035,9.44725,8.97615,9.18055,8.97175,7.3393,8.72425,9.2779,8.0805,8.8849,8.4728,8.9506,9.37275,8.9517,9.3684,9.64315,9.36725,9.3549,9.13685
923,9.08885,10.19,9.5253,9.2662,8.78435,8.6561,9.27775,9.14265,8.87925,9.32955,8.4861,9.003,8.5753,9.27915,9.5845,9.1298,9.1084,9.3133,9.51155,9.70775,9.6843,9.78965,10.0079,9.00425,9.1798,9.58495,9.30915,8.9575,9.51705,9.6432,8.69015,9.96095,9.3349,9.3285,8.71135
924,10.5355,10.07215,9.55885,10.668,9.9732,10.373,10.3305,10.0275,10.1608,10.5495,10.5375,10.792,10.497,10.5715,10.2905,10.58,9.50985,10.5585,10.4075,10.06885,9.84085,9.35925,9.6876,10.612,10.449,10.674,10.9945,10.676,9.93855,10.48,10.574,10.7815,10.568,9.9888,10.421
927,7.1866,7.2527,7.7829,6.4602,6.6961,7.35265,7.35555,7.56055,7.0451,7.2496,6.91765,7.1323,7.03515,7.0329,7.3503,7.0539,7.19275,7.29905,7.584,6.9371,6.4976,8.33195,7.8653,6.99615,7.656,7.15305,8.30195,7.1737,8.0105,7.49415,7.14025,7.13375,7.01455,6.55145,6.62365
931,10.954,7.08905,7.6843,10.126,11.1195,9.7997,9.39875,8.7778,8.1378,9.9069,8.0146,10.9635,7.9514,9.776,6.81485,7.8588,8.4672,7.45325,9.8934,10.3415,8.84605,7.91725,7.21315,10.0245,7.37145,9.80985,8.9142,9.01245,6.6572,8.54825,7.7077,9.6519,9.5674,9.33865,10.242
933,8.5544,8.59275,7.47885,8.4419,8.1433,7.7667,8.3796,8.0295,8.6699,8.1966,7.9472,8.62815,8.28395,8.3313,7.84705,8.1594,8.83605,8.3335,7.5759,8.0261,8.8066,7.98315,8.40785,8.1834,8.2691,7.62415,7.8179,8.43825,7.7022,8.4961,8.4988,8.09615,7.68135,7.9569,7.87905
