ID_REF,GSM1276660,GSM1276661,GSM1276662,GSM1276666,GSM1276667,GSM1276668
8070215,6.58602,6.23864,6.27311,6.27862,6.33767,6.03288
8070231,3.19873,2.58352,2.42787,1.9627,2.05807,1.90545
8070233,2.60923,3.06474,2.96071,2.9815,2.93701,2.59862
8070239,6.10074,5.79871,6.0554,4.79563,5.0731,4.88073
8070255,1.76686,1.35295,2.17841,2.01012,1.46785,1.75403
8070257,4.94658,4.79907,4.76545,4.73738,4.54442,4.60791
8070269,7.94295,7.58675,7.80816,7.73278,7.69141,7.68045
8070279,2.12809,2.12142,2.05519,2.31444,2.27487,2.54085
8070286,2.93957,3.11916,3.00952,3.53742,3.44662,3.57837
8070295,2.29122,2.37125,2.56571,2.34763,2.53694,2.68465
8070297,2.92212,3.02289,2.68084,2.82341,2.93467,3.05075
8070315,2.92352,3.20211,3.33381,3.05535,2.78125,3.12904
8070321,2.94158,3.2888,3.31027,3.45817,3.13056,3.38168
8070328,2.80687,3.40867,2.80725,3.14731,2.83517,3.62824
8070330,7.42447,7.31025,7.28495,6.97444,7.01307,6.88649
8070341,6.83062,6.46522,6.80782,6.20279,6.2497,6.04505
8070386,2.64856,2.6825,2.81071,2.94215,2.7078,2.78455
8070389,6.35746,6.56324,6.27907,5.94258,5.79383,5.95918
8070396,1.87349,2.20289,1.73051,1.84317,1.79808,1.85675
8070398,2.27032,2.33552,2.18521,2.78572,2.38739,2.32691
8070411,3.19207,3.34342,3.41764,3.34903,3.53853,2.92183
8070421,3.02716,3.04178,3.05608,3.23966,3.17983,3.23716
8070458,2.13649,2.64063,2.60858,2.74039,2.40553,2.76667
8070467,2.85408,2.94574,3.02823,2.97575,3.07508,3.07987
8070482,3.69008,3.81869,3.56444,3.86357,3.91942,3.95374
8070489,3.87112,4.14741,3.91865,3.94365,4.00789,4.14231
8070503,5.35009,5.35388,5.36475,5.34198,5.235,5.29845
8070538,5.72545,5.61642,5.77044,5.48502,5.41923,5.52364
8070557,7.15046,6.83833,7.04998,7.07067,6.97236,7.10134
8070563,3.7162,4.21157,3.56201,3.8561,3.9985,4.11294
8070567,4.26347,4.3165,4.37898,4.3036,4.29716,4.23204
8070574,4.00171,3.80018,4.03572,4.20989,3.88878,4.33202
8070579,4.38118,4.69946,4.78908,4.8522,4.44247,5.01108
8070584,2.95454,2.96182,2.7269,3.02271,2.91115,2.82078
8070601,1.21687,2.22343,1.27409,1.00433,1.02344,0.97903
8070603,3.61622,3.62739,3.60873,3.42712,3.24469,3.44639
8070615,6.38545,6.24492,6.42678,6.17004,6.18576,5.80987
8070629,3.30883,3.68823,3.35321,3.41008,3.19532,3.27941
8070632,6.51404,6.36842,6.38295,6.36595,6.44108,6.35107
8070655,8.97198,8.88128,8.8408,8.67334,8.77245,8.658
8070665,5.1187,5.225,5.02875,6.02845,5.93025,6.1209
8070681,4.00605,4.38614,3.90474,3.98529,4.25839,4.19547
8070689,4.59375,4.55241,4.88952,4.68879,4.56146,4.90902
8070701,10.55539,10.50262,10.50493,10.90398,10.82788,10.93468
8070708,4.27455,4.28588,4.12334,4.72299,4.22149,4.57876
8070712,3.04534,3.01099,2.89888,3.21955,3.00916,3.02194
8070714,1.69388,1.83112,2.02864,1.63261,1.52042,1.72651
8070716,4.26272,4.30519,4.01165,4.40499,4.21537,4.65052
8070720,5.48814,5.41638,5.56444,6.26968,6.11173,6.00437
8070730,3.2503,3.55312,3.40952,3.56266,3.46445,3.26539
8070744,4.60141,4.66114,4.61612,5.14891,5.07347,4.96355
8070755,1.28505,0.87412,1.26161,0.92873,1.12962,0.83052
8070757,4.1442,4.52725,4.50055,4.43386,4.26136,4.62209
8070771,5.64623,6.32383,6.07246,6.25809,5.88038,6.47906
8070777,6.22995,6.83007,6.71901,6.48644,5.79881,7.02118
8070780,4.55036,5.15707,4.84632,5.27956,4.9151,5.5045
8070782,3.94806,4.77504,4.43124,4.95117,4.79533,4.92759
8070786,5.35674,5.57398,5.46306,5.8011,5.70859,5.86759
8070789,5.50623,5.76246,5.75365,5.89362,5.63175,5.94935
8070791,5.39445,5.46692,5.23946,5.6133,5.43251,5.67353
8070795,4.61714,4.86191,4.49947,4.25679,4.55262,4.36782
8070799,7.59286,7.53777,7.72428,7.32717,7.43341,7.16776
8070811,9.12133,9.16052,9.06708,8.43981,8.4688,8.46499
8070819,8.89068,8.69141,8.79004,8.35072,8.3857,8.23182
8070826,11.41942,11.4401,11.46705,11.19405,11.28423,11.26009
8070847,4.741,4.77144,4.56397,4.62369,4.90338,4.98989
8070853,4.98196,4.77565,5.16929,4.86738,5.05535,5.14568
8070863,3.90015,4.01443,3.89801,3.66165,3.7474,3.95774
8070867,4.04898,4.14807,4.04898,4.48832,4.64215,4.74791
8070871,2.60221,2.65695,2.33317,2.40313,2.57896,2.71471
8070876,4.42972,4.68877,4.4174,4.86399,4.961,4.67847
8070891,4.45302,4.84793,4.63309,4.87864,4.86785,5.0405
8070896,3.77071,4.40772,4.39602,4.39182,4.26146,4.51627
8070900,3.52461,3.73682,3.81368,3.70225,3.95829,3.67144
8070905,4.02003,3.933,4.08147,4.42296,3.98407,4.33333
8070912,5.77341,5.61866,5.76361,5.60469,5.44158,5.65461
8070925,4.90283,5.02892,4.92875,5.3803,5.27103,5.35076
8070930,3.8755,4.06661,3.61344,3.63471,3.86547,3.66593
8070933,5.19934,5.39572,5.41764,5.69605,5.62331,5.80782
8070953,5.56919,5.72125,5.5555,5.53028,5.47712,5.79864
8070961,5.86722,6.10801,5.96513,6.98624,6.90536,6.98948
8070988,7.40264,7.39672,7.5591,7.31474,7.41553,7.2639
8071020,4.83596,4.60886,4.61351,4.37801,4.2355,4.52453
8071036,3.16404,3.23441,2.99157,3.32625,2.93335,3.42809
8071042,3.22177,2.90063,3.61068,3.52782,3.08403,3.52782
8071044,4.22658,4.18294,4.20989,4.24187,4.46623,4.40336
8071049,3.72208,3.50193,3.34551,3.84671,3.85387,3.57023
8071051,4.24948,4.19325,4.19388,4.32577,4.5287,4.47269
8071058,1.70449,1.65829,1.41102,1.2333,1.47777,1.17857
8071061,3.76899,4.20803,4.15108,3.86075,4.0594,3.58443
8071063,1.80636,2.46851,2.31738,2.32157,1.97118,2.15707
8071069,9.15055,9.03801,9.08455,8.34906,8.26234,8.58926
8071084,4.3258,4.48839,4.11553,4.14143,4.49819,4.42328
8071086,4.79036,4.902,4.89624,5.17907,5.16932,5.29532
8071107,3.19557,2.87286,2.85549,3.14656,3.05948,3.21004
8071119,7.08004,6.69343,7.06196,7.13619,7.20838,7.07968
8071134,4.43376,4.09851,4.46075,4.54976,4.40406,4.41125
8071136,6.61448,6.52953,6.58742,6.31552,6.40856,6.29577
8071147,5.32352,5.22477,5.0407,4.50158,4.41965,4.67469
8071155,6.74798,6.68198,6.60576,9.67081,9.57215,9.6668
8071161,5.74533,5.51179,5.6525,5.57122,5.46966,5.69743
8071168,4.65476,4.67796,4.73384,4.76743,4.59176,4.5301
8071170,3.76188,4.03089,3.99575,4.18352,4.1984,4.48881
8071179,4.4208,4.8408,4.54425,4.47794,4.49171,4.64553
8071185,4.52017,4.50817,4.49022,4.574,4.13376,4.64686
8071194,4.08338,4.28848,4.52446,4.00065,3.82029,3.55543
8071196,3.43123,3.61774,3.66644,3.64641,3.66728,3.8689
8071202,1.64495,1.34912,1.59982,1.27842,1.30422,1.52897
8071204,2.23007,1.85988,1.63264,2.87279,2.03503,2.16395
8071206,5.06395,4.68854,5.02535,5.8005,5.73211,5.96068
8071212,7.6011,7.26313,7.48616,5.701,5.94909,5.58969
8071234,5.33475,5.66238,5.52702,5.68796,5.54417,5.68837
8071259,4.76613,5.12281,4.93573,5.19539,5.03357,5.26532
8071268,4.94931,5.36536,5.04244,5.45455,5.23249,5.67622
8071272,4.92805,4.86089,4.93087,5.46751,5.54203,5.53512
8071274,6.37535,6.0871,5.89625,6.68306,6.59228,6.76738
8071276,5.25238,5.49302,5.43465,6.18223,5.76179,6.38952
8071289,8.74916,8.91103,8.87572,9.05692,9.029,9.12553
8071301,6.02662,6.096,5.98518,5.72658,5.85659,5.76299
8071312,5.85127,6.26467,6.06715,5.92419,5.74045,6.04247
8071314,7.22894,7.08,7.17516,6.56741,6.50785,6.3504
8071332,9.31249,8.98396,8.97604,8.58293,8.65179,8.46212
8071339,4.86493,4.95728,4.66244,5.09507,5.04991,5.18824
8071355,3.86699,3.94216,3.60433,4.20628,4.18242,4.61339
8071357,3.60336,4.16551,3.88822,4.26089,4.26294,4.33126
8071361,5.39507,5.19608,5.45519,5.31021,5.13267,5.33868
8071368,6.62864,6.8502,6.70597,6.90317,6.59141,6.7677
8071371,2.15975,2.30299,2.16283,2.35438,2.13638,2.47421
8071373,1.16383,1.53833,1.43097,1.27948,1.33986,1.34024
8071375,4.69771,4.72062,4.64481,4.59885,4.46821,4.74455
8071382,5.0338,5.31584,5.03785,4.91747,5.12233,4.77266
8071390,1.60095,2.13945,1.98146,1.51972,1.42973,1.45949
8071392,7.89557,8.01912,7.93604,8.28338,8.21833,8.51481
8071411,2.89269,3.28011,3.57507,3.15481,3.09201,3.17158
8071414,4.31072,4.34007,4.51562,4.47569,4.52982,4.56515
8071420,2.60787,2.42981,2.20447,2.87945,2.6332,2.57312
8071426,7.54857,7.32237,7.44002,6.95482,7.01544,6.9502
8071434,8.38561,8.45985,8.41851,8.32973,8.28475,8.19861
8071442,1.28185,0.7022,0.83088,0.8974,0.74842,0.7579
8071444,4.01834,4.20672,4.07144,4.20442,4.05112,4.39639
8071466,6.64628,6.75195,6.81543,6.45771,6.47155,6.78235
8071489,3.76775,4.10319,3.9719,3.74031,3.79612,3.97102
8071504,2.05883,2.53702,2.60846,2.41482,2.70014,2.72804
8071516,5.33732,5.57705,5.53906,4.9067,5.0437,4.89803
8071523,4.25465,4.08768,4.37658,4.0523,3.94102,4.25649
8071530,3.28671,4.18543,4.04793,4.61202,4.06736,4.61181
8071532,5.02204,4.96967,4.77391,4.22794,4.22685,4.0948
8071536,5.29488,5.11118,5.08538,5.14102,5.05422,5.1992
8071541,7.19951,7.45949,7.25376,7.51747,7.09534,7.43134
8071543,2.15975,2.30299,2.16283,2.35438,2.13638,2.47421
8071545,1.16383,1.53833,1.43097,1.27948,1.33986,1.34024
8071547,6.85253,6.54428,6.88015,6.64708,6.66282,6.64834
8071554,3.78769,4.34467,4.5003,4.42322,4.34211,4.75753
8071559,5.63563,5.22171,5.875,5.74079,5.73245,5.9654
8071564,3.42652,3.21269,3.28495,3.51926,3.48734,3.79397
8071566,6.76077,6.84221,6.67324,6.37208,6.24894,6.26044
8071593,5.63989,5.02854,5.09269,4.78853,5.05848,5.24657
8071595,4.8061,4.40606,4.17446,4.70513,4.68137,4.48224
8071597,4.48247,4.71536,4.58449,4.68792,4.65744,4.62034
8071642,3.63668,4.08709,3.70223,3.75022,3.76685,4.14764
8071646,2.33217,2.25086,2.59277,2.35803,2.4386,2.60252
8071649,8.81416,8.83808,8.81568,8.45647,8.48269,8.35926
8071655,5.63786,6.13936,6.00096,6.13862,6.09164,6.45186
8071658,3.60866,3.48616,3.5129,3.524,3.34593,3.66857
8071662,5.8012,5.68063,6.00244,6.29827,6.20247,6.42809
8071671,4.31666,4.52605,4.38016,4.73133,4.26939,4.65335
8071676,4.31128,4.58236,4.46117,4.50206,4.46014,4.27558
8071691,6.78236,6.80909,6.89228,6.13891,6.2204,6.08061
8071713,4.96976,5.06663,5.20136,5.15307,4.85585,4.85812
8071715,4.42876,4.521,4.23543,4.56512,4.83757,4.769
8071717,3.71658,3.79379,3.56343,3.87879,3.83402,4.04776
8071737,7.8388,7.65196,7.63866,7.21044,7.14197,7.22377
8071745,3.3065,4.0416,3.90098,4.03399,3.5794,4.02817
8071758,4.58403,4.9685,4.6042,4.99554,4.64038,5.23765
8071768,6.9253,7.06099,6.87431,6.77412,6.7625,6.8179
8071783,4.24004,4.43048,4.33815,4.15382,4.31465,4.64262
8071801,2.71053,2.67178,2.1847,2.02128,2.20668,2.85256
8071804,5.59548,5.72466,5.3571,5.65502,5.73653,5.65793
8071806,6.54821,6.64868,6.64272,6.11841,6.02333,6.11228
8071809,4.28369,4.15314,4.14788,4.08989,4.28443,4.3982
8071817,2.79259,2.58909,2.8427,3.00603,3.03249,2.71559
8071819,3.26678,4.0283,4.0388,3.76932,3.81688,4.06866
8071823,6.66819,6.72192,6.74439,5.8051,5.81557,5.90178
8071861,4.36057,4.39453,4.35318,4.61073,4.27484,4.78131
8071877,4.64635,4.39206,4.49444,4.91521,4.57627,4.73457
8071881,7.75929,7.90608,7.76771,6.87714,7.15462,6.76231
8071899,4.90042,5.06577,4.70479,5.77746,5.61553,5.88478
8071907,3.54884,3.53891,3.22037,3.41027,3.55429,3.51448
8071920,9.28279,9.15537,9.23731,9.19027,9.05682,9.07972
8071927,6.50847,6.38257,6.40622,6.81259,6.83905,6.92903
8071951,6.0436,6.50653,6.11509,6.49406,6.18626,6.38398
8071953,3.44889,3.72213,3.88995,4.23834,3.71698,4.30119
8071981,4.24131,4.89186,4.38137,5.18265,4.89119,5.20032
8071989,5.26678,5.20985,5.17066,5.2665,5.28717,5.55529
8071997,4.25626,4.05983,4.52815,4.53697,4.57348,4.69887
8072004,5.59927,5.77546,5.79977,5.95242,6.03745,6.12127
8072007,4.01844,4.26712,4.26094,3.93494,4.167,3.9298
8072009,5.88427,6.12795,6.09583,5.89671,5.57898,6.18947
8072015,6.30169,6.09356,6.1218,6.66824,6.4455,6.26026
8072039,3.28069,3.48346,3.36339,3.70684,3.6022,4.02109
8072088,3.23805,3.46267,3.56843,3.61907,3.62629,3.38125
8072108,4.40379,4.21384,4.88022,5.70174,5.33386,5.61098
8072113,6.70758,6.37342,6.44146,6.05674,6.22248,5.82751
8072122,7.67919,7.26616,7.488,6.82449,6.88112,6.39224
8072124,4.53305,4.41854,4.33625,4.80637,4.84353,4.86305
8072131,1.00683,1.10022,1.149,0.73803,0.95663,0.96547
8072133,3.64161,3.77698,3.71085,3.77991,3.74344,4.06547
8072139,0.93761,1.74416,0.94277,1.12325,1.36293,0.81657
8072141,1.84512,1.93901,1.65809,1.76903,1.65467,1.73442
8072143,5.48515,5.50109,5.43083,5.7498,5.7455,5.63201
8072153,6.45589,6.34514,6.4524,6.79067,6.80424,6.65896
8072160,5.27925,5.25401,5.1338,5.11235,4.96218,4.80907
8072170,5.21454,5.06193,5.23915,5.24445,5.39467,5.48806
8072187,0.98713,1.11152,0.95944,0.91264,1.00222,0.8736
8072189,4.70325,5.0793,4.77924,4.99384,5.07455,5.32626
8072206,8.93581,8.74571,8.78481,9.1653,9.19477,9.16472
8072216,5.37719,5.5605,5.58119,5.86191,5.55271,5.90936
8072226,2.37933,2.40923,1.96477,2.27512,2.62638,2.20315
8072229,6.72271,6.39372,6.56609,6.59439,6.68225,6.62658
8072242,7.53594,7.50293,7.37368,7.13613,7.21263,7.06022
8072266,4.07403,4.27193,4.18191,4.44839,4.04347,4.52741
8072272,5.16253,5.19684,5.37932,5.21551,5.07066,5.4457
8072274,7.24767,7.40446,7.26847,7.07794,6.93523,7.02295
8072279,7.18125,7.13235,7.25616,6.89673,6.96705,6.9374
8072302,5.36799,5.44766,5.37161,5.30296,5.13022,5.06712
8072304,2.15093,2.3045,2.63482,2.40169,2.19737,2.04443
8072314,4.64791,4.53776,4.54341,4.7678,4.821,4.80168
8072316,4.44016,4.9537,4.51665,4.6453,4.77781,5.14548
8072328,3.39905,3.36164,3.64902,3.65379,3.70963,3.72502
8072344,3.69176,3.51459,3.87903,3.56519,3.57496,3.11595
8072346,4.59238,4.92731,4.78242,4.67821,4.57209,4.32742
8072353,3.39906,3.78195,3.47004,3.40709,3.40742,3.8682
8072355,2.54739,3.03836,2.4176,2.92247,3.11639,2.87738
8072358,3.69181,3.99898,3.58515,3.78972,4.19172,4.03117
8072360,4.17944,4.09003,3.85159,4.26898,3.90985,4.35246
8072374,4.26331,4.20963,4.07006,4.17986,4.2503,4.41396
8072382,3.92264,4.01639,3.51209,3.95532,3.87063,4.07278
8072400,3.17236,3.50609,3.39804,3.13104,3.30532,3.12447
8072407,9.28145,9.26438,9.20181,9.29193,9.11967,9.30551
8072411,3.21479,3.6111,3.32973,3.31122,3.20646,3.67379
8072413,4.65183,4.73194,4.46689,4.51506,4.64155,4.67232
8072436,3.7326,4.04715,3.77222,4.08839,3.99991,4.01024
8072454,6.13947,5.52353,6.17834,5.48742,5.51868,5.24435
8072461,6.08261,6.0741,6.11275,5.07835,5.20753,5.17601
8072482,2.0152,1.85128,1.78345,1.64975,1.78261,1.67877
8072484,2.66599,2.92752,2.97092,3.45734,2.77044,3.14499
8072486,3.79784,4.1194,3.65039,3.89813,3.54453,4.06841
8072488,7.31568,6.64042,7.23789,6.92186,7.01201,6.97453
8072494,5.4584,5.37657,5.43866,5.71645,5.60571,5.90184
8072529,6.11364,5.89834,6.10236,5.61775,5.66021,5.6821
8072573,2.62337,2.78173,2.73639,2.92097,2.9332,2.78208
8072575,0.99398,1.1617,1.16945,0.95167,1.214,1.15666
8072577,8.99093,8.97698,9.0054,8.3654,8.47348,8.25091
8072582,6.38777,6.15485,6.54588,5.85836,6.0668,5.94164
8072584,4.76197,4.45382,4.46629,4.88522,5.02526,4.59235
8072587,2.75872,2.81828,2.61473,2.76756,2.5811,2.94213
8072603,1.96237,2.35188,2.14753,2.3159,2.39707,2.85804
8072605,1.4671,1.14721,1.26351,1.26227,1.18128,1.49396
8072610,8.0479,7.87465,8.00451,8.43763,8.44631,8.46086
8072626,6.87552,6.95416,6.85465,6.7054,6.62803,6.66549
8072636,3.15415,3.50431,3.13386,3.54815,3.53898,3.27539
8072645,8.24671,8.04148,8.17036,7.32106,7.29268,7.19072
8072659,7.54003,7.49249,7.54391,7.3722,7.42305,7.47632
8072678,6.9059,6.71933,6.89086,8.72097,8.74588,8.84741
8072687,8.93213,8.86416,8.90586,7.29108,7.43047,7.19039
8072705,4.30146,4.58304,4.27351,4.33589,3.79549,4.276
8072710,6.95121,6.87073,6.7954,8.96844,8.89679,8.84674
8072721,2.71161,3.04632,2.61868,2.99536,3.07612,2.95634
8072727,1.41454,1.11017,0.89344,0.895,0.8974,0.75733
8072729,4.63123,4.81054,4.21236,4.94606,5.15158,4.88356
8072731,0.83262,0.96806,1.15879,0.81003,0.9816,0.74461
8072733,1.29331,1.74116,2.18176,1.66927,1.49094,1.45587
8072735,5.68071,5.43026,5.67686,8.06122,7.89218,7.98603
8072744,7.42944,7.00361,7.18235,7.35909,7.33418,7.55278
8072757,5.52742,5.78404,5.9118,7.24855,7.07093,7.43214
8072775,1.94816,1.74683,1.52363,1.74689,2.00256,2.36885
8072777,5.34087,5.60422,5.48936,5.44597,5.25212,5.39512
8072784,5.82375,5.87275,5.79838,6.06775,6.01915,6.18256
8072796,3.71473,4.02234,3.62888,4.23967,4.2089,4.20746
8072798,9.25015,9.10841,9.25404,9.07106,9.14218,9.3484
8072817,5.00278,5.37374,5.43304,5.9774,6.10046,6.19942
8072825,6.35571,6.2958,6.44727,6.5131,6.55337,6.60125
8072847,6.24347,6.4735,6.4289,6.4262,6.34682,6.66178
8072870,6.11037,6.06054,6.01649,6.12708,6.09607,6.19744
8072876,11.18264,11.1241,11.16772,10.45687,10.34831,10.51852
8072883,6.36863,6.14261,6.21663,5.78806,5.86545,5.83289
8072894,5.40939,5.28279,5.18301,4.94852,4.97635,4.93882
8072924,2.46655,2.91553,2.48226,2.65014,2.32645,2.56191
8072926,9.05745,9.36637,9.1992,9.45219,9.34661,9.5888
8072931,4.19257,4.71708,4.45861,4.75225,4.48192,4.842
8072941,5.25636,5.63433,5.26062,5.74463,5.35562,5.95391
8072946,9.70586,9.68741,9.69056,8.77934,8.77478,8.66023
8072960,2.1499,2.17407,1.89105,1.50637,1.63696,1.69542
8072962,5.82925,5.75857,5.88084,6.09757,6.10268,6.41546
8072979,7.34209,7.63486,7.64879,6.75964,6.80723,6.80499
8072989,5.2432,5.2938,5.34756,4.86034,5.04698,4.70729
8073007,4.69395,4.70465,4.94414,5.80642,5.89497,5.91328
8073013,6.51718,6.69866,6.65167,7.2185,6.93063,7.07233
8073015,4.57161,4.23878,4.41852,3.78399,4.02386,3.55453
8073022,3.90909,4.36312,3.97267,4.28081,4.10288,3.91529
8073032,6.34654,6.12368,6.25438,5.96374,6.08255,5.91352
8073039,6.58621,6.68052,6.74628,7.98717,8.12649,8.28126
8073056,4.80141,4.57925,4.5075,7.7319,7.55391,7.75965
8073062,7.49843,7.26673,7.41391,8.11413,8.33596,8.11263
8073068,7.63136,7.5272,7.49148,7.7147,7.85415,7.71968
8073072,5.85719,5.72832,5.79237,6.10919,6.40344,6.28181
8073081,5.67743,5.64872,5.49978,7.48118,7.58926,7.41937
8073088,5.07516,4.65054,4.97294,7.32307,7.42615,7.3051
8073096,3.32986,3.81107,3.46781,4.78194,4.98978,4.82876
8073104,4.5709,4.27351,4.3896,4.53983,4.28415,4.69929
8073114,4.98352,5.03175,5.11332,4.9549,4.95448,4.85575
8073129,4.19153,4.67592,4.46597,4.70819,4.91195,4.97696
8073135,6.95663,6.92795,6.96056,6.78447,6.80905,6.75244
8073148,6.59622,6.8194,6.61958,6.7571,6.71601,6.71319
8073152,3.73891,3.78817,3.90407,4.22471,4.17352,4.57234
8073192,8.61757,8.55052,8.42779,8.71287,8.73194,8.7283
8073194,3.6906,3.41692,3.13626,3.43979,3.48672,3.51718
8073207,3.80173,3.76568,3.8892,4.1622,3.90276,4.14011
8073214,6.79997,6.71165,6.84296,6.19965,6.26626,6.35772
8073242,7.17041,7.19048,7.28728,6.92827,6.97778,6.76418
8073259,5.3982,5.56037,5.58966,5.08435,5.08045,5.23713
8073293,2.85617,3.03232,3.07791,4.04819,3.63407,3.8544
8073296,3.91737,4.21367,4.03899,4.41783,4.29072,4.46256
8073309,6.30761,6.06404,6.43936,6.18469,6.29768,6.27198
8073311,6.20765,5.95855,6.19214,5.75049,5.82868,5.51803
8073328,2.84353,2.78962,3.16051,2.34444,2.29798,2.57875
8073330,2.4501,2.07722,2.3835,2.23861,2.44486,1.94537
8073332,1.59019,1.8819,0.90986,1.03136,0.74842,0.88303
8073334,8.22042,8.1812,8.18073,8.56336,8.45735,8.25624
8073341,1.78391,1.82705,1.67563,1.49059,1.77735,1.38578
8073343,5.70488,5.62121,5.85504,5.42304,5.17585,5.54548
8073345,7.82376,7.79458,7.82873,8.13144,8.0451,8.23556
8073379,7.10384,7.32276,7.41549,6.41702,6.56657,6.49343
8073397,6.53332,6.8123,6.76034,6.96472,6.99588,6.98403
8073422,4.43601,4.59468,4.61933,4.77945,4.60988,4.99086
8073430,8.06001,7.98106,7.95721,7.44468,7.64895,7.65164
8073449,5.11674,5.26262,5.15128,5.3762,4.98178,5.60521
8073457,9.72084,9.70598,9.72237,9.06162,9.18252,9.08699
8073470,6.45365,6.52126,6.41983,5.74456,5.83801,5.76205
8073474,3.97421,4.0918,4.10093,4.15499,4.11547,3.89017
8073511,4.27199,4.74759,5.05785,4.31862,3.90686,4.48059
8073513,5.82563,5.66106,5.51124,5.4311,5.60156,5.66753
8073522,7.70587,7.57108,7.59607,7.59203,7.52132,7.61813
8073544,2.10998,2.13622,2.45454,2.18045,2.22765,1.95565
8073546,5.29142,5.53759,5.41305,5.40155,5.3902,5.68784
8073548,4.56956,4.69964,4.82066,4.88916,4.81656,4.80088
8073562,3.0684,3.00088,3.11438,2.97707,2.91132,3.03934
8073573,5.03479,5.25968,5.03406,5.11126,5.30644,5.4245
8073578,6.56265,6.15993,6.56813,6.06491,5.96913,5.98246
8073582,3.84955,4.30457,4.02245,4.15847,4.02837,4.39647
8073585,4.52539,4.56939,4.51708,4.49377,4.70711,4.62399
8073596,2.91486,2.84298,3.01581,3.23877,3.10843,3.20125
8073603,5.22814,5.32755,5.25858,5.11805,4.846,5.22838
8073605,4.61791,4.57661,4.6867,4.11133,4.15222,3.92863
8073612,6.33463,6.53603,6.46616,6.25018,6.09757,6.45878
8073623,5.95174,5.89761,5.69431,5.98504,5.97259,6.14288
8073631,2.54621,2.46594,2.70827,2.17645,2.50084,2.19276
8073633,5.19068,5.56017,5.31155,5.706,5.56133,5.53461
8073645,7.06624,6.76439,7.02773,5.83755,6.07976,5.78284
8073662,6.0579,6.19152,6.19004,5.76835,5.74277,5.85619
8073680,3.03565,2.71328,3.76223,2.59233,2.6672,2.2532
8073682,7.91885,7.78099,7.84996,6.8191,6.83466,6.81784
8073698,3.52963,4.07937,3.49604,4.01047,4.05529,4.0001
8073705,5.00166,5.02423,4.90065,5.10041,5.16393,5.06408
8073733,6.04667,6.26976,6.19383,5.59712,5.36513,5.83944
8073743,4.56964,4.95406,4.71035,4.62839,4.57736,5.03779
8073752,5.67516,5.78741,5.65428,5.81876,5.70352,5.734
8073766,4.85954,4.89222,4.70465,3.0393,3.44709,3.52192
8073775,4.17846,4.28455,4.28688,3.97589,4.24837,4.14416
8073799,8.2311,8.26373,8.18566,7.94329,8.05603,7.83348
8073816,4.76603,4.86613,4.36614,5.30184,5.20354,5.3224
8073822,3.65762,3.9408,3.90948,4.10258,3.89764,4.24319
8073824,5.08321,5.3724,5.3306,5.2606,4.61901,5.44016
8073826,4.22319,4.46438,4.36773,4.24195,3.81435,4.18949
8073842,5.86016,5.81116,5.84853,6.50956,6.50475,6.47835
8073858,7.20763,6.93442,6.91966,5.6464,5.74182,5.68728
8073875,6.1657,6.2387,6.27933,6.00362,6.22252,6.14119
8073890,7.35197,7.05205,7.28764,6.60813,6.81247,6.60862
8073909,7.06391,7.21897,7.17621,6.8956,6.9805,6.74358
8073924,3.99553,4.24719,4.24239,4.3897,4.17366,4.51647
8073929,5.36382,5.23058,5.179,5.59219,5.42783,5.59487
8073939,3.56817,3.9956,3.36026,4.11222,3.81615,4.13935
8073941,5.08254,5.28328,4.8359,5.10329,5.36934,5.56568
8073943,6.62258,6.69655,6.67398,6.23579,6.14574,6.13788
8073949,6.26296,6.23891,6.06881,6.41188,6.44141,6.47244
8073960,6.04186,6.19078,6.23021,7.79588,7.81727,7.8788
8073962,2.65559,3.11453,2.7338,2.88801,3.00992,3.17352
8073992,5.19454,5.59569,5.24329,5.65771,5.40585,5.63811
8074003,6.65128,6.95344,6.82408,6.44043,6.52468,6.55443
8074020,5.89727,6.04322,6.00112,6.30537,5.96606,6.18686
8074030,6.70974,6.88993,6.9169,6.76335,6.76705,6.87093
8074057,3.69967,4.23609,4.31463,4.66365,4.68788,4.79654
8074059,2.45824,2.69639,2.59386,2.33197,2.70241,2.68331
8074061,6.85521,7.39821,7.06216,7.44053,7.13471,7.4075
8074063,5.62904,5.92734,5.78067,5.70374,5.70051,5.84318
8074070,4.83657,5.14421,5.03002,5.02853,4.76884,5.17151
8074082,5.90573,5.96981,5.88781,5.05676,5.06637,5.06414
8074106,4.62751,5.09339,4.51376,5.02585,4.42846,4.76091
8074108,4.205,4.64701,4.58362,4.49096,4.55791,4.81729
8074131,4.45356,4.47585,4.52029,4.81041,4.44142,4.87813
8074153,3.83332,4.2367,3.92317,4.37622,3.86893,4.60079
8074157,7.09476,6.87009,6.94885,6.80831,6.87388,6.60032
8074168,5.10465,5.2921,5.35377,5.78626,5.89335,5.7838
8074170,2.64748,2.87141,2.70532,2.72723,2.61154,2.80107
8074192,2.69908,3.02807,2.58601,2.71665,3.1027,2.41768
8074194,2.44318,2.62985,2.72127,2.51565,2.48018,2.62348
8074196,4.62363,5.12174,4.75646,5.15419,4.98473,5.37403
8074201,1.97421,1.3541,1.12065,1.36356,1.09602,1.14754
8074204,1.58872,2.1735,1.74605,1.54022,1.71492,1.6532
8074210,2.62808,3.08619,3.13956,2.73689,3.11008,2.64374
8074212,3.76367,4.7219,4.11177,4.55378,4.29274,4.88795
