ID_REF,GSM1276660,GSM1276661,GSM1276662,GSM1276666,GSM1276667,GSM1276668
7893395,7.12551,7.4879,7.08234,7.71133,7.49892,8.01995
7893396,5.25921,5.04778,5.58503,4.5407,5.75556,4.52702
7893397,3.59379,1.62975,3.29409,3.79713,3.8825,3.37849
7893398,1.19825,2.18795,1.23817,1.11787,1.45174,1.25737
7893399,10.17669,10.10532,10.20513,9.72142,9.59675,9.57693
7893400,2.65302,2.8755,2.016,1.55297,3.7472,1.43645
7893401,1.4206,1.48706,2.18213,2.46399,2.71182,2.11319
7893402,7.70939,8.19219,8.06019,8.50441,8.55718,8.26373
7893403,5.8337,5.60084,6.06068,6.15423,6.23307,6.13274
7893404,2.73295,2.33281,3.98184,2.70541,2.6294,2.60265
7893405,4.85574,4.29722,4.77863,4.89847,4.94309,4.08072
7893406,0.9471,0.76549,0.90887,1.61162,1.64629,1.17641
7893407,9.33405,8.79323,9.14525,9.88852,9.68122,9.53663
7893408,3.04119,3.51879,4.13141,3.4565,3.28595,3.7155
7893409,4.56243,4.86751,4.76334,4.90497,4.65256,5.05914
7893410,5.79866,5.8128,6.11947,5.79037,5.86812,5.73376
7893411,4.03431,3.92205,3.99364,3.89605,3.89083,4.09772
7893412,1.34811,1.63389,0.96178,2.08999,2.65463,1.94015
7893413,7.29538,6.89444,6.70238,7.28703,7.34845,7.13642
7893414,11.34638,11.03873,11.46918,11.71996,11.45415,11.53388
7893415,4.7541,3.88236,3.72787,4.09486,4.84624,3.72861
7893416,4.63139,4.70315,4.43224,3.97583,4.17647,3.9523
7893417,1.3655,1.38388,0.93443,1.54643,0.6655,1.64238
7893418,7.16564,6.71644,7.49139,7.79989,7.48044,7.66853
7893419,11.45526,11.26011,11.33723,11.03479,11.00902,11.01858
7893420,10.14527,9.97402,10.19301,10.15208,10.21072,9.94566
7893421,4.819,4.1933,4.73303,3.9994,4.30542,4.33718
7893422,10.64682,10.51246,10.84609,11.04528,10.97248,10.94942
7893423,1.493,2.02993,1.19418,1.86568,2.56713,1.63468
7893424,10.95076,10.82691,10.84231,10.81797,10.68003,10.62152
7893425,0.85605,0.95432,1.1359,0.61622,0.81248,0.62024
7893426,1.43221,1.41992,1.46215,1.30969,1.36409,1.26677
7893427,3.12781,2.69094,2.77921,3.10736,3.04819,2.94088
7893428,6.39593,6.53591,6.33916,6.95549,6.93774,7.04982
7893429,2.80715,2.51504,3.26778,3.29021,2.62883,2.94987
7893430,1.79331,2.32915,2.37283,1.21669,2.32801,1.37846
7893431,1.40652,1.94543,1.63129,3.34165,1.92857,2.65452
7893432,4.97527,5.34717,4.91198,4.96706,5.20316,5.28438
7893433,3.4174,3.44521,4.14527,4.7486,4.05824,4.86906
7893434,0.87111,1.18062,0.51467,1.12443,0.8161,1.02634
7893435,6.90981,7.22889,7.24016,8.12686,7.79799,7.56803
7893436,5.72747,4.82375,5.80147,5.80617,5.61781,5.21366
7893437,4.32063,3.44521,4.07538,3.47168,4.08453,3.53919
7893438,6.08797,6.60812,6.75061,7.12974,6.87413,7.10232
7893439,11.6793,11.82125,11.7789,11.53436,11.6642,11.34105
7893440,1.71497,1.27832,1.52766,2.30593,1.73622,2.25817
7893441,9.1303,8.60406,9.10694,8.49277,8.38493,8.22108
7893442,7.68245,7.21456,7.77597,7.4802,7.51826,6.99648
7893443,5.19035,5.61012,6.14886,5.81861,5.60329,5.95027
7893444,5.98842,5.75081,6.01001,5.92842,5.86919,5.89244
7893445,2.42922,3.32983,3.11971,4.28304,2.10566,3.05137
7893446,2.76587,3.63777,3.29122,3.06072,3.15914,2.81572
7893447,8.33139,8.89874,8.88575,9.67368,9.16435,9.75223
7893448,7.09602,7.28136,7.55102,8.07909,7.60585,7.97648
7893449,8.98154,9.39011,9.28411,8.9434,8.8115,8.97681
7893450,2.13024,2.13409,3.5151,2.3256,1.379,1.75145
7893451,3.96831,3.243,3.45827,2.19984,2.65349,2.82507
7893452,2.73742,1.85243,2.7269,1.75479,2.3627,2.41259
7893453,4.90441,5.17749,4.94576,4.33974,4.76953,3.64142
7893454,7.81297,8.2499,8.31896,8.28489,8.1037,8.70421
7893455,6.3697,5.52656,4.97755,6.54998,5.95649,6.00326
7893456,2.49952,2.50323,2.67263,2.0161,3.38185,2.64459
7893457,2.09394,1.37125,1.13718,1.35873,1.40908,1.11941
7893458,10.1285,9.53724,10.0048,9.28998,9.40431,8.94184
7893459,3.89674,3.33195,2.6914,2.48469,3.7131,1.8226
7893460,10.95047,10.6362,10.61608,10.6614,10.84827,10.38473
7893461,7.81104,7.55702,7.84766,8.60302,8.67472,8.56764
7893462,4.61329,4.3281,3.76944,4.52391,4.722,3.47952
7893463,4.76682,4.42842,4.95565,4.07146,3.93299,4.21406
7893464,4.27648,3.90214,4.609,4.97699,5.09545,4.68615
7893465,3.8264,3.37007,3.5405,3.13939,3.36248,3.75126
7893466,10.39312,10.4941,10.45989,9.9949,10.01586,9.93784
7893467,7.36732,7.29362,7.29056,6.88935,7.05268,6.71112
7893468,5.23527,4.22188,4.5136,4.37365,4.70657,4.04074
7893469,11.95295,12.14242,11.95853,11.47162,11.98782,11.28846
7893470,5.55505,5.11739,5.8895,5.30733,5.47546,5.04079
7893471,3.12521,3.29934,2.96894,2.47589,3.76847,2.9446
7893472,5.3766,5.42073,5.2676,5.97764,5.72545,5.08036
7893473,3.03445,4.90965,3.95119,4.6612,3.81988,5.06994
7893474,2.10969,2.59807,2.63472,1.98461,2.53496,2.38913
7893475,3.99227,4.69941,4.19728,3.72713,4.54389,4.62836
7893476,8.53722,8.63513,8.71142,8.72716,8.83008,8.91277
7893477,7.95179,7.02751,7.37963,8.47906,8.23358,8.18676
7893478,5.73028,5.75695,6.16462,6.71798,6.64951,6.63891
7893479,1.19225,1.15614,1.7133,1.38276,2.22942,1.2474
7893480,4.87525,5.8598,4.83069,6.03562,5.1979,5.80584
7893481,5.06492,5.94015,4.85668,4.95402,5.26274,5.11264
7893482,3.88437,4.64332,3.75761,4.52391,4.6496,4.71792
7893483,5.84084,5.77867,5.45837,6.31304,6.21629,5.79636
7893484,3.36118,4.32239,3.7572,4.53091,3.98583,4.74031
7893485,9.14404,9.05527,9.41865,8.6624,8.73872,8.82318
7893486,12.27072,12.05935,12.01193,12.13274,11.99339,12.11327
7893487,3.28883,2.69553,3.75572,2.63109,3.22974,2.62574
7893488,5.86574,6.08929,6.0556,6.00713,6.25559,5.91488
7893489,1.02809,0.47629,0.78154,0.48931,0.82291,1.24763
7893490,1.85986,1.49015,1.84216,1.16561,2.21151,1.31838
7893491,7.24452,7.24904,7.27798,8.3539,7.81498,8.12806
7893492,3.36118,2.34444,3.7572,4.53091,4.53437,3.28295
7893493,5.11385,3.7087,3.56773,3.77569,4.20405,3.79918
7893494,8.18297,8.18035,8.09721,7.28029,7.41089,7.36952
7893495,2.24723,1.87247,1.97887,2.76506,2.87631,2.62376
7893496,2.59393,3.47686,3.3752,4.0373,3.75872,3.99085
7893497,7.41546,6.99578,6.3922,7.12988,6.97113,7.1132
7893498,11.28387,10.93912,11.36801,11.76234,11.61142,11.41289
7893499,1.08978,1.27936,1.04285,1.04718,1.45968,1.17931
7893500,6.50308,6.27162,6.50628,6.50571,6.44028,6.5253
7893501,4.37036,4.9706,3.99734,3.22671,2.74154,2.45797
7893502,1.17641,1.24329,0.87384,1.00849,1.47033,1.11163
7893503,5.49561,5.67542,5.22713,6.03571,6.46179,5.71966
7893504,8.49132,8.77671,8.74317,8.11617,8.21963,7.89831
7893505,1.94816,1.3141,2.22828,2.33657,2.37171,1.77008
7893506,6.16643,5.85892,5.90623,6.39993,6.46568,6.33406
7893507,12.01782,11.97075,12.1481,12.35555,12.2901,12.24851
7893508,3.26306,4.04232,3.41926,2.50891,2.83026,1.8568
7893509,0.96242,1.37478,2.21257,2.2174,2.79622,1.56276
7893510,2.46982,2.53522,2.66664,3.48659,2.81488,3.22578
7893511,7.51882,6.92226,7.62403,8.36856,8.10111,7.8353
7893512,1.06057,1.50891,1.19396,1.13976,1.42293,1.40442
7893513,5.82013,6.90547,6.41424,6.07185,5.7595,6.62577
7893514,3.26306,3.78589,3.00586,3.9596,3.31581,3.37533
7893515,6.42513,6.40461,6.81868,7.44715,7.445,7.44555
7893516,10.42327,10.42896,10.32484,9.94396,9.96206,9.74545
7893517,7.12889,7.29351,7.35955,7.17112,7.35568,7.5405
7893518,8.02998,7.90895,7.5534,7.9536,7.87249,7.73747
7893519,3.02697,2.93254,2.93068,3.73724,4.26219,3.28006
7893520,2.68314,1.82934,2.84287,1.87019,2.17901,1.60957
7893521,1.4671,0.91645,0.8931,1.53986,1.43296,0.78352
7893522,2.47349,2.66076,2.45627,2.80017,2.47515,2.28921
7893523,4.16887,2.47956,3.78647,3.10165,3.84947,3.68632
7893524,6.04572,5.80476,6.2917,6.44367,6.57969,6.38706
7893525,5.03344,5.00529,4.22626,5.72658,5.62702,4.71933
7893526,1.75582,2.05161,1.06223,3.28556,3.44873,2.55243
7893527,4.62845,4.72015,3.61546,4.49357,4.81822,4.19213
7893528,6.94844,6.39719,6.34589,5.33611,6.14082,6.44121
7893529,2.4214,3.67501,4.23273,3.75451,4.27249,2.49628
7893530,10.82777,10.90245,10.85013,10.7386,10.65551,10.73918
7893531,4.58473,4.65037,4.88684,4.7291,4.31646,5.07581
7893532,1.78391,2.09324,1.4005,1.31838,1.64629,1.69655
7893533,5.75378,5.71278,5.86973,5.98353,5.99637,5.95021
7893534,7.42553,6.93225,7.24232,6.28568,6.46994,6.29949
7893535,3.40881,3.15744,3.27741,3.38646,4.29429,3.71759
7893536,9.39122,9.48879,9.47507,9.94682,9.9818,9.8111
7893537,3.02585,2.53516,3.34343,3.56514,2.9461,2.64443
7893538,4.6797,3.90633,3.87512,3.34122,3.58021,3.45927
7893539,10.34457,10.23162,10.15895,9.70607,9.91732,9.78204
7893540,11.01431,10.8287,11.18834,11.26618,11.18521,11.16953
7893541,1.11362,1.05162,1.73117,1.21992,0.91231,0.91427
7893542,5.92809,5.96345,5.7467,6.19123,6.45425,6.3506
7893543,11.15993,10.74884,11.0143,11.63997,11.54118,11.42263
7893544,5.67524,5.53522,5.39587,5.36894,5.53975,5.41292
7893545,7.34899,7.2066,7.22267,7.99372,7.95681,7.74207
7893546,6.39797,6.36946,6.36738,6.54396,6.08407,6.03924
7893547,12.24293,12.15263,12.08703,12.17033,12.09084,12.17432
7893548,3.19224,2.08696,3.10584,2.74988,3.08181,3.39173
7893549,6.41707,6.06825,5.95838,7.29832,7.43276,7.31847
7893550,10.79812,10.73851,10.7444,10.62922,10.57392,10.39514
7893551,8.81514,8.54309,8.58947,7.37303,7.44378,7.13804
7893552,6.74297,5.75118,6.61872,6.7965,6.73914,6.7668
7893553,1.97897,2.22992,2.11764,2.37209,2.29636,2.1703
7893554,10.03453,9.56089,9.81663,9.75516,9.71871,9.26274
7893555,5.48097,5.5299,5.10883,5.47676,5.09713,5.64564
7893556,3.90979,4.13446,2.83282,4.23519,4.21,3.99629
7893557,7.39469,6.9417,7.17248,6.93989,7.83375,6.24127
7893558,9.00976,9.14863,9.38143,9.34652,9.18975,9.67037
7893559,12.3234,12.27195,12.2655,11.65237,11.72038,11.53254
7893560,5.50826,6.0576,5.84896,5.66509,5.74742,5.86622
7893561,9.29646,9.25974,9.33088,8.42144,8.42702,8.32058
7893562,4.45263,3.6184,4.73031,4.36699,5.13237,3.36999
7893563,1.07943,2.07881,1.54013,1.99142,2.27198,1.49845
7893564,12.61329,12.67695,12.73537,12.36997,12.34771,12.25999
7893565,3.78635,3.35265,3.68963,3.09484,3.62701,3.28686
7893566,1.38114,2.36936,1.69149,1.70003,2.51457,1.77636
7893567,4.98589,4.70149,4.52028,3.97144,4.05045,4.92571
7893568,5.59646,4.98241,5.80159,5.33991,4.62767,5.16906
7893569,1.02229,1.20747,1.38264,1.5629,0.99934,1.03499
7893570,5.11111,5.15,2.93698,3.11344,3.49664,4.28589
7893571,10.97138,10.92344,10.873,10.502,10.4834,10.4095
7893572,8.20778,7.84431,7.68758,7.45845,7.72996,7.39547
7893573,9.19723,8.92004,8.89011,8.83221,8.63584,8.31895
7893574,9.84102,9.90309,9.99539,9.07397,9.1195,8.83938
7893575,3.95467,4.3851,4.9588,3.12576,3.6189,3.25428
7893576,4.17756,2.97707,4.86653,3.78749,4.7832,3.65736
7893577,2.22695,2.14467,1.68024,2.40121,2.66274,1.47298
7893578,2.27144,2.24423,1.48497,2.08876,1.6058,1.60037
7893579,1.41973,1.37752,1.94596,2.30156,2.87419,2.90824
7893580,2.12725,2.42217,3.02393,3.18598,3.28465,3.51854
7893581,4.69336,3.81537,3.47445,5.31622,5.18408,4.27172
7893582,12.21178,12.18831,12.13824,12.21072,12.20588,12.35217
7893583,6.41316,6.46394,6.39179,7.8727,7.72934,7.68634
7893584,1.74218,2.70665,0.84436,1.91009,2.46567,3.01713
7893585,6.42057,5.96222,6.16755,6.8046,6.46629,6.26945
7893586,3.94447,4.79098,4.03366,4.88963,4.50889,4.82875
7893587,6.02325,6.01735,5.39558,6.08545,6.38676,6.06622
7893588,3.56328,3.62055,3.10257,3.28841,3.93234,3.08562
7893589,3.2374,4.29517,3.33377,3.81009,3.21546,2.66825
7893590,4.77705,4.26942,4.88498,4.36718,3.98816,4.42512
7893591,10.57313,10.40524,10.51611,10.56346,10.32474,10.27362
7893592,11.23855,11.16727,11.18205,11.11642,11.02906,11.22518
7893593,8.92125,8.09902,8.25511,8.67431,8.63621,8.66144
7893594,6.31994,5.55524,6.18999,6.04801,6.09461,5.03479
7893595,1.38991,1.10306,1.66062,1.53443,3.04355,1.85443
7893596,2.92849,3.65764,4.32003,2.75221,3.86907,3.82992
7893597,1.62551,0.85629,0.98099,0.80499,1.8811,1.05525
7893598,6.99476,6.66478,6.98484,7.28201,7.65347,7.2984
7893599,6.42479,6.78592,6.56091,6.49484,5.79621,6.67646
7893600,6.19909,5.45462,5.729,5.87241,6.39645,5.30422
7893601,4.12246,4.3667,5.11698,5.71838,5.02472,5.2007
7893602,9.3992,9.29696,9.159,8.74675,8.63015,8.68029
7893603,10.95617,11.05054,11.15888,10.26944,10.30989,9.92921
7893604,2.29118,1.62926,2.50516,2.19878,2.55836,2.90901
7893605,9.17156,8.97349,9.63439,10.23883,9.76641,9.7855
7893606,3.89083,4.08758,3.30825,4.66584,4.63004,3.19552
7893607,1.45248,2.01784,2.1567,2.88687,1.8603,2.67778
7893608,6.93246,6.12485,6.69228,6.65498,6.81528,6.33737
7893609,10.14591,9.79377,9.74385,9.85854,9.60274,9.86932
7893610,3.05667,2.17602,2.83194,3.15546,3.33031,3.33473
7893611,4.02051,3.62344,3.10476,4.96946,5.90805,4.66409
7893612,1.76026,1.38925,1.42933,1.31046,1.53647,1.70302
7893613,8.51929,7.92147,8.40536,7.99894,8.30874,7.99014
7893614,1.94878,2.96686,1.72138,1.52508,2.40767,1.64067
7893615,5.57846,5.15,4.64422,3.95013,5.24394,4.19257
7893616,6.60474,6.0524,6.08697,6.61573,6.80456,6.38686
7893617,5.47053,5.95434,5.90704,4.70387,5.31009,5.3381
7893618,2.96477,3.68023,2.46239,2.19536,1.91038,1.76932
7893619,8.26852,8.31064,8.1567,9.82832,9.71597,9.65907
7893620,0.74842,0.9471,0.72118,1.43854,4.12988,2.06254
7893621,1.53037,1.08299,0.72495,1.0315,1.84206,1.21698
7893622,1.78391,1.4005,0.90887,2.60734,2.06254,0.95804
7893623,2.36831,2.62731,3.02093,3.35396,2.60522,2.44912
7893624,2.34494,1.5918,2.61047,1.82017,2.05946,2.40953
7893625,1.04954,1.03036,1.04194,0.86616,0.9868,0.82006
7893626,0.8205,1.05162,0.72118,0.57496,1.36125,1.03012
7893627,5.41121,5.80102,5.18658,5.61624,5.66385,5.14933
7893628,7.84087,7.09777,7.38424,7.38312,7.65956,7.09412
7893629,2.18301,1.50969,0.99332,0.80519,0.67493,1.03883
7893630,5.30401,5.69392,5.30401,5.91371,6.22859,5.44131
7893631,5.63252,5.43005,5.95788,5.67846,6.01805,5.64816
7893632,11.56977,11.46237,11.50665,11.21464,11.10259,11.205
7893633,8.75956,8.53713,8.71409,9.35499,9.39249,9.01863
7893634,9.42416,9.24482,9.81486,10.62538,10.12293,10.26036
7893635,2.08266,3.15345,2.72815,4.6927,4.66801,4.55654
7893636,1.24414,1.71159,1.46423,0.81689,1.7199,2.3623
7893637,5.62172,4.81037,5.91487,6.12718,5.89396,6.04451
7893638,2.43424,2.43257,1.66062,1.83965,1.70852,1.84242
7893639,9.78108,9.98759,9.92022,8.95954,9.02556,9.14981
7893640,7.14385,6.56305,7.1256,7.05172,7.1396,7.18167
7893641,10.25137,10.009,10.28702,10.3966,10.21366,10.15195
7893642,11.12544,10.99663,11.00636,10.77129,10.7729,10.71885
7893643,1.65024,1.77344,1.7333,1.50576,1.51522,1.55003
7893644,6.71234,6.41172,6.67022,6.49061,6.58619,6.47055
7893645,3.3162,2.50393,3.55133,5.66045,4.47492,4.10867
7893646,6.66972,6.50365,6.61465,7.24186,7.20162,7.47957
7893647,11.64045,11.67327,11.57924,11.16649,10.99711,11.26141
7893648,1.98867,1.95169,3.05938,1.99724,2.99041,2.2562
7893649,8.12615,8.53782,8.52882,8.53068,8.4388,8.49168
7893650,12.07168,12.08477,12.11441,12.06967,12.08981,12.19941
7893651,6.8748,6.94638,6.90202,7.4535,7.32823,7.18656
7893652,3.10067,3.80314,3.25252,3.43477,3.68667,3.96409
7893653,6.18335,3.47572,6.00514,4.19694,5.53071,5.3381
7893654,5.76663,4.80707,5.19173,5.372,6.08419,5.13382
7893655,3.36118,3.23949,3.61092,3.96014,3.65585,2.81481
7893656,2.62779,2.60625,2.36425,3.75839,2.38486,2.32515
7893657,6.51684,6.61533,7.31392,7.54756,7.58978,7.30976
7893658,4.45209,5.1544,5.03063,5.74589,5.33003,4.99844
7893659,2.89777,2.17304,2.35689,2.84727,1.89337,2.36954
7893660,6.76711,7.02313,6.97254,7.84482,7.48976,7.57931
7893661,8.34956,8.00873,8.37052,8.76999,8.52317,8.76477
7893662,11.35958,11.07245,11.30451,11.74346,11.68547,11.57921
7893663,4.45662,4.74281,4.75624,3.21635,4.14605,3.32928
7893664,7.12129,7.13954,6.9373,7.34415,7.71958,7.39869
7893665,3.66838,4.80304,4.0615,4.62754,4.42035,4.35332
7893666,5.12103,4.54745,5.0529,3.76167,3.36856,4.03519
7893667,3.92006,3.50742,3.13958,3.26929,3.69028,2.99463
7893668,2.42922,1.8811,0.54104,0.61622,0.74842,0.95804
7893669,5.08252,4.75127,4.99892,6.15546,5.80365,5.61518
7893670,9.53417,9.74083,9.84126,10.03583,9.98003,9.68918
7893671,3.75526,3.70647,4.55707,3.51247,3.98476,3.27177
7893672,4.69771,5.50623,5.55649,5.24817,5.95822,5.9825
7893673,3.69786,3.73369,4.11482,3.09597,3.82906,3.25914
7893674,1.7915,0.94709,0.72877,1.39183,1.90524,1.08379
7893675,7.38786,7.37129,7.51663,8.16392,8.10059,8.0427
7893676,10.39282,10.58582,10.40617,9.84181,9.94538,10.18444
7893677,11.1199,11.16642,11.33772,11.51499,11.45039,11.41188
7893678,1.88658,2.72733,2.71058,1.54943,1.78012,2.4502
7893679,2.19966,1.52039,1.7508,1.9575,1.7637,2.01765
7893681,0.58257,0.60752,0.90887,1.03036,1.8811,1.58997
7893682,7.89946,7.92427,7.51945,7.12311,7.16145,6.51728
7893683,3.90841,4.57345,4.28148,3.39224,3.88248,4.02023
7893684,9.30481,9.27919,9.30537,8.89196,8.68472,8.73879
7893685,8.39422,8.16729,8.23457,9.40438,9.13053,9.3603
7893686,4.2319,3.31977,3.42422,3.92107,4.15691,4.28097
7893687,1.07341,1.02947,1.00495,0.84809,1.01002,0.83159
7893688,1.89836,2.21141,2.54856,1.9501,1.97562,1.98913
7893689,10.34522,10.36281,10.60975,10.88459,10.75175,10.72942
7893690,7.02869,7.33529,7.17174,6.78006,6.8462,6.86241
7893691,1.29347,0.97569,1.5546,1.50046,1.8715,1.18511
7893692,6.03873,5.54235,5.69502,6.91465,6.61106,6.69473
7893693,5.26735,5.18464,5.34199,5.89635,5.96596,5.57455
7893694,2.11365,0.76549,1.93163,0.74842,1.27308,0.49978
7893695,5.25603,4.96475,5.33761,5.87317,5.74569,6.02873
7893696,5.47416,5.20679,5.56832,5.89867,5.72706,5.13539
7893697,3.71652,3.97781,3.94975,4.05309,4.52571,3.62198
7893698,3.57695,4.06761,4.42051,5.64209,5.65548,5.45401
7893699,4.26476,2.48902,2.70324,4.53527,4.29804,4.39979
7893700,7.63235,7.5364,7.58168,9.0677,8.91053,8.7422
7893701,8.18584,7.99082,8.48444,9.0723,9.09381,8.73282
7893702,2.31603,2.2281,1.42025,0.88939,2.12055,1.68508
7893703,4.17331,4.45525,4.82054,5.2022,5.66106,5.69233
7893704,5.20216,4.49613,5.51741,5.77945,5.49002,5.0975
7893705,7.01542,6.21491,7.57438,8.28757,7.88758,7.48484
7893706,2.483,3.34654,2.11073,1.60039,2.42495,1.8892
7893707,4.92887,5.40335,4.5604,5.11505,5.38067,5.72127
7893708,6.75107,7.20528,7.61345,7.83761,7.40594,7.92387
7893709,9.71357,9.75335,9.38035,9.56925,9.29531,9.53432
7893710,9.19135,9.33739,9.60727,9.90502,9.81282,9.64275
7893711,8.1181,7.55317,7.70185,8.16685,9.18875,7.22184
7893712,2.72323,3.2923,3.84782,3.92449,3.90648,2.81969
7893713,4.19905,4.55716,4.34571,5.44893,4.34995,4.92574
7893714,7.4258,7.21649,7.41676,6.84063,7.12171,7.08977
7893715,9.82202,9.6769,9.5697,8.77235,8.75422,8.68371
7893716,4.436,5.51392,5.09028,5.12054,5.17285,4.81604
7893717,5.29376,5.96584,5.96388,5.29979,5.63476,4.89875
7893718,4.10822,4.30615,4.69025,4.16765,4.67745,3.80329
7893719,1.79196,1.18029,1.34007,1.64997,2.39615,1.61352
7893720,6.03181,5.84831,6.23195,6.34841,6.28623,6.71372
7893721,5.2906,4.80996,5.52036,4.12844,4.81972,4.43367
7893722,4.6273,4.82094,5.44683,5.08973,4.90545,5.08265
7893723,1.94204,3.64095,2.69149,3.56446,3.49119,2.9892
7893724,5.66618,4.71691,4.90925,5.05357,5.49242,4.93436
7893725,11.48108,11.43826,11.78096,11.89593,11.89362,11.61165
7893726,4.98123,4.46928,4.84113,6.42584,5.92872,5.12116
7893727,12.39575,12.28344,12.37528,12.07638,12.03726,12.1468
7893728,6.50756,6.05666,6.34447,6.58051,7.17093,6.39376
7893729,5.84588,5.25534,5.50268,5.20424,5.04392,4.7457
7893730,2.66562,2.9588,2.82226,4.13467,4.48918,3.83353
7893731,9.95732,9.80571,9.83683,10.08787,10.43654,9.71556
7893732,10.55335,10.57385,10.59238,10.3993,10.50034,10.33056
7893733,9.59355,9.35546,9.41097,9.14302,9.14313,9.06175
7893734,9.80435,9.50801,9.39705,8.87626,9.04934,8.82235
7893735,1.86431,3.12646,2.30352,3.38875,3.28981,1.80634
7893736,3.96127,3.81411,3.54544,4.51784,4.72777,4.683
7893737,6.00644,5.75849,6.18131,5.63839,6.27316,5.91591
7893738,7.72942,7.69479,7.79998,7.37118,7.76499,7.51605
7893739,7.19646,6.56319,6.93802,8.25637,7.8013,8.2251
7893740,8.06216,8.09701,8.02058,7.4246,7.97772,7.80609
7893741,2.91163,3.38046,3.57932,3.03421,2.90286,2.40751
7893742,0.89489,1.10032,1.14768,1.09799,1.18569,1.57132
7893743,6.53935,6.04601,6.31185,7.8317,7.71081,7.51211
7893744,7.28222,7.54331,7.67886,6.9354,6.84364,6.94907
7893745,4.33711,4.7787,4.20995,4.4697,4.67805,4.32673
7893746,2.75907,2.74808,1.50721,3.50921,2.57143,2.08497
7893747,7.81783,7.86814,7.8648,7.66954,8.0185,7.85485
7893748,5.11844,5.42113,5.22592,4.90986,5.346,3.95013
7893749,1.97774,1.96303,1.63881,1.14014,2.5576,2.16525
7893750,5.30401,5.26872,4.91748,4.02068,4.04037,4.84441
7893751,6.15124,5.54945,6.33578,6.45979,6.50977,6.6446
7893752,6.46585,6.77225,6.09283,6.25612,6.15303,6.32063
7893753,2.38635,1.22148,1.57057,1.50218,2.36471,1.64326
7893754,4.2996,3.56096,3.13878,4.64292,4.38172,4.22705
7893755,1.32176,1.1738,1.7997,1.38276,2.3627,1.18321
7893756,4.30758,3.95526,3.67509,2.84839,3.32662,3.41152
7893757,4.51233,3.94594,4.12361,5.14366,4.54545,4.40526
7893758,3.42423,1.54459,2.72641,3.70142,3.67689,3.5294
7893759,11.37757,11.46346,11.41407,11.67654,11.53116,11.65004
7893760,1.06175,1.36302,0.72495,1.66825,2.35564,1.61408
7893761,6.47808,6.40131,6.62021,5.46672,5.61335,5.56495
7893762,12.8126,12.75468,12.86092,12.84664,13.03562,12.65735
7893763,11.87893,11.90256,11.98042,11.69677,11.64591,11.74356
7893764,3.1602,4.24927,4.62829,3.9443,3.89185,4.85709
7893765,6.26195,6.22752,6.11218,6.54774,6.29634,6.54256
7893766,6.92092,5.79314,6.30694,7.9884,7.39333,7.2374
7893767,4.52513,5.00081,4.47242,4.53575,4.74761,4.55332
7893768,5.346,5.20848,5.37968,5.01197,4.30842,5.05311
7893769,7.7698,7.29016,7.84573,8.16625,8.24163,7.83304
7893770,2.80516,2.12793,2.71027,2.00158,2.39595,2.405
7893771,4.3929,3.98248,4.16749,4.49588,4.59042,3.87071
7893772,4.46285,3.46832,4.2362,2.68543,2.88757,2.77928
7893773,10.75428,10.6934,10.7034,10.28939,10.19503,10.2904
7893774,7.63516,8.37965,7.97525,8.48943,8.56608,8.46808
7893775,1.93514,2.84431,2.90624,2.45337,2.23199,0.95691
7893776,3.36881,2.53767,3.01073,1.84204,2.1216,1.81727
7893777,7.72007,7.70486,7.49903,8.37338,8.04504,8.11189
7893778,10.01122,9.77915,9.78852,9.73165,9.64572,9.68937
7893779,9.06548,8.91758,8.88984,8.64741,8.57171,8.46392
7893780,1.85968,1.15614,1.72966,1.66902,1.94261,1.60853
7893781,6.21055,5.98224,6.58846,7.25097,6.86108,7.01432
7893782,8.38627,8.14064,8.60466,8.1476,8.20339,7.78349
7893783,9.22411,9.19311,9.57562,9.74998,9.7555,9.66702
7893784,6.03075,5.9713,5.97362,6.66433,6.70529,5.61247
7893785,11.4319,11.4146,11.46457,11.13408,11.01282,11.22485
7893786,5.30305,5.41408,5.60912,6.04802,5.81103,5.62347
7893787,3.51793,3.35433,2.7965,3.61494,3.52338,2.45283
7893788,9.12744,8.9819,9.00517,8.15513,8.37748,8.58248
7893789,7.67675,7.45276,8.08456,8.67977,8.6633,8.24373
7893790,8.44196,8.61116,8.52188,7.62379,7.89254,7.37409
7893791,6.16697,5.55738,5.73897,6.30312,6.51943,5.50578
7893792,9.18263,8.77492,9.12074,8.52788,8.69663,8.43496
7893793,5.56926,5.71619,5.3006,5.43855,5.2851,5.51533
7893794,4.60634,4.26957,3.64792,4.08623,4.08619,4.52978
7893795,5.14189,4.96463,5.21369,4.05283,4.81407,3.91278
7893796,4.29753,4.53304,4.45026,4.92306,4.7245,5.34155
7893797,5.23997,5.04925,5.32583,5.43795,5.21158,5.21972
7893798,4.42025,4.49005,4.85312,5.06231,4.89738,4.83305
7893799,2.13249,1.65451,2.4811,2.26401,2.2318,1.84086
7893800,6.84742,6.9724,6.97139,8.40701,7.76347,7.85252
7893801,1.81016,2.07926,2.21129,2.70485,2.86961,2.24159
7893802,9.79412,9.88172,10.03555,10.23859,10.26679,10.07366
7893803,2.80305,2.58762,3.66287,3.58231,3.18651,3.74907
7893804,3.80638,2.43027,3.84499,3.42152,3.63551,2.37874
7893805,6.78906,6.62678,6.29984,6.70984,6.93945,6.33544
7893806,6.76583,6.3861,6.52041,6.65989,6.64489,6.48797
