cold_27h_1	cold_27h_2	cold_27h_3	cold_3h_1	cold_3h_2	cold_3h_3	cold_9h_1	cold_9h_2	cold_9h_3	control_27h_1	control_27h_2	control_27h_3	control_3h_1	control_3h_2	control_3h_3	control_9h_1	control_9h_2	control_9h_3	heat_27h_1	heat_27h_2	heat_27h_3	heat_3h_1	heat_3h_2	heat_3h_3	heat_9h_1	heat_9h_2	heat_9h_3	salt_27h_1	salt_27h_2	salt_27h_3	salt_3h_1	salt_3h_2	salt_3h_3	salt_9h_1	salt_9h_2	salt_9h_3
STMGQ03	0.432959407276106	0.389566811762726	0.722466024471091	0.344828496997441	0.400537929583729	0.321928094887362	0.0840642647884745	0.831877241191673	0.321928094887362	-0.0439433475875971	0.111031312388744	0.0976107966264223	0.286881147788162	0.20163386116965	0.124328135002202	0.16349873228288	0.150559676575381	0.0285691521967709	0.263034405833794	0.333423733725192	0.321928094887362	0.238786859587116	0.16349873228288	0.137503523749935	0.298658315564515	0.16349873228288	0.0285691521967709	0.411426245726465	0.475084882948783	0.7311832415722	0.070389327891398	0.0976107966264223	0.20163386116965	0.321928094887362	0.505890929729957	0.584962500721156
STMGQ24	0	-0.200912693925996	-0.2688167584278	0.333423733725192	-0.535331732996556	-0.434402824145775	-0.0588936890535686	-0.234465253637023	-0.286304185156641	0.137503523749935	-0.0740005814437769	-0.377069649079823	0.111031312388744	-0.377069649079823	-0.321928094887362	0.16349873228288	0.0143552929770701	0.214124805352847	-0.0144995696951151	0.124328135002202	-0.415037499278844	0.263034405833794	-0.15200309344505	-0.2688167584278	0.0840642647884745	0.214124805352847	0.0976107966264223	0.238786859587116	0.250961573533219	-0.2688167584278	0.22650852980868	-0.168122758808327	-0.434402824145775	-0.0892673380970874	0.0840642647884745	0.111031312388744
STMGS04	-0.0892673380970874	0.0426443374084934	0.238786859587116	-0.321928094887362	-0.2688167584278	0.137503523749935	-0.184424571137427	0.137503523749935	0.16349873228288	0.124328135002202	0.0565835283663675	0.124328135002202	0.298658315564515	-0.0892673380970874	0.111031312388744	0.55581615506164	0.124328135002202	0.111031312388744	0.124328135002202	-0.395928676331139	0.286881147788162	0.31034012061215	0.526068811667588	0.16349873228288	0.263034405833794	0.454175893185802	0.594548549550354	0.344828496997441	-0.0740005814437769	0.321928094887362	-0.104697378666693	0.286881147788162	-0.0144995696951151	0.321928094887362	0.0565835283663675	-0.15200309344505
STMGS19	0.124328135002202	0	0.722466024471091	0.124328135002202	-0.136061549576028	0.238786859587116	-0.377069649079823	-0.104697378666693	0.250961573533219	0.0285691521967709	-0.0291463456595165	0.27500704749987	0.124328135002202	0.14535138557262	0.443606651475615	0.443606651475615	0.0840642647884745	-0.136061549576028	0.0565835283663675	-0.0588936890535686	0.0426443374084937	0.0426443374084937	-0.286304185156641	0.389566811762726	0.356143810225275	0.20163386116965	0.356143810225275	0.22650852980868	0.344828496997441	0.739848102699327	-0.136061549576028	0.263034405833794	0.0565835283663675	0.344828496997441	0.333423733725192	0.678071905112638
STMGS38	0.150559676575381	-0.0144995696951151	-0.3040061868901	0.150559676575381	-0.168122758808327	-0.321928094887362	-0.136061549576028	0.0565835283663675	-0.15200309344505	-0.0588936890535686	-0.168122758808327	-0.168122758808327	0.0143552929770701	-0.340075441597622	-0.0144995696951151	-0.2688167584278	0.0840642647884745	-0.0144995696951151	0.070389327891398	-0.321928094887362	-0.0144995696951151	-0.0144995696951151	0.0426443374084937	-0.0740005814437769	0.594548549550354	0.150559676575381	-0.168122758808327	0.0143552929770701	-0.120294233717712	-0.0588936890535686	-0.217591435072627	0.214124805352847	-0.358453970912476	-0.0740005814437769	-0.184424571137427	-0.120294233717712
STMGS95	0.516015147003665	-0.0144995696951151	-0.217591435072627	0.823749360308273	0.411426245726465	0.189033824390017	0.22650852980868	0.344828496997441	0.0285691521967709	0.137503523749935	0	0.070389327891398	-0.0892673380970874	-0.0588936890535686	0.070389327891398	0.659924558402378	-0.104697378666693	-0.0291463456595165	-0.0291463456595165	0.238786859587116	0.298658315564515	0.400537929583729	0.389566811762726	0.344828496997441	0.389566811762726	0.367371065648529	-0.0588936890535686	0.0565835283663675	-0.0740005814437769	-0.184424571137427	0.0285691521967709	0.298658315564515	0.27500704749987	-0.15200309344505	-0.340075441597622	-0.0291463456595165
STMGT91	-0.286304185156641	-0.0740005814437769	0.113700499164728	0.238786859587116	0.0143552929770701	0.0143552929770701	-0.358453970912476	0.263034405833794	-0.0291463456595165	-0.120294233717712	-0.200912693925996	0.238786859587116	-0.0291463456595165	0.0648828515848544	0.765534746362977	0.298658315564515	0.298658315564515	0.0426443374084937	0.0565835283663675	0.321928094887362	1.15055967657538	-0.0144995696951151	0.400537929583729	-0.0892673380970874	0.594548549550354	0.333423733725192	0.0426443374084937	-0.0174170530774096	0.0593552776164209	-0.0740005814437769	-0.577766999316952	-0.0291463456595165	-0.217591435072627	0.0143552929770701	-0.0291463456595165	-0.136061549576028
STMGU55	0.214124805352847	0.0285691521967709	0.333423733725192	-0.340075441597622	-0.0740005814437769	-0.0439433475875971	0.321928094887362	0.333423733725192	0.0565835283663675	0.0976107966264223	-0.104697378666693	-0.0588936890535686	0.0426443374084937	0.0565835283663675	-0.0439433475875971	0.137503523749935	0.16349873228288	0.0285691521967709	-0.15200309344505	-0.136061549576028	-0.0144995696951151	0.286881147788162	-0.15200309344505	-0.184424571137427	-0.200912693925996	-0.0439433475875971	-0.0740005814437769	0.20163386116965	-0.0439433475875971	0.0840642647884745	0.16349873228288	0.070389327891398	0.298658315564515	0.137503523749935	0.0565835283663675	0.189033824390017
STMGV59	0	-0.0740005814437769	0.263034405833794	0.0114956388378294	-0.184424571137427	0.432959407276106	0.0143552929770704	0.27500704749987	0.22650852980868	0.16349873228288	0.286881147788162	0.505890929729957	0.070389327891398	0.137503523749935	0.367371065648529	0.22650852980868	0.250961573533219	0.0976107966264223	0.0565835283663675	0.0565835283663675	0.214124805352847	-0.0588936890535686	0.070389327891398	0.6959938131099	0.333423733725192	0.111031312388744	0.333423733725192	0.214124805352847	0.286881147788162	-0.184424571137427	0.389566811762726	0.298658315564515	0.505890929729957	0.0565835283663675	0.298658315564515	0.189033824390017
STMGV73	0.286881147788162	0.464668267003444	0.111031312388744	0.124328135002202	-0.0740005814437769	-0.168122758808327	0.111031312388744	-0.0588936890535686	0.344828496997441	-0.0588936890535686	0.0565835283663675	-0.0740005814437769	-0.0588936890535686	0.150559676575381	0	0.070389327891398	0.0840642647884745	-0.217591435072627	-0.120294233717712	0.0565835283663675	0.176322772640463	0.0285691521967709	-0.0892673380970874	-0.0144995696951151	0.0976107966264223	0	0.0976107966264223	0.321928094887362	-0.286304185156641	0.263034405833794	0.0143552929770701	0.070389327891398	0.85598969730848	0.948600847493356	0.286881147788162	0.22650852980868
STMGW55	0.263034405833794	0.250961573533219	0.0285691521967709	0.356143810225275	0.111031312388744	0.150559676575381	0.189033824390017	0.124328135002202	-0.286304185156641	0.0426443374084937	-0.234465253637023	-0.377069649079823	-0.415037499278844	-0.321928094887362	0	-0.286304185156641	-0.217591435072627	0.0143552929770701	-0.0439433475875971	-0.0291463456595165	-0.136061549576028	-0.395928676331139	-0.0144995696951151	-0.168122758808327	0.0143552929770701	-0.0291463456595165	-0.494109070270043	-0.234465253637023	0.250961573533219	-0.251538766995965	-0.321928094887362	0.0143552929770701	0.0143552929770701	-0.62148837674627	0.0143552929770701	-0.434402824145775
STMGW79	0.748461233004035	0.298658315564515	-0.395928676331139	0.367371065648529	0.176322772640463	-0.2688167584278	0.070389327891398	0.176322772640463	0.16349873228288	0.0143552929770701	-0.0740005814437769	-0.377069649079823	0.0976107966264223	-0.0892673380970872	-0.217591435072627	0.0143552929770701	-0.0144995696951151	0.0565835283663675	0.070389327891398	0.137503523749935	-0.200912693925996	0.250961573533219	0.0565835283663675	-0.217591435072627	0.238786859587116	0.20163386116965	0.0143552929770701	0.150559676575381	0.443606651475615	-0.286304185156641	-0.0144995696951151	-0.0439433475875971	-0.234465253637023	-0.3040061868901	-0.0892673380970874	0.0143552929770701
STMGW87	0.31034012061215	0	0.321928094887362	0.321928094887362	0.124328135002202	0.176322772640463	1.21412480535285	0.970853654340484	0.516015147003665	0.0285691521967709	-0.104697378666693	0.137503523749935	-0.0740005814437769	-0.0892673380970874	-0.120294233717712	-0.0892673380970874	-0.2688167584278	0	-0.136061549576028	-0.68965987938785	-0.2688167584278	-0.454031630894707	-0.15200309344505	-0.217591435072627	-0.0892673380970874	-0.0439433475875971	-0.104697378666693	-0.286304185156641	-0.3040061868901	0.189033824390017	-0.0291463456595165	-0.104697378666693	-0.120294233717712	0	0.22650852980868	0.55581615506164
STMGX86	0.16349873228288	0.124328135002202	0.678071905112638	1.56071495447448	-0.0144995696951151	0.516015147003665	0.150559676575381	0.263034405833794	-0.0291463456595165	-0.120294233717712	0.31034012061215	0.150559676575381	-0.2688167584278	-0.286304185156641	0.0840642647884745	0.286881147788162	-0.234465253637023	0.53605290024021	0.238786859587116	0.20163386116965	0.31034012061215	0.286881147788162	0.150559676575381	-0.0588936890535686	0.20163386116965	-0.2688167584278	-0.168122758808327	0.0426443374084937	0.070389327891398	0.189033824390017	-0.0144995696951151	-0.473931188332412	0.0976107966264223	0.0143552929770701	0.189033824390017	0.505890929729957
STMGX94	-0.321928094887362	-0.15200309344505	0.0285691521967709	-0.395928676331139	-0.104697378666693	-0.358453970912476	-0.114035243246029	-0.643856189774725	-0.556393348524385	-0.200912693925996	-0.0439433475875971	-0.0439433475875971	0.150559676575381	0.0285691521967709	-0.0144995696951151	0.20163386116965	-0.599462070416271	-0.136061549576028	-0.0291463456595165	-0.15200309344505	0.111031312388744	-0.0588936890535686	0.16349873228288	0.0143552929770701	0.454175893185802	0.333423733725192	0.0565835283663675	0.0976107966264223	-0.395928676331139	0.0143552929770701	-0.0588936890535686	0.0143552929770701	-0.200912693925996	-0.234465253637023	-0.434402824145775	-0.577766999316952
STMGY09	-0.321928094887362	-0.971430847803229	-0.286304185156641	0.16349873228288	-0.200912693925996	0.298658315564515	-0.666576266274808	-0.68965987938785	-0.454031630894707	-0.0144995696951151	0.176322772640463	-0.0439433475875971	0.20163386116965	-0.200912693925996	-0.434402824145775	-0.2688167584278	0.0285691521967709	-0.434402824145775	0.137503523749935	-0.251538766995965	-0.104697378666693	0.111031312388744	-0.395928676331139	-0.395928676331139	0.111031312388744	0.641546029087524	-0.136061549576028	-0.454031630894707	-0.577766999316952	0.0285691521967709	-0.286304185156641	0.137503523749935	-0.104697378666693	0.565597175854225	0.111031312388744	-0.0892673380970874
STMGY11	0.22650852980868	0.0840642647884745	0.454175893185802	-0.251538766995965	-0.599462070416271	0.214124805352847	-0.0439433475875971	0.238786859587116	0.367371065648529	0	0.344828496997441	0.189033824390017	0.189033824390017	0.137503523749935	0.0143552929770701	0.111031312388744	0.238786859587116	0	0.124328135002202	0.124328135002202	0.298658315564515	0.356143810225275	-0.0439433475875971	0.356143810225275	-0.184424571137427	-0.120294233717712	0.0285691521967709	0.475084882948783	0.475084882948783	0.66902676550963	0.0143552929770701	0.111031312388744	0.189033824390017	0.124328135002202	0.263034405833794	0.298658315564515
STMGY32	0.111031312388744	-0.0291463456595165	-0.120294233717712	0.137503523749935	0.0565835283663675	-0.184424571137427	-0.168122758808327	0.150559676575381	0	0.124328135002202	0.137503523749935	-0.0144995696951151	-0.0740005814437769	-0.0588936890535686	0.0143552929770701	-0.0439433475875971	-0.0439433475875971	0.344828496997441	0.0976107966264223	0.321928094887362	0.189033824390017	0.250961573533219	0.070389327891398	-0.104697378666693	0.124328135002202	0.189033824390017	0.150559676575381	0.137503523749935	0.389566811762726	-0.217591435072627	0.137503523749935	0.0565835283663675	-0.0740005814437769	0.0285691521967709	0.111031312388744	0.0426443374084937
STMGY37	0.0565835283663675	-0.0892673380970874	-0.0439433475875971	-0.15200309344505	-0.514573172829758	-0.217591435072627	-0.0892673380970874	0.150559676575381	-0.184424571137427	0.111031312388744	-0.0291463456595165	-0.234465253637023	-0.0439433475875971	-0.136061549576028	0	0.124328135002202	0.214124805352847	-0.0291463456595165	0.0840642647884745	0.27500704749987	-0.200912693925996	0.214124805352847	0.0143552929770701	0.150559676575381	0.176322772640463	0.16349873228288	0.150559676575381	0.0976107966264223	0.0565835283663675	-0.0144995696951151	0.070389327891398	0.263034405833794	0.111031312388744	-0.0740005814437769	-0.104697378666693	-0.15200309344505
STMGY49	-0.3040061868901	-0.0439433475875971	-0.0740005814437769	-0.0439433475875971	0.0285691521967709	0.137503523749935	-0.321928094887362	-0.251538766995965	-0.377069649079823	0.0143552929770701	0.124328135002202	-0.234465253637023	-0.136061549576028	-0.0588936890535686	-0.0740005814437769	-0.0892673380970874	0.0143552929770701	0.0840642647884745	0.344828496997441	0.0976107966264223	0.070389327891398	0.0143552929770701	0.070389327891398	0.263034405833794	0.250961573533219	0.250961573533219	0.124328135002202	-0.200912693925996	-0.200912693925996	-0.15200309344505	0.0143552929770701	-0.168122758808327	0.0426443374084937	-0.0439433475875971	-0.136061549576028	-0.0954195650786826
STMGY74	-0.494109070270043	-0.736965594166206	-0.395928676331139	-0.62148837674627	-0.377069649079823	-0.0740005814437769	-0.736965594166206	-0.473931188332412	-0.473931188332412	0.070389327891398	-0.0144995696951151	0.070389327891398	0.176322772640463	0.0840642647884745	0.0143552929770701	-0.234465253637023	-0.0740005814437769	0.0565835283663675	0	0.0565835283663675	0.0426443374084937	0.400537929583729	0.0285691521967709	-0.0144995696951151	0.333423733725192	0.286881147788162	0.250961573533219	-0.136061549576028	0.137503523749935	-0.120294233717712	0.0426443374084937	0.0143552929770701	-0.0892673380970874	-0.0740005814437769	0.37851162325373	0.111031312388744
STMGY76	-0.0740005814437769	-0.0892673380970874	-0.577766999316952	0.0976107966264223	0.0840642647884745	-0.200912693925996	-0.2688167584278	-0.358453970912476	-0.168122758808327	0.0285691521967709	-0.136061549576028	-0.321928094887362	-0.0144995696951151	0.070389327891398	-0.15200309344505	0.286881147788162	0.0840642647884745	-0.0892673380970874	-0.200912693925996	0.16349873228288	0.189033824390017	0.176322772640463	0.111031312388744	-0.0144995696951151	0.31034012061215	0.137503523749935	0.070389327891398	-0.217591435072627	0.20163386116965	-0.136061549576028	-0.15200309344505	0.137503523749935	-0.2688167584278	-0.395928676331139	-0.3040061868901	-0.2688167584278
STMGY83	-0.0144995696951151	0.238786859587116	-0.577766999316952	0.0867837661420667	-0.168122758808327	-0.136061549576028	0.0758748669751273	0.0143552929770701	0.124328135002202	-0.0740005814437769	0.321928094887362	-0.0144995696951151	0.150559676575381	0.124328135002202	-0.321928094887362	0.0143552929770701	0.070389327891398	0.31034012061215	0.0143552929770701	0.20163386116965	-0.15200309344505	-0.104697378666693	0.0285691521967709	0	0.150559676575381	0.0143552929770701	0.16349873228288	-0.0144995696951151	0.31034012061215	-0.136061549576028	0.0976107966264223	0.221567788538409	-0.168122758808327	-0.0291463456595165	0.0426443374084937	0.0285691521967709
STMGZ24	1.09761079662642	0.823749360308273	0.575312330687437	0.713695814843359	0.31034012061215	0.27500704749987	0.604071323668861	-0.0892673380970874	0.575312330687437	0.464668267003444	0.53605290024021	0.16349873228288	0.0840642647884745	0.070389327891398	-0.184424571137427	0.367371065648529	-0.434402824145775	0.16349873228288	-0.200912693925996	-0.2688167584278	-1.18442457113743	-0.377069649079823	-0.321928094887362	-0.599462070416271	-0.168122758808327	-0.736965594166206	-0.0439433475875971	0.678071905112638	0.687060688339892	0.137503523749935	-0.0892673380970874	0.070389327891398	-0.0291463456595165	-0.0588936890535686	-0.535331732996556	-0.104697378666693
STMGZ25	-0.234465253637023	0	0.189033824390017	0.124328135002202	0.214124805352847	-0.0588936890535686	0.0840642647884745	0.432959407276106	0.432959407276106	0.0143552929770701	-0.0588936890535686	0.111031312388744	0.0143552929770701	-0.200912693925996	-0.15200309344505	0.286881147788162	0.137503523749935	0.263034405833794	-0.0439433475875971	-0.0740005814437769	-0.234465253637023	-0.286304185156641	0.367371065648529	-0.0740005814437769	0.0840642647884745	-0.0439433475875971	0.0840642647884745	0.238786859587116	0.31034012061215	0.0976107966264223	0.214124805352847	0.137503523749935	0.124328135002202	0.0143552929770701	0.321928094887362	0.286881147788162
STMGZ63	1.28688114778816	1.36737106564853	0.0426443374084937	2.08746284125034	1.37295209791183	1.03562390973072	0.367371065648529	0.815575428862573	-0.0892673380970874	0.0143552929770701	-0.0588936890535686	-0.377069649079823	0.0840642647884745	-0.535331732996556	-0.395928676331139	0.250961573533219	0	0.250961573533219	1.30451104180995	-0.234465253637023	0.286881147788162	0.389566811762726	0.0143552929770701	-0.0439433475875971	0.495695162624069	-0.234465253637023	-0.2688167584278	-0.494109070270043	-0.377069649079823	-0.136061549576028	-0.535331732996556	-0.535331732996556	-0.251538766995965	0.0565835283663675	0.0143552929770701	0.20163386116965
STMGZ89	0.137503523749935	0.111031312388744	0.0565835283663675	-0.251538766995965	-0.184424571137427	-0.200912693925996	0.070389327891398	0.111031312388744	0.344828496997441	0	-0.0144995696951151	-0.104697378666693	0.111031312388744	-0.0291463456595165	-0.0439433475875971	0.150559676575381	-0.0144995696951151	-0.234465253637023	0.176322772640463	0.0976107966264223	0.0976107966264223	0.356143810225275	0.137503523749935	0.176322772640463	0.0143552929770701	-0.0439433475875971	0.0426443374084937	0.27500704749987	0.238786859587116	0.356143810225275	-0.104697378666693	0.250961573533219	0.070389327891398	0.070389327891398	0.422233000683048	0.111031312388744
STMGZ91	0.0285691521967709	0.070389327891398	-0.0588936890535686	0.389566811762726	0.454175893185802	0.0565835283663675	-0.599462070416271	0.0840642647884745	0.0565835283663675	-0.15200309344505	-0.200912693925996	-0.0740005814437769	-0.340075441597622	0.16349873228288	-0.251538766995965	0.321928094887362	0.0976107966264223	-0.104697378666693	0.0426443374084937	-1.02914634565952	0.584962500721156	0.0976107966264223	0.659924558402378	-0.0144995696951151	0.263034405833794	-0.2688167584278	-0.145605322246899	-0.3040061868901	-0.200912693925996	-0.15200309344505	-0.83650126771712	-0.15200309344505	-0.643856189774725	0.0143552929770701	-0.2688167584278	-0.340075441597622
STMHA06	0.594548549550354	0.6959938131099	0.298658315564515	-0.340075441597622	-0.0439433475875971	0.0143552929770701	-0.0144995696951151	0.22650852980868	0.238786859587116	0.0840642647884745	-0.286304185156641	-0.234465253637023	-0.120294233717712	-0.0892673380970874	-0.0291463456595165	0.263034405833794	-0.136061549576028	-0.473931188332412	0	-0.785875194647153	0.0976107966264223	-0.104697378666693	-0.120294233717712	-0.0291463456595165	-0.0588936890535686	-0.0144995696951151	-0.0439433475875971	0.16349873228288	-0.0892673380970874	0.333423733725192	-0.120294233717712	0.0840642647884745	0.0840642647884745	0.37851162325373	0.20163386116965	0.0840642647884745
STMHA31	0.422233000683048	0.411426245726465	0.286881147788162	-0.168122758808327	0.22650852980868	0.238786859587116	0.37851162325373	0.0976107966264223	0.505890929729957	0.070389327891398	0.20163386116965	0.189033824390017	0	0.214124805352847	0.0426443374084937	0.263034405833794	0.22650852980868	0.137503523749935	0.111031312388744	0.16349873228288	0.250961573533219	0.111031312388744	0.238786859587116	0.321928094887362	0.176322772640463	0.263034405833794	0.214124805352847	0.622930350920177	0.526068811667588	0.66902676550963	0.0143552929770701	0.250961573533219	0.214124805352847	0.713695814843359	0.604071323668861	0.37851162325373
STMHA70	0.189033824390017	0.137503523749935	-0.251538766995965	-0.3040061868901	-0.0439433475875971	0.263034405833794	0.250961573533219	0.739848102699327	0.516015147003665	0.0426443374084937	0.0976107966264223	0.111031312388744	0.0426443374084937	0.263034405833794	0.214124805352847	0.333423733725192	0.650764559116902	0.0840642647884745	0.150559676575381	0.298658315564515	0.37851162325373	-0.0892673380970874	0.189033824390017	0.137503523749935	0.189033824390017	0.389566811762726	0.526068811667588	0.344828496997441	0.443606651475615	0.176322772640463	0.37851162325373	0.910732661902913	0.389566811762726	0.400537929583729	0.839959587489532	0.124328135002202
STMHA78	-0.514573172829758	-0.321928094887362	-0.0588936890535686	-0.217591435072627	-0.2688167584278	-0.120294233717712	-0.321928094887362	-0.234465253637023	-0.454031630894707	-0.104697378666693	0.137503523749935	-0.0291463456595165	0.0426443374084937	0.150559676575381	-0.0588936890535686	-0.251538766995965	-0.168122758808327	-0.0291463456595165	0.0565835283663675	-0.0740005814437769	-0.0892673380970874	-0.234465253637023	-0.104697378666693	-0.0740005814437769	-0.251538766995965	-0.217591435072627	-0.168122758808327	-0.217591435072627	-0.217591435072627	-0.136061549576028	-0.286304185156641	-0.535331732996556	-0.2688167584278	-0.3040061868901	-0.104697378666693	-0.0740005814437769
STMHA94	-0.120294233717712	-0.2688167584278	-0.535331732996556	-0.104697378666693	-0.68965987938785	-0.556393348524385	-0.234465253637023	-0.251538766995965	-0.251538766995965	-0.168122758808327	-0.15200309344505	-0.494109070270043	-0.0892673380970874	-0.200912693925996	-0.415037499278844	-0.454031630894707	-0.136061549576028	-0.2688167584278	-0.0892673380970874	0.0840642647884745	-0.0291463456595165	-0.0439433475875971	0.0426443374084937	-0.136061549576028	0.400537929583729	-0.0144995696951151	-0.120294233717712	-0.0439433475875971	-0.0740005814437769	-0.377069649079823	-0.136061549576028	-0.184424571137427	-0.494109070270043	-0.136061549576028	-0.104697378666693	-0.168122758808327
STMHE09	0.84799690655495	0.443606651475615	0.411426245726465	0.887525270741587	-0.120294233717712	0.356143810225275	0.298658315564515	1.05658352836637	0.389566811762726	0.250961573533219	0.367371065648529	0.356143810225275	0.0143552929770701	-0.234465253637023	-0.415037499278844	0.286881147788162	0.37851162325373	0.263034405833794	0.411426245726465	-0.136061549576028	-0.136061549576028	0.37851162325373	-0.0439433475875971	-0.377069649079823	0.545968369105293	-0.251538766995965	-0.136061549576028	0.0565835283663675	-0.0892673380970874	-0.168122758808327	0.27500704749987	0.070389327891398	0.0426443374084937	0.411426245726465	0.0143552929770701	0.389566811762726
STMHE19	1.28095631383106	0.6959938131099	0.389566811762726	0.31034012061215	-0.286304185156641	0.150559676575381	1.76553474636298	2.31614574229336	1.97085365434048	-0.136061549576028	-0.200912693925996	-0.0740005814437769	0.070389327891398	0.0976107966264223	-0.0144995696951151	0	0.150559676575381	0.137503523749935	0.356143810225275	-0.0588936890535686	0.0285691521967709	0.823749360308273	0.298658315564515	0.286881147788162	0.815575428862573	-0.0291463456595165	0.176322772640463	1.43295940727611	0.84799690655495	0.831877241191673	0.55581615506164	0.992768430768924	0.704871964456353	1.59931779369823	1.67807190511264	1.55090066464752
STMHE73	0.124328135002202	0.124328135002202	0.344828496997441	0.641546029087524	0.20163386116965	0.263034405833794	0.6959938131099	0.739848102699327	0.475084882948783	0.0565835283663675	0.150559676575381	-0.0588936890535686	-0.234465253637023	0.00288250853312137	0.0143552929770701	0.16349873228288	-0.251538766995965	0.545968369105293	0.238786859587116	-0.15200309344505	0.526068811667588	0.16349873228288	0.124328135002202	0.0426443374084937	-0.15200309344505	-0.251538766995965	0.238786859587116	0.432959407276106	0.37851162325373	0.516015147003665	-0.434402824145775	0.111031312388744	-0.0291463456595165	0.150559676575381	0.545968369105293	0.298658315564515
STMHF06	-0.358453970912476	-0.184424571137427	0.0840642647884745	-0.0439433475875971	-0.0740005814437769	0.137503523749935	0.475084882948783	-0.514573172829758	-0.514573172829758	-0.136061549576028	-0.200912693925996	-0.234465253637023	0.16349873228288	-0.0588936890535686	0.111031312388744	0	0.0426443374084937	0.070389327891398	0.0426443374084937	0.0565835283663675	0.0976107966264223	-0.217591435072627	0.27500704749987	-0.494109070270043	-0.15200309344505	0.0285691521967709	-0.200912693925996	-0.15200309344505	-0.340075441597622	-0.0144995696951151	-0.0740005814437769	0.070389327891398	-0.15200309344505	-0.168122758808327	-0.251538766995965	-0.321928094887362
STMHF58	0.0143552929770701	-0.0144995696951151	0.0285691521967709	0.321928094887362	-0.217591435072627	0.286881147788162	-0.234465253637023	-0.200912693925996	-0.200912693925996	-0.0144995696951151	-0.184424571137427	-0.340075441597622	-0.321928094887362	-0.0892673380970874	-0.0291463456595165	-0.0588936890535686	0.0565835283663675	0.22650852980868	0.495695162624069	0.20163386116965	0.321928094887362	-0.104697378666693	0.111031312388744	-0.136061549576028	0.070389327891398	0.0840642647884745	0.0143552929770701	0.0840642647884745	0.214124805352847	-0.0291463456595165	-0.0144995696951151	-0.473931188332412	-0.0291463456595165	-0.340075441597622	0.27500704749987	-0.0892673380970874
STMHF70	0.16349873228288	-0.104697378666693	-0.104697378666693	0.0565835283663675	0.137503523749935	-0.200912693925996	0.070389327891398	0.464668267003444	0.250961573533219	0.214124805352847	0.27500704749987	-0.104697378666693	-0.15200309344505	-0.0291463456595165	-0.217591435072627	0.0840642647884745	-0.168122758808327	0.124328135002202	-0.217591435072627	0.0976107966264223	-0.217591435072627	0.432959407276106	-0.184424571137427	-0.286304185156641	-0.136061549576028	-0.0439433475875971	-0.120294233717712	1.06350294230616	0.933572638261024	0.189033824390017	0.704871964456353	0.895302621333307	0.16349873228288	0.214124805352847	0.124328135002202	0.214124805352847
STMHF72	0.0143552929770701	-0.0740005814437769	-0.136061549576028	0.298658315564515	-0.2688167584278	-0.184424571137427	-0.15200309344505	0.250961573533219	0.137503523749935	0.0565835283663675	0.0976107966264223	-0.184424571137427	0.176322772640463	-0.0740005814437769	-0.0588936890535686	-0.0439433475875971	-0.0439433475875971	-0.0439433475875971	0.0976107966264223	0.137503523749935	-0.0144995696951151	0.0840642647884745	0.286881147788162	-0.0588936890535686	0.0840642647884745	0.0565835283663675	-0.0144995696951151	0.0565835283663675	0.070389327891398	-0.15200309344505	0.0285691521967709	0.150559676575381	-0.0740005814437769	-0.2688167584278	0.0565835283663675	0.0565835283663675
STMHG49	0	-0.217591435072627	-0.184424571137427	-0.377069649079823	0.0565835283663675	0.0565835283663675	-0.184424571137427	-0.0892673380970874	0.0565835283663675	0.0285691521967709	-0.104697378666693	-0.0291463456595165	-0.0439433475875971	0.111031312388744	-0.0740005814437769	0.070389327891398	0.111031312388744	-0.0291463456595165	0.176322772640463	-0.0439433475875971	0.31034012061215	0.238786859587116	0.238786859587116	0.150559676575381	0.137503523749935	0.0976107966264223	0.238786859587116	-0.136061549576028	-0.200912693925996	0.0285691521967709	-0.217591435072627	0.263034405833794	0.137503523749935	-0.535331732996556	-0.340075441597622	-0.395928676331139
STMHG75	0.137503523749935	0.298658315564515	-0.377069649079823	0.344828496997441	0.0285691521967709	-0.0144995696951151	0.16349873228288	0.20163386116965	0.189033824390017	0.0143552929770701	0.286881147788162	0.124328135002202	0.263034405833794	0.0285691521967709	0.0285691521967709	0.16349873228288	0.0840642647884745	0.443606651475615	-0.200912693925996	0.333423733725192	-0.251538766995965	0.16349873228288	0.111031312388744	-0.0439433475875971	0.443606651475615	0.176322772640463	0.238786859587116	0.111031312388744	0.16349873228288	-0.120294233717712	0.189033824390017	0.27500704749987	-0.0892673380970874	-0.0439433475875971	0.214124805352847	0.27500704749987
STMHH72	0.55581615506164	0.22650852980868	0.321928094887362	-0.358453970912476	-0.0291463456595165	0.124328135002202	0.0426443374084937	-0.217591435072627	0.0565835283663675	-0.0892673380970874	-0.0588936890535686	-0.0144995696951151	-0.0291463456595165	-0.0439433475875971	-0.136061549576028	0.070389327891398	-0.136061549576028	-0.15200309344505	0.189033824390017	-0.234465253637023	0.263034405833794	0.0565835283663675	-0.0439433475875971	0.0840642647884745	0.0565835283663675	-0.0892673380970874	-0.0588936890535686	0.0565835283663675	-0.0439433475875971	0.333423733725192	-0.200912693925996	-0.0291463456595165	0.0143552929770701	0.344828496997441	0.400537929583729	0.250961573533219
