cold_27h_1	cold_27h_2	cold_27h_3	cold_3h_1	cold_3h_2	cold_3h_3	cold_9h_1	cold_9h_2	cold_9h_3	control_27h_1	control_27h_2	control_27h_3	control_3h_1	control_3h_2	control_3h_3	control_9h_1	control_9h_2	control_9h_3	heat_27h_1	heat_27h_2	heat_27h_3	heat_3h_1	heat_3h_2	heat_3h_3	heat_9h_1	heat_9h_2	heat_9h_3	salt_27h_1	salt_27h_2	salt_27h_3	salt_3h_1	salt_3h_2	salt_3h_3	salt_9h_1	salt_9h_2	salt_9h_3
STMCC26	-0.0588936890535686	-0.0588936890535686	-0.104697378666693	0	-0.117161344232749	-0.0740005814437769	0.53605290024021	-0.104697378666693	0.0114956388378294	-0.104697378666693	-0.0291463456595165	-0.168122758808327	-0.0740005814437769	0.27500704749987	0.0621217119077975	-0.434402824145775	0.0840642647884745	-0.142417044615852	-0.2688167584278	0.238786859587116	0.150559676575381	-0.0985055449524252	-0.136061549576028	0.0840642647884745	-0.0649174766813384	0.333423733725192	0.22650852980868	-0.3040061868901	-0.104697378666693	0.0565835283663675	-0.217591435072627	0.238786859587116	0.0565835283663675	0.55581615506164	-0.120294233717712	-0.0350469470992008
STMCC36	0.037030730944967	0.0143552929770701	0.0143552929770701	-0.136061549576028	-0.494109070270043	-0.535331732996556	-0.040971781056306	-0.3040061868901	-0.132894270497345	0.168642035558839	-0.2688167584278	-0.15200309344505	0.137503523749935	-0.0588936890535686	-0.971430847803229	-0.0499049058263139	0.389566811762726	-0.234465253637023	-0.2688167584278	0.16349873228288	-0.0439433475875971	0.0976107966264223	0.20163386116965	0.0370307309449673	-0.358453970912476	0.150559676575381	0.116364756691785	-0.286304185156641	0.0143552929770701	0.584962500721156	-0.0649174766813384	-0.251538766995965	-0.0709665213541433	0.270229907237998	0.238786859587116	-0.234465253637023
STMCC61	-0.168122758808327	-0.3040061868901	-0.943416471633633	-0.217591435072627	0.0285691521967709	-0.321928094887362	0.20163386116965	0.263034405833794	-0.200912693925996	-0.200912693925996	-0.120294233717712	-0.0439433475875971	-0.0892673380970874	-0.395928676331139	-0.454031630894707	-0.321928094887362	-0.184424571137427	-0.2688167584278	0.137503523749935	0.613531652917927	0.0840642647884745	0.214124805352847	-0.200912693925996	-0.556393348524385	0.137503523749935	0.0426443374084937	-0.104697378666693	0.137503523749935	-0.0144995696951151	-0.200912693925996	-0.251538766995965	0.263034405833794	-0.473931188332412	-0.68965987938785	0.0426443374084937	-0.358453970912476
STMCD06	-0.104697378666693	0.22650852980868	-0.184424571137427	-0.136061549576028	-0.168122758808327	-0.0291463456595165	0.948600847493356	0.613531652917927	1.73552217729654	0.298658315564515	0.27500704749987	-0.104697378666693	-0.0144995696951151	-0.120294233717712	0.263034405833794	-1	0.321928094887362	0.575312330687437	-0.577766999316952	0.545968369105293	-1.05889368905357	-1.02914634565952	-0.377069649079823	-0.971430847803229	-1.94341647163363	-0.434402824145775	-0.577766999316952	0.823749360308273	0.594548549550354	-0.358453970912476	0.27500704749987	0.150559676575381	0.22650852980868	0.176322772640463	0.575312330687437	0.37851162325373
STMCD07	0.176322772640463	0.137503523749935	-0.0144995696951151	-0.358453970912476	-0.494109070270043	-0.535331732996556	0.108357178090419	0.443606651475615	0.400537929583729	-0.0588936890535686	0.27500704749987	0	-0.251538766995965	-0.2688167584278	-0.2688167584278	-0.168122758808327	-0.168122758808327	0.0426443374084937	-0.0291463456595165	0.650764559116902	0.66902676550963	0.0976107966264223	-0.104697378666693	-0.120294233717712	-0.104697378666693	0.250961573533219	0.286881147788162	0.070389327891398	0.070389327891398	0.0976107966264223	-0.120294233717712	-0.120294233717712	0.0565835283663675	0.238786859587116	0.622930350920177	0.55581615506164
STMCD66	-0.200912693925996	-0.0588936890535686	0.0143552929770701	0.0143552929770701	0.124328135002202	0.111031312388744	-0.971430847803229	0	0.196607044094818	-0.0892673380970874	0.22650852980868	0.356143810225275	0.0510240030244669	0.176322772640463	0.650764559116902	0.124328135002202	0	0.0143552929770701	-0.0439433475875971	0.176322772640463	0.0143552929770701	0.214124805352847	-0.0588936890535686	0.199122642013601	0.176322772640463	0.070389327891398	0.214124805352847	-0.0892673380970874	-0.217591435072627	-0.0439433475875971	0.22650852980868	-0.0291463456595165	-0.104697378666693	0.070389327891398	-0.168122758808327	0.0426443374084937
STMCF85	0.31034012061215	0.150559676575381	0.66902676550963	-0.434402824145775	-0.0740005814437769	0.070389327891398	0.464668267003444	0.575312330687437	0.333423733725192	0.0285691521967709	0.124328135002202	0.37851162325373	0.214124805352847	0.0285691521967709	-0.0144995696951151	0.214124805352847	0.16349873228288	0.31034012061215	0.0565835283663675	0.333423733725192	0.150559676575381	-0.2688167584278	0.111031312388744	-0.395928676331139	0.432959407276106	0.286881147788162	0.111031312388744	0.333423733725192	0.31034012061215	0.344828496997441	0.150559676575381	0.53605290024021	0.0426443374084937	0.565597175854225	0.575312330687437	0.411426245726465
STMCH20	-0.0439433475875971	0.0143552929770701	-0.395928676331139	0.55581615506164	-0.0588936890535686	-0.15200309344505	0.214124805352847	0.55581615506164	0.286881147788162	-0.104697378666693	0.22650852980868	-0.217591435072627	0.16349873228288	-0.3040061868901	-0.358453970912476	0.070389327891398	0.422233000683048	-0.0144995696951151	-0.0439433475875971	0.31034012061215	-0.15200309344505	0.422233000683048	0.111031312388744	-0.0588936890535686	-0.0588936890535686	0.189033824390017	-0.168122758808327	0.37851162325373	0.454175893185802	-0.120294233717712	0.22650852980868	-0.104697378666693	-0.120294233717712	-0.358453970912476	0.344828496997441	0.411426245726465
STMCH21	1.66448284036468	1.37851162325373	1.4594316186373	1.91838623444635	0.37851162325373	0.948600847493356	1.67355642399014	1.6915341649192	1.90689059560852	-0.0439433475875971	-0.217591435072627	0.333423733725192	0.0143552929770701	0.070389327891398	0.263034405833794	0.284514133244245	0	0.111031312388744	0.53605290024021	-0.251538766995965	-0.107803289534515	0.286881147788162	0.263034405833794	-0.3040061868901	0.142740172116082	0.55581615506164	0	0.613531652917927	0.485426827170242	0.978195629681652	0.176322772640463	0.411426245726465	0.584962500721156	1.89917563048051	0.659924558402378	1.23266075679027
STMCH25	0.214124805352847	0.37851162325373	0.0565835283663672	0.22404027421793	0.0976107966264223	-0.136061549576028	-0.15200309344505	0.739848102699327	0.298658315564515	-0.0740005814437769	0.632268215499513	-0.15200309344505	0.678071905112638	0.204140716780225	0.238786859587116	0.176322772640463	-0.120294233717712	0.100304905795685	0.0565835283663675	-0.83650126771712	0.0786098346963665	0.0676387168753633	0.160920188181103	0.66902676550963	0.0976107966264223	-0.2688167584278	0.286881147788162	0.150559676575381	-0.251538766995965	0.231432408447965	0.124328135002202	0.137503523749935	0.485426827170242	0.176322772640463	0.0426443374084937	0.85598969730848
STMCH48	-0.184424571137427	0.0565835283663675	-0.2688167584278	-0.0588936890535686	-0.0679388286565756	-0.117161344232749	0.0894981508391023	-0.184424571137427	0.475084882948783	0.111031312388744	0.0143552929770701	-0.0862010350493039	0.344828496997441	0.0976107966264223	0.111031312388744	0.337996463515016	0.0840642647884745	-0.0291463456595165	-0.136061549576028	-0.168122758808327	-0.168122758808327	-0.0439433475875971	0.807354922057604	0.113700499164728	0.333423733725192	0.070389327891398	0.124328135002202	-0.0588936890535686	-0.251538766995965	-0.136061549576028	0.0285691521967709	0.214124805352847	-0.217591435072627	0.176322772640463	0.22650852980868	0.16349873228288
STMCI43	0.286881147788162	0.238786859587116	0.070389327891398	0.150559676575381	0.641546029087524	0.432959407276106	0.411426245726465	0.613531652917927	0.66902676550963	0.0426443374084937	-0.251538766995965	-0.0892673380970874	-0.0588936890535686	-0.136061549576028	-0.104697378666693	0.150559676575381	0.27500704749987	0.0426443374084937	-0.556393348524385	-0.0588936890535686	0.070389327891398	0.137503523749935	0.111031312388744	-0.2688167584278	-0.200912693925996	-0.0740005814437769	0.20163386116965	0.6959938131099	0.464668267003444	0.238786859587116	0.31034012061215	0.53605290024021	0.443606651475615	0.790772037862	0.704871964456353	0.250961573533219
STMCI72	-0.377069649079823	-0.358453970912476	-0.810966175609983	-0.2688167584278	-0.3040061868901	-0.395928676331139	-0.340075441597622	-0.286304185156641	-0.785875194647153	-0.234465253637023	-0.104697378666693	-0.377069649079823	0.0840642647884745	0.150559676575381	-0.454031630894707	-0.2688167584278	-0.15200309344505	-0.321928094887362	0.0976107966264223	0.321928094887362	-0.0291463456595165	0.0565835283663675	0.454175893185802	0.0285691521967709	0.333423733725192	0.111031312388744	-0.200912693925996	-0.168122758808327	-0.0892673380970874	-0.286304185156641	-0.184424571137427	-0.200912693925996	-0.556393348524385	-0.434402824145775	-0.286304185156641	-0.358453970912476
STMCI83	-0.68965987938785	-0.862496476250065	-0.943416471633633	-0.577766999316952	-0.83650126771712	-0.713118852211838	-0.943416471633633	-0.556393348524385	-0.862496476250065	0.0426443374084937	-0.251538766995965	-0.415037499278844	-0.168122758808327	-0.136061549576028	-0.200912693925996	-0.136061549576028	-0.184424571137427	-0.200912693925996	-0.286304185156641	-0.0740005814437769	-0.0588936890535686	0.176322772640463	0.137503523749935	-0.2688167584278	-0.136061549576028	0.0976107966264223	-0.200912693925996	-0.340075441597622	-0.395928676331139	-0.713118852211838	-0.251538766995965	-0.120294233717712	-0.535331732996556	-0.736965594166206	-0.862496476250065	-0.599462070416271
STMCJ29	-0.3040061868901	-0.0892673380970874	-0.164884384741782	-0.168122758808327	-0.0291463456595163	-0.184424571137427	-0.0862010350493039	0.0565835283663675	-0.0439433475875971	0.111031312388744	-0.286304185156641	-0.454031630894707	0.0426443374084937	0.0976107966264223	-0.251538766995965	-0.0892673380970874	0.321928094887362	-0.358453970912476	0.0143552929770704	0	0.454175893185802	0	-0.0144995696951151	-0.0439433475875969	-0.126580496565143	0.189033824390017	-0.200912693925996	-0.200912693925996	0.0565835283663675	0.0840642647884745	-0.395928676331139	-0.0588936890535686	-0.104697378666693	-0.114035243246029	-0.217591435072627	-0.0923401721467104
STMCJ48	-0.577766999316952	-0.761213140412883	-0.494109070270043	-0.234465253637023	-0.535331732996556	-0.358453970912476	-0.666576266274808	-0.736965594166206	-0.666576266274808	-0.104697378666693	-0.0588936890535686	0.27500704749987	0	-0.0439433475875971	0.333423733725192	-0.0144995696951151	0.0976107966264223	0.0426443374084937	-0.0291463456595165	0.0285691521967709	-0.0892673380970874	0.214124805352847	-0.0291463456595165	0.286881147788162	0.286881147788162	0.176322772640463	0.238786859587116	-0.377069649079823	-0.358453970912476	-0.454031630894707	-0.0588936890535686	-0.0291463456595165	0.0285691521967709	-0.120294233717712	-0.251538766995965	-0.473931188332412
STMCK25	-0.0740005814437769	-0.0439433475875971	-0.104697378666693	-0.535331732996556	-0.321928094887362	-0.358453970912476	-0.358453970912476	-0.68965987938785	-0.415037499278844	0	-0.120294233717712	0.0976107966264223	0.0285691521967709	-0.0740005814437769	0.124328135002202	0.111031312388744	0.0840642647884745	-0.0144995696951151	-0.395928676331139	0.0285691521967709	-0.168122758808327	0.0285691521967709	0.0840642647884745	0.298658315564515	-0.0588936890535686	0.22650852980868	0.263034405833794	0.214124805352847	0.0285691521967709	-0.321928094887362	-0.0291463456595165	0.286881147788162	-0.168122758808327	0.111031312388744	-0.321928094887362	-0.184424571137427
STMCK62	-0.251538766995965	-0.136061549576028	0.37851162325373	-0.234465253637023	-0.120294233717712	0.176322772640463	-0.0144995696951151	-0.104697378666693	-0.0291463456595165	0.0840642647884745	0.070389327891398	0.189033824390017	0.150559676575381	0.214124805352847	0.516015147003665	0.238786859587116	0.250961573533219	0.55581615506164	0.20163386116965	-0.0291463456595165	1.51601514700366	-0.2688167584278	0.0143552929770701	0.111031312388744	-0.0588936890535686	0.27500704749987	0.422233000683048	0.298658315564515	0.298658315564515	0.150559676575381	0.250961573533219	0.464668267003444	0.516015147003665	0.298658315564515	0.432959407276106	0.411426245726465
STMCK66	0.485426827170242	0.815575428862573	0.823749360308273	-0.200912693925996	-0.3040061868901	-0.286304185156641	0.470927257475127	0.94110631094643	0.75702324650746	0.27500704749987	0.0976107966264223	0.0143552929770701	0.111031312388744	-0.377069649079823	-0.187707155126729	-0.0469210473874926	0.0143552929770701	-0.0350469470992005	0.0285691521967709	-0.184424571137427	-0.0862010350493039	-0.184424571137428	-0.62148837674627	-0.15521264992094	-0.0115879742752115	-0.0291463456595165	-0.254977850962735	1.35614381022528	0.823749360308273	0.918386234446348	-0.0291463456595165	0.0285691521967709	0.324234562270531	0.55581615506164	0.526068811667588	0.970853654340484
STMCM47	-0.2688167584278	-0.136061549576028	-0.494109070270043	0.070389327891398	-0.0892673380970874	-0.0588936890535686	-0.2688167584278	0.432959407276106	0.485426827170242	-0.395928676331139	0.526068811667588	-0.120294233717712	0.443606651475615	0.0840642647884745	-0.0588936890535686	0.298658315564515	-0.200912693925996	-0.120294233717712	0.111031312388744	0.0426443374084937	-0.3040061868901	-0.184424571137427	0.411426245726465	-0.184424571137427	0.963474123974886	0.659924558402378	0.594548549550354	0.070389327891398	0.16349873228288	-0.184424571137427	0.485426827170242	0.0976107966264223	-0.0892673380970874	0.263034405833794	0	0.485426827170242
STMCM63	-0.0892673380970874	-0.136061549576028	0.137503523749935	0.0426443374084937	0.0285691521967709	0.0840642647884745	-0.415037499278844	0.0426443374084937	-0.0740005814437769	0	0.070389327891398	0.037030730944967	-0.0588936890535686	0.137503523749935	0.0840642647884745	0.124328135002202	-0.0439433475875971	0.124328135002202	-0.184424571137427	0.0840642647884745	-0.0588936890535686	0.111031312388744	-0.0588936890535686	0.0976107966264223	0.27500704749987	0.0285691521967709	-0.0892673380970874	-0.0740005814437769	0.176322772640463	-0.0740005814437769	0.0840642647884745	-0.0144995696951151	-0.15200309344505	-0.120294233717712	-0.0588936890535686	0.137503523749935
